Retailer,Sales Method,Product,Total Sales
Foot Locker,Online,Men's Apparel,216
Foot Locker,Online,Women's Street Footwear,131
Sports Direct,Online,Men's Apparel,266
Foot Locker,Online,Women's Athletic Footwear,167
Sports Direct,Online,Women's Athletic Footwear,189
Foot Locker,Online,Men's Athletic Footwear,164
Foot Locker,Online,Men's Apparel,172
Foot Locker,Online,Women's Street Footwear,181
Foot Locker,Online,Women's Athletic Footwear,133
Foot Locker,Online,Men's Apparel,194
Foot Locker,Online,Men's Apparel,205
Foot Locker,Online,Women's Athletic Footwear,155
Sports Direct,Online,Women's Athletic Footwear,92
Foot Locker,Online,Men's Apparel,146
Foot Locker,Online,Men's Apparel,162
Foot Locker,Online,Women's Athletic Footwear,112
Foot Locker,Online,Women's Athletic Footwear,83
Foot Locker,Online,Women's Athletic Footwear,76
Foot Locker,Online,Women's Athletic Footwear,68
Foot Locker,Online,Men's Street Footwear,27500
Foot Locker,Online,Men's Street Footwear,26250
Sports Direct,Online,Men's Street Footwear,18375
Foot Locker,Online,Men's Street Footwear,22500
Sports Direct,Online,Men's Street Footwear,30000
Foot Locker,Online,Men's Street Footwear,19800
Foot Locker,Online,Men's Street Footwear,29700
Foot Locker,Online,Men's Street Footwear,21375
Sports Direct,Online,Men's Street Footwear,16625
Foot Locker,Online,Men's Street Footwear,18000
Foot Locker,Online,Men's Street Footwear,22000
Sports Direct,Online,Men's Street Footwear,22000
Foot Locker,Online,Women's Apparel,20625
Foot Locker,Online,Women's Apparel,19250
Foot Locker,Online,Women's Apparel,17875
Foot Locker,Online,Men's Athletic Footwear,13500
Foot Locker,Online,Men's Athletic Footwear,13500
Sports Direct,Online,Men's Athletic Footwear,15000
Sports Direct,Online,Women's Apparel,19500
Foot Locker,Online,Women's Apparel,9625
Foot Locker,Online,Men's Athletic Footwear,11000
Sports Direct,Online,Men's Athletic Footwear,9625
Sports Direct,Online,Women's Apparel,9625
Foot Locker,Online,Women's Apparel,15000
Foot Locker,Online,Men's Athletic Footwear,10000
Foot Locker,Online,Men's Athletic Footwear,11250
Sports Direct,Online,Women's Apparel,15000
Sports Direct,Online,Men's Athletic Footwear,11250
Sports Direct,Online,Women's Apparel,16250
Sports Direct,Online,Women's Street Footwear,12500
Foot Locker,Online,Women's Apparel,11250
Foot Locker,Online,Women's Apparel,11250
Foot Locker,Online,Men's Athletic Footwear,10000
Foot Locker,Online,Men's Apparel,10000
Sports Direct,Online,Women's Athletic Footwear,10000
Sports Direct,Online,Men's Apparel,12000
Sports Direct,Online,Women's Apparel,6875
Sports Direct,In-store,Men's Athletic Footwear,8750
Foot Locker,In-store,Men's Athletic Footwear,7500
Foot Locker,In-store,Women's Street Footwear,5000
Foot Locker,In-store,Women's Apparel,7500
Sports Direct,Online,Women's Street Footwear,4500
Sports Direct,Online,Women's Apparel,6750
Sports Direct,In-store,Women's Street Footwear,9000
Sports Direct,In-store,Women's Street Footwear,9000
Sports Direct,Online,Men's Athletic Footwear,6000
Sports Direct,In-store,Men's Athletic Footwear,9000
Sports Direct,In-store,Women's Street Footwear,6000
Sports Direct,In-store,Women's Athletic Footwear,8000
Foot Locker,In-store,Women's Street Footwear,4000
Foot Locker,In-store,Women's Street Footwear,7800
Sports Direct,Online,Men's Apparel,7875
Sports Direct,In-store,Women's Street Footwear,7000
Sports Direct,In-store,Women's Athletic Footwear,5250
Sports Direct,In-store,Men's Apparel,7000
Sports Direct,In-store,Women's Athletic Footwear,7000
Sports Direct,In-store,Men's Apparel,8750
Sports Direct,In-store,Women's Street Footwear,5250
Foot Locker,In-store,Women's Athletic Footwear,7000
Sports Direct,Online,Men's Street Footwear,768
Sports Direct,Online,Men's Athletic Footwear,4500
Sports Direct,Online,Women's Street Footwear,3000
Sports Direct,In-store,Women's Athletic Footwear,4500
Sports Direct,In-store,Men's Apparel,6000
Sports Direct,In-store,Women's Street Footwear,6000
Foot Locker,In-store,Men's Apparel,9000
Foot Locker,In-store,Men's Apparel,6000
Foot Locker,In-store,Men's Athletic Footwear,4500
Foot Locker,Online,Men's Street Footwear,825
Sports Direct,Online,Men's Street Footwear,676
Foot Locker,Online,Men's Street Footwear,406
Sports Direct,Online,Men's Street Footwear,389
Sports Direct,Online,Men's Street Footwear,479
Sports Direct,Online,Men's Street Footwear,710
Sports Direct,Online,Men's Apparel,5000
Sports Direct,In-store,Men's Apparel,6250
Sports Direct,In-store,Women's Athletic Footwear,5000
Sports Direct,In-store,Men's Apparel,6250
Sports Direct,Online,Men's Street Footwear,450
Foot Locker,Online,Men's Street Footwear,588
Sports Direct,Online,Men's Street Footwear,568
Sports Direct,Online,Men's Street Footwear,316
Foot Locker,Online,Men's Street Footwear,305
Sports Direct,Online,Women's Athletic Footwear,3000
Sports Direct,In-store,Men's Apparel,6000
Sports Direct,In-store,Women's Athletic Footwear,4000
Foot Locker,In-store,Women's Athletic Footwear,2500
Sports Direct,Online,Women's Apparel,529
Sports Direct,Online,Women's Apparel,513
Sports Direct,Online,Women's Apparel,464
Sports Direct,Online,Men's Athletic Footwear,378
Sports Direct,Online,Men's Athletic Footwear,370
Foot Locker,Online,Women's Apparel,491
Sports Direct,Online,Women's Athletic Footwear,1875
Sports Direct,Online,Women's Athletic Footwear,1875
Sports Direct,Online,Women's Apparel,390
Foot Locker,Online,Men's Athletic Footwear,345
Foot Locker,Online,Women's Apparel,210
Sports Direct,Online,Men's Athletic Footwear,263
Foot Locker,Online,Women's Apparel,387
Foot Locker,Online,Men's Athletic Footwear,263
Foot Locker,Online,Women's Street Footwear,350
Sports Direct,Online,Men's Athletic Footwear,245
Foot Locker,Online,Men's Athletic Footwear,203
Sports Direct,Online,Women's Apparel,159
Sports Direct,Online,Women's Apparel,333
Foot Locker,Online,Women's Street Footwear,129
Sports Direct,Online,Men's Athletic Footwear,208
Foot Locker,Online,Women's Apparel,390
Sports Direct,Online,Women's Apparel,176
Sports Direct,Online,Women's Street Footwear,233
Sports Direct,Online,Women's Apparel,277
Sports Direct,Online,Women's Street Footwear,162
Sports Direct,Online,Men's Apparel,294
Sports Direct,Online,Women's Street Footwear,218
Sports Direct,Online,Men's Athletic Footwear,157
Sports Direct,Online,Women's Street Footwear,106
Foot Locker,Online,Women's Street Footwear,106
Sports Direct,Online,Men's Athletic Footwear,221
Foot Locker,Online,Women's Athletic Footwear,254
Foot Locker,Online,Men's Apparel,313
Sports Direct,Online,Women's Athletic Footwear,201
Foot Locker,Online,Women's Street Footwear,207
Sports Direct,Online,Women's Athletic Footwear,198
Sports Direct,Online,Men's Apparel,214
Sports Direct,Online,Women's Street Footwear,189
Sports Direct,Online,Women's Athletic Footwear,148
Sports Direct,Online,Women's Street Footwear,138
Sports Direct,Online,Men's Apparel,179
Foot Locker,Online,Women's Athletic Footwear,183
Foot Locker,Online,Men's Athletic Footwear,126
Sports Direct,Online,Men's Athletic Footwear,123
Sports Direct,Online,Men's Apparel,202
Sports Direct,Online,Women's Athletic Footwear,123
Foot Locker,Online,Men's Apparel,242
Sports Direct,Online,Men's Apparel,151
Foot Locker,Online,Men's Apparel,160
Sports Direct,Online,Women's Street Footwear,78
Sports Direct,Online,Women's Street Footwear,152
Sports Direct,Online,Men's Apparel,130
Sports Direct,Online,Men's Apparel,153
Sports Direct,Online,Women's Athletic Footwear,125
Sports Direct,Online,Men's Apparel,143
Sports Direct,Online,Women's Athletic Footwear,87
Sports Direct,Online,Men's Apparel,174
Sports Direct,Online,Women's Athletic Footwear,94
Foot Locker,Online,Women's Athletic Footwear,62
Sports Direct,Online,Women's Athletic Footwear,55
Sports Direct,Online,Women's Athletic Footwear,53
Sports Direct,In-store,Men's Street Footwear,27500
Sports Direct,In-store,Men's Street Footwear,26250
Sports Direct,In-store,Men's Street Footwear,20000
Foot Locker,In-store,Men's Street Footwear,30000
Foot Locker,In-store,Men's Street Footwear,15000
Sports Direct,Online,Men's Street Footwear,14850
Sports Direct,In-store,Men's Street Footwear,29700
Sports Direct,In-store,Men's Street Footwear,19000
Sports Direct,Online,Men's Street Footwear,13500
Foot Locker,In-store,Men's Street Footwear,13500
Sports Direct,In-store,Men's Street Footwear,20000
Foot Locker,In-store,Men's Street Footwear,20000
Sports Direct,In-store,Women's Apparel,20625
Sports Direct,In-store,Women's Apparel,19250
Sports Direct,In-store,Women's Apparel,17875
Sports Direct,In-store,Men's Athletic Footwear,13500
Sports Direct,In-store,Men's Athletic Footwear,13500
Foot Locker,In-store,Men's Athletic Footwear,15000
Foot Locker,In-store,Women's Apparel,19500
Sports Direct,In-store,Men's Athletic Footwear,9625
Sports Direct,In-store,Women's Apparel,13750
Sports Direct,In-store,Men's Athletic Footwear,10000
Foot Locker,In-store,Women's Apparel,13750
Foot Locker,In-store,Men's Athletic Footwear,10000
Foot Locker,In-store,Women's Apparel,16250
Foot Locker,In-store,Women's Street Footwear,12500
Sports Direct,In-store,Women's Apparel,11250
Sports Direct,In-store,Women's Apparel,10125
Sports Direct,In-store,Men's Apparel,10000
Foot Locker,In-store,Women's Athletic Footwear,10000
Foot Locker,In-store,Men's Apparel,12000
Foot Locker,In-store,Men's Athletic Footwear,8250
Foot Locker,In-store,Men's Athletic Footwear,8250
Foot Locker,In-store,Women's Apparel,3750
Foot Locker,In-store,Women's Apparel,5000
Foot Locker,In-store,Men's Athletic Footwear,8750
West Gear,In-store,Men's Athletic Footwear,7500
West Gear,In-store,Women's Street Footwear,5000
West Gear,In-store,Women's Apparel,7500
Foot Locker,In-store,Women's Street Footwear,2250
Foot Locker,In-store,Men's Athletic Footwear,9000
Foot Locker,In-store,Women's Street Footwear,9000
Foot Locker,In-store,Women's Street Footwear,9000
Foot Locker,In-store,Women's Apparel,9000
West Gear,In-store,Women's Street Footwear,7700
Foot Locker,In-store,Women's Street Footwear,7000
Foot Locker,In-store,Women's Street Footwear,5000
Foot Locker,In-store,Women's Athletic Footwear,8000
West Gear,In-store,Women's Athletic Footwear,7000
West Gear,In-store,Women's Street Footwear,4000
Foot Locker,In-store,Men's Athletic Footwear,3500
Foot Locker,In-store,Men's Athletic Footwear,3500
Foot Locker,In-store,Women's Street Footwear,1750
Foot Locker,In-store,Women's Athletic Footwear,4375
Foot Locker,In-store,Men's Apparel,6125
Foot Locker,In-store,Women's Athletic Footwear,7000
Foot Locker,In-store,Men's Apparel,8750
Foot Locker,In-store,Women's Street Footwear,4375
Foot Locker,In-store,Men's Apparel,6000
Foot Locker,In-store,Men's Apparel,4500
Foot Locker,In-store,Men's Apparel,6750
Foot Locker,In-store,Women's Athletic Footwear,3750
Foot Locker,In-store,Men's Apparel,5250
Foot Locker,In-store,Women's Street Footwear,5250
West Gear,In-store,Men's Apparel,6000
West Gear,In-store,Men's Athletic Footwear,4500
West Gear,Online,Men's Street Footwear,794
Foot Locker,Online,Men's Street Footwear,832
West Gear,Online,Men's Street Footwear,406
Foot Locker,Online,Men's Street Footwear,676
Foot Locker,Online,Men's Street Footwear,438
Foot Locker,Online,Men's Street Footwear,258
Foot Locker,Online,Men's Street Footwear,452
Foot Locker,Online,Men's Street Footwear,642
West Gear,Online,Men's Street Footwear,353
Foot Locker,In-store,Men's Apparel,7500
Foot Locker,In-store,Women's Athletic Footwear,4375
Foot Locker,In-store,Women's Athletic Footwear,4375
Foot Locker,In-store,Men's Apparel,5625
Foot Locker,Online,Men's Street Footwear,248
Foot Locker,Online,Men's Street Footwear,482
West Gear,Online,Men's Street Footwear,459
Foot Locker,In-store,Women's Athletic Footwear,1500
Foot Locker,In-store,Women's Athletic Footwear,1500
West Gear,In-store,Women's Athletic Footwear,2500
Foot Locker,Online,Women's Apparel,519
Foot Locker,Online,Women's Apparel,479
West Gear,Online,Men's Athletic Footwear,428
West Gear,Online,Women's Apparel,519
Foot Locker,Online,Men's Athletic Footwear,383
Foot Locker,Online,Women's Apparel,434
West Gear,Online,Women's Street Footwear,390
Foot Locker,Online,Men's Athletic Footwear,328
Foot Locker,Online,Men's Athletic Footwear,216
Foot Locker,Online,Men's Athletic Footwear,208
Foot Locker,In-store,Women's Athletic Footwear,1875
Foot Locker,Online,Men's Athletic Footwear,240
West Gear,Online,Women's Apparel,358
West Gear,Online,Women's Apparel,204
West Gear,Online,Men's Athletic Footwear,230
West Gear,Online,Women's Apparel,425
West Gear,Online,Men's Athletic Footwear,203
Foot Locker,Online,Women's Apparel,317
Foot Locker,Online,Women's Apparel,95
Foot Locker,Online,Women's Apparel,136
Foot Locker,Online,Women's Street Footwear,245
Foot Locker,Online,Women's Street Footwear,59
West Gear,Online,Women's Street Footwear,117
Foot Locker,Online,Women's Apparel,290
Foot Locker,Online,Men's Athletic Footwear,233
Foot Locker,Online,Women's Street Footwear,238
Foot Locker,Online,Women's Apparel,220
West Gear,Online,Women's Athletic Footwear,299
Foot Locker,Online,Men's Apparel,276
West Gear,Online,Women's Street Footwear,120
West Gear,Online,Men's Apparel,348
West Gear,Online,Women's Street Footwear,182
Foot Locker,Online,Women's Street Footwear,178
Foot Locker,Online,Women's Athletic Footwear,200
Foot Locker,Online,Women's Street Footwear,53
West Gear,Online,Women's Athletic Footwear,177
Foot Locker,Online,Men's Apparel,245
Foot Locker,Online,Women's Street Footwear,115
Foot Locker,Online,Men's Athletic Footwear,88
Foot Locker,Online,Women's Street Footwear,118
West Gear,Online,Men's Apparel,270
Foot Locker,Online,Men's Athletic Footwear,89
Foot Locker,Online,Women's Athletic Footwear,174
Foot Locker,Online,Men's Apparel,153
West Gear,Online,Men's Apparel,171
Foot Locker,Online,Women's Athletic Footwear,106
Foot Locker,Online,Men's Apparel,150
Foot Locker,Online,Men's Apparel,181
Foot Locker,Online,Men's Apparel,109
Foot Locker,Online,Women's Street Footwear,133
West Gear,Online,Men's Athletic Footwear,113
Foot Locker,Online,Men's Apparel,144
Foot Locker,Online,Women's Athletic Footwear,87
Foot Locker,Online,Men's Apparel,160
Foot Locker,Online,Men's Apparel,187
Foot Locker,Online,Women's Athletic Footwear,112
Foot Locker,Online,Women's Athletic Footwear,105
West Gear,Online,Women's Athletic Footwear,67
Foot Locker,Online,Women's Athletic Footwear,39
Foot Locker,Online,Women's Athletic Footwear,42
Foot Locker,Online,Women's Athletic Footwear,58
Foot Locker,In-store,Men's Street Footwear,27500
Foot Locker,In-store,Men's Street Footwear,18375
Foot Locker,In-store,Men's Street Footwear,26250
West Gear,In-store,Men's Street Footwear,31500
Foot Locker,In-store,Men's Street Footwear,31200
West Gear,In-store,Men's Street Footwear,15000
Foot Locker,In-store,Men's Street Footwear,9500
Foot Locker,In-store,Men's Street Footwear,16625
Foot Locker,In-store,Men's Street Footwear,9400
West Gear,In-store,Men's Street Footwear,13500
Foot Locker,In-store,Men's Street Footwear,18000
West Gear,In-store,Men's Street Footwear,18000
Foot Locker,In-store,Women's Apparel,20625
Foot Locker,In-store,Women's Apparel,19250
Foot Locker,In-store,Women's Apparel,17875
West Gear,In-store,Men's Athletic Footwear,16250
West Gear,In-store,Women's Apparel,21125
Foot Locker,In-store,Men's Athletic Footwear,13500
Foot Locker,In-store,Men's Athletic Footwear,13500
Foot Locker,In-store,Women's Apparel,13750
West Gear,In-store,Men's Athletic Footwear,9625
West Gear,In-store,Women's Apparel,17875
West Gear,In-store,Women's Street Footwear,13750
Foot Locker,In-store,Women's Apparel,12500
West Gear,In-store,Women's Apparel,12500
West Gear,In-store,Women's Athletic Footwear,11250
West Gear,In-store,Men's Apparel,13500
Foot Locker,In-store,Men's Apparel,10000
West Gear,In-store,Men's Apparel,10500
Foot Locker,In-store,Women's Street Footwear,8250
West Gear,In-store,Women's Apparel,7875
Foot Locker,In-store,Men's Athletic Footwear,9000
West Gear,In-store,Women's Apparel,7000
Sports Direct,In-store,Women's Street Footwear,8000
Sports Direct,In-store,Women's Street Footwear,8000
West Gear,In-store,Women's Street Footwear,4375
West Gear,In-store,Women's Apparel,6125
West Gear,In-store,Men's Athletic Footwear,7875
Foot Locker,In-store,Women's Street Footwear,7000
Sports Direct,In-store,Men's Apparel,8750
Foot Locker,In-store,Men's Athletic Footwear,8750
Foot Locker,In-store,Women's Athletic Footwear,8750
Foot Locker,In-store,Women's Athletic Footwear,6125
Foot Locker,In-store,Women's Street Footwear,8500
West Gear,In-store,Men's Athletic Footwear,5250
West Gear,In-store,Women's Street Footwear,6000
Foot Locker,In-store,Women's Athletic Footwear,6000
Foot Locker,In-store,Men's Apparel,7500
Sports Direct,In-store,Women's Athletic Footwear,6000
Sports Direct,In-store,Women's Athletic Footwear,6000
Foot Locker,In-store,Women's Athletic Footwear,7500
Foot Locker,Online,Men's Street Footwear,562
Foot Locker,Online,Men's Street Footwear,493
Sports Direct,Online,Men's Street Footwear,648
Foot Locker,Online,Men's Street Footwear,642
West Gear,Online,Men's Street Footwear,422
Sports Direct,Online,Men's Street Footwear,627
West Gear,In-store,Men's Apparel,5625
West Gear,In-store,Men's Athletic Footwear,4375
West Gear,In-store,Women's Street Footwear,3125
West Gear,In-store,Men's Apparel,6250
Sports Direct,In-store,Men's Apparel,6250
Sports Direct,In-store,Women's Street Footwear,5000
Foot Locker,In-store,Men's Apparel,7500
West Gear,Online,Men's Street Footwear,400
West Gear,Online,Men's Street Footwear,588
Foot Locker,Online,Men's Street Footwear,695
West Gear,Online,Men's Street Footwear,578
Sports Direct,Online,Men's Street Footwear,588
Sports Direct,Online,Women's Apparel,551
West Gear,In-store,Women's Athletic Footwear,4000
Sports Direct,In-store,Women's Athletic Footwear,4000
Sports Direct,In-store,Men's Apparel,5000
Sports Direct,In-store,Women's Street Footwear,5000
Foot Locker,Online,Women's Street Footwear,264
Foot Locker,Online,Men's Street Footwear,510
Foot Locker,Online,Women's Apparel,445
Sports Direct,Online,Men's Athletic Footwear,340
Sports Direct,Online,Women's Apparel,429
Foot Locker,Online,Men's Athletic Footwear,308
Foot Locker,Online,Women's Apparel,292
West Gear,In-store,Men's Apparel,3375
Foot Locker,In-store,Women's Athletic Footwear,3750
Foot Locker,In-store,Men's Apparel,4500
West Gear,Online,Men's Athletic Footwear,308
Sports Direct,Online,Men's Athletic Footwear,302
Foot Locker,Online,Women's Apparel,439
Foot Locker,Online,Women's Street Footwear,186
Foot Locker,Online,Men's Athletic Footwear,299
Foot Locker,Online,Women's Street Footwear,293
West Gear,Online,Women's Apparel,214
West Gear,Online,Women's Apparel,328
Sports Direct,Online,Men's Athletic Footwear,277
Foot Locker,Online,Women's Apparel,391
Foot Locker,Online,Men's Athletic Footwear,226
Sports Direct,Online,Women's Street Footwear,222
Sports Direct,Online,Women's Street Footwear,234
Foot Locker,Online,Men's Apparel,289
Sports Direct,Online,Men's Athletic Footwear,278
West Gear,Online,Women's Street Footwear,127
West Gear,Online,Women's Apparel,166
Foot Locker,Online,Women's Apparel,312
Sports Direct,Online,Men's Apparel,235
Foot Locker,Online,Men's Athletic Footwear,230
Foot Locker,Online,Men's Apparel,275
West Gear,In-store,Women's Athletic Footwear,1500
West Gear,In-store,Women's Athletic Footwear,1500
West Gear,In-store,Men's Apparel,2250
Sports Direct,Online,Women's Apparel,270
West Gear,Online,Women's Apparel,162
Foot Locker,Online,Women's Street Footwear,235
West Gear,Online,Men's Athletic Footwear,197
Foot Locker,Online,Women's Street Footwear,174
Foot Locker,Online,Women's Athletic Footwear,150
Sports Direct,Online,Women's Athletic Footwear,162
Foot Locker,Online,Women's Athletic Footwear,163
Sports Direct,Online,Women's Athletic Footwear,163
Foot Locker,Online,Women's Athletic Footwear,216
Foot Locker,Online,Men's Apparel,206
Foot Locker,Online,Women's Athletic Footwear,197
West Gear,Online,Men's Athletic Footwear,133
West Gear,Online,Women's Street Footwear,137
Sports Direct,Online,Men's Apparel,179
West Gear,Online,Men's Apparel,176
Sports Direct,Online,Women's Street Footwear,137
West Gear,Online,Women's Street Footwear,79
West Gear,Online,Men's Apparel,127
West Gear,Online,Men's Athletic Footwear,99
Foot Locker,Online,Men's Apparel,174
West Gear,Online,Women's Athletic Footwear,111
Sports Direct,Online,Men's Apparel,144
West Gear,In-store,Women's Athletic Footwear,750
Sports Direct,Online,Women's Athletic Footwear,90
Sports Direct,Online,Women's Street Footwear,123
West Gear,Online,Men's Apparel,95
Foot Locker,Online,Women's Athletic Footwear,103
Foot Locker,Online,Men's Apparel,112
West Gear,Online,Men's Apparel,62
West Gear,Online,Women's Athletic Footwear,39
West Gear,Online,Women's Athletic Footwear,35
West Gear,Online,Women's Athletic Footwear,20
Foot Locker,In-store,Men's Street Footwear,23000
Foot Locker,In-store,Men's Street Footwear,26250
Foot Locker,In-store,Men's Street Footwear,21000
West Gear,In-store,Men's Street Footwear,25000
Sports Direct,In-store,Men's Street Footwear,25000
West Gear,In-store,Men's Street Footwear,23500
Foot Locker,In-store,Men's Street Footwear,27000
West Gear,In-store,Men's Street Footwear,15575
West Gear,In-store,Men's Street Footwear,14875
Sports Direct,In-store,Men's Street Footwear,21250
Sports Direct,In-store,Men's Street Footwear,20625
Sports Direct,In-store,Women's Apparel,19250
Foot Locker,In-store,Men's Street Footwear,21000
Foot Locker,In-store,Men's Athletic Footwear,13000
Foot Locker,In-store,Women's Street Footwear,9750
Foot Locker,In-store,Women's Apparel,13000
Foot Locker,In-store,Women's Apparel,16500
Sports Direct,In-store,Women's Apparel,16500
Sports Direct,In-store,Men's Athletic Footwear,12375
Sports Direct,In-store,Men's Athletic Footwear,12375
Foot Locker,In-store,Women's Apparel,17875
West Gear,In-store,Women's Apparel,13750
West Gear,In-store,Men's Athletic Footwear,11250
Foot Locker,In-store,Men's Athletic Footwear,12500
Sports Direct,In-store,Men's Athletic Footwear,10125
Foot Locker,In-store,Women's Apparel,14625
Foot Locker,In-store,Women's Street Footwear,11250
Foot Locker,In-store,Men's Apparel,11250
Sports Direct,In-store,Women's Apparel,11000
Sports Direct,In-store,Men's Athletic Footwear,10000
Foot Locker,In-store,Women's Apparel,13000
Foot Locker,In-store,Men's Apparel,10500
Foot Locker,In-store,Women's Street Footwear,8250
Kohl's,In-store,Women's Street Footwear,6875
Foot Locker,In-store,Men's Athletic Footwear,9000
Foot Locker,In-store,Women's Street Footwear,6750
Kohl's,In-store,Women's Street Footwear,5625
Foot Locker,In-store,Women's Athletic Footwear,9000
Foot Locker,Online,Men's Street Footwear,964
Foot Locker,Online,Men's Street Footwear,965
Foot Locker,In-store,Men's Apparel,8750
Kohl's,In-store,Men's Apparel,7875
Kohl's,In-store,Men's Athletic Footwear,6125
Kohl's,Online,Men's Street Footwear,1042
Foot Locker,Online,Men's Street Footwear,815
Foot Locker,Online,Men's Street Footwear,816
Foot Locker,Online,Men's Street Footwear,569
Foot Locker,In-store,Women's Athletic Footwear,5250
Foot Locker,In-store,Women's Athletic Footwear,5250
Foot Locker,In-store,Men's Apparel,7500
Kohl's,Online,Men's Street Footwear,500
Foot Locker,Online,Women's Apparel,798
Foot Locker,Online,Men's Street Footwear,710
Kohl's,Online,Men's Street Footwear,442
Foot Locker,Online,Women's Apparel,756
Kohl's,Online,Men's Street Footwear,810
Foot Locker,Online,Men's Street Footwear,472
Foot Locker,Online,Men's Athletic Footwear,602
Foot Locker,Online,Men's Street Footwear,717
Foot Locker,In-store,Women's Athletic Footwear,4375
Kohl's,In-store,Women's Athletic Footwear,3750
Kohl's,Online,Women's Apparel,800
Foot Locker,Online,Men's Athletic Footwear,576
Foot Locker,Online,Women's Apparel,708
Foot Locker,Online,Men's Athletic Footwear,559
Kohl's,Online,Women's Street Footwear,545
Foot Locker,Online,Women's Street Footwear,441
Foot Locker,Online,Women's Apparel,562
Foot Locker,Online,Women's Street Footwear,418
Kohl's,Online,Men's Athletic Footwear,500
Foot Locker,Online,Women's Apparel,382
Kohl's,Online,Women's Apparel,627
Kohl's,Online,Women's Athletic Footwear,519
Foot Locker,Online,Men's Apparel,479
Kohl's,Online,Men's Apparel,555
Foot Locker,Online,Women's Athletic Footwear,387
Foot Locker,Online,Men's Athletic Footwear,459
Kohl's,Online,Women's Street Footwear,447
Foot Locker,Online,Women's Street Footwear,366
Foot Locker,Online,Men's Athletic Footwear,400
Kohl's,Online,Men's Athletic Footwear,451
Foot Locker,Online,Women's Apparel,487
Kohl's,Online,Women's Athletic Footwear,428
Foot Locker,Online,Women's Street Footwear,332
Foot Locker,Online,Women's Apparel,296
Kohl's,Online,Women's Apparel,491
Kohl's,Online,Men's Athletic Footwear,254
Foot Locker,Online,Women's Athletic Footwear,308
Foot Locker,Online,Men's Apparel,375
Foot Locker,Online,Men's Apparel,370
Foot Locker,Online,Women's Apparel,281
Kohl's,Online,Men's Apparel,432
Kohl's,Online,Women's Street Footwear,173
Foot Locker,Online,Women's Street Footwear,200
Foot Locker,Online,Men's Athletic Footwear,324
Kohl's,Online,Women's Apparel,228
Foot Locker,Online,Men's Athletic Footwear,265
Foot Locker,Online,Men's Apparel,293
Foot Locker,Online,Women's Athletic Footwear,267
Foot Locker,Online,Women's Athletic Footwear,258
Foot Locker,Online,Men's Apparel,315
Kohl's,Online,Women's Street Footwear,151
Foot Locker,Online,Men's Athletic Footwear,232
Foot Locker,Online,Women's Street Footwear,262
Foot Locker,Online,Women's Athletic Footwear,246
Foot Locker,Online,Men's Apparel,300
Foot Locker,Online,Women's Street Footwear,159
Kohl's,Online,Men's Athletic Footwear,170
Foot Locker,Online,Women's Street Footwear,260
Foot Locker,Online,Men's Apparel,225
Foot Locker,Online,Men's Apparel,304
Kohl's,Online,Men's Apparel,193
Foot Locker,Online,Women's Athletic Footwear,149
Foot Locker,Online,Men's Apparel,212
Foot Locker,Online,Women's Athletic Footwear,141
Foot Locker,Online,Women's Athletic Footwear,229
Kohl's,Online,Women's Athletic Footwear,103
Foot Locker,Online,Women's Athletic Footwear,99
Foot Locker,In-store,Men's Street Footwear,37125
Foot Locker,In-store,Men's Street Footwear,35750
Foot Locker,In-store,Men's Street Footwear,35750
Kohl's,In-store,Men's Street Footwear,39000
Foot Locker,In-store,Men's Street Footwear,31350
Foot Locker,In-store,Men's Street Footwear,21800
Foot Locker,In-store,Men's Street Footwear,21000
Foot Locker,In-store,Men's Street Footwear,28875
Kohl's,In-store,Men's Street Footwear,18375
Foot Locker,In-store,Women's Apparel,30000
Foot Locker,In-store,Men's Street Footwear,28500
Kohl's,In-store,Men's Street Footwear,16625
Foot Locker,In-store,Women's Apparel,27000
Kohl's,In-store,Men's Street Footwear,29250
Foot Locker,In-store,Men's Athletic Footwear,21250
Foot Locker,In-store,Men's Athletic Footwear,21250
Kohl's,In-store,Women's Apparel,29750
Foot Locker,In-store,Women's Apparel,24000
Foot Locker,In-store,Men's Athletic Footwear,20000
Foot Locker,In-store,Women's Apparel,24000
Kohl's,In-store,Men's Athletic Footwear,22000
Kohl's,In-store,Women's Apparel,26250
Kohl's,In-store,Women's Street Footwear,20625
Foot Locker,In-store,Women's Street Footwear,15750
Foot Locker,In-store,Women's Street Footwear,15750
Foot Locker,In-store,Women's Apparel,13000
Foot Locker,In-store,Women's Street Footwear,14625
Foot Locker,In-store,Men's Apparel,17875
Foot Locker,In-store,Men's Athletic Footwear,16250
Kohl's,In-store,Men's Athletic Footwear,17875
Kohl's,In-store,Women's Athletic Footwear,17875
Kohl's,In-store,Men's Apparel,21125
Kohl's,In-store,Women's Street Footwear,17600
Foot Locker,In-store,Women's Apparel,12000
Foot Locker,In-store,Women's Street Footwear,13500
Foot Locker,In-store,Women's Athletic Footwear,13500
Foot Locker,In-store,Men's Apparel,16500
Foot Locker,In-store,Women's Athletic Footwear,13500
Foot Locker,In-store,Women's Apparel,18000
Foot Locker,In-store,Men's Athletic Footwear,16500
Kohl's,In-store,Women's Apparel,21000
Kohl's,In-store,Women's Athletic Footwear,16500
Foot Locker,In-store,Women's Apparel,11000
Foot Locker,In-store,Men's Athletic Footwear,13750
Foot Locker,In-store,Men's Apparel,15125
Kohl's,In-store,Men's Apparel,17875
