hour_of_day,money,coffee_name,Time_of_Day,Weekday,Month_name
9,27.92,Americano with Milk,Morning,Tue,Aug
9,27.92,Americano with Milk,Morning,Tue,Aug
10,23.02,Cortado,Morning,Tue,Aug
11,32.82,Latte,Morning,Tue,Aug
13,27.92,Americano with Milk,Afternoon,Tue,Aug
14,32.82,Latte,Afternoon,Tue,Aug
15,32.82,Cappuccino,Afternoon,Tue,Aug
15,27.92,Americano with Milk,Afternoon,Tue,Aug
20,32.82,Latte,Night,Tue,Aug
20,32.82,Cocoa,Night,Tue,Aug
20,32.82,Cappuccino,Night,Tue,Aug
21,23.02,Cortado,Night,Tue,Aug
7,32.82,Latte,Morning,Wed,Aug
7,32.82,Cappuccino,Morning,Wed,Aug
10,23.02,Cortado,Morning,Wed,Aug
11,18.12,Espresso,Morning,Wed,Aug
12,23.02,Americano,Afternoon,Wed,Aug
12,23.02,Americano,Afternoon,Wed,Aug
15,32.82,Latte,Afternoon,Wed,Aug
17,23.02,Americano,Night,Wed,Aug
18,23.02,Cortado,Night,Wed,Aug
18,27.92,Americano with Milk,Night,Wed,Aug
19,32.82,Latte,Night,Wed,Aug
19,23.02,Cortado,Night,Wed,Aug
21,32.82,Latte,Night,Wed,Aug
9,23.02,Cortado,Morning,Thu,Aug
9,32.82,Cappuccino,Morning,Thu,Aug
9,32.82,Hot Chocolate,Morning,Thu,Aug
9,32.82,Latte,Morning,Thu,Aug
12,32.82,Latte,Afternoon,Thu,Aug
13,32.82,Latte,Afternoon,Thu,Aug
14,23.02,Americano,Afternoon,Thu,Aug
14,18.12,Espresso,Afternoon,Thu,Aug
17,27.92,Americano with Milk,Night,Thu,Aug
19,32.82,Hot Chocolate,Night,Thu,Aug
19,27.92,Americano with Milk,Night,Thu,Aug
19,27.92,Americano with Milk,Night,Thu,Aug
19,23.02,Americano,Night,Thu,Aug
20,32.82,Cappuccino,Night,Thu,Aug
21,18.12,Espresso,Night,Thu,Aug
21,27.92,Americano with Milk,Night,Thu,Aug
12,32.82,Latte,Afternoon,Fri,Aug
12,23.02,Americano,Afternoon,Fri,Aug
13,27.92,Americano with Milk,Afternoon,Fri,Aug
15,18.12,Espresso,Afternoon,Fri,Aug
15,18.12,Espresso,Afternoon,Fri,Aug
9,27.92,Americano with Milk,Morning,Sat,Aug
9,32.82,Cappuccino,Morning,Sat,Aug
10,27.92,Americano with Milk,Morning,Sat,Aug
11,23.02,Cortado,Morning,Sat,Aug
11,23.02,Cortado,Morning,Sat,Aug
13,27.92,Americano with Milk,Afternoon,Sat,Aug
16,23.02,Cortado,Afternoon,Sat,Aug
16,32.82,Latte,Afternoon,Sat,Aug
18,32.82,Cappuccino,Night,Sat,Aug
21,27.92,Americano with Milk,Night,Sat,Aug
22,32.82,Latte,Night,Sat,Aug
8,32.82,Cappuccino,Morning,Sun,Aug
8,32.82,Cappuccino,Morning,Sun,Aug
8,23.02,Cortado,Morning,Sun,Aug
8,27.92,Americano with Milk,Morning,Sun,Aug
12,32.82,Cappuccino,Afternoon,Sun,Aug
14,27.92,Americano with Milk,Afternoon,Sun,Aug
18,27.92,Americano with Milk,Night,Sun,Aug
18,27.92,Americano with Milk,Night,Sun,Aug
18,23.02,Americano,Night,Sun,Aug
18,23.02,Americano,Night,Sun,Aug
15,27.92,Americano with Milk,Afternoon,Mon,Aug
15,27.92,Americano with Milk,Afternoon,Mon,Aug
21,32.82,Latte,Night,Mon,Aug
21,32.82,Cocoa,Night,Mon,Aug
8,23.02,Cortado,Morning,Tue,Aug
8,32.82,Latte,Morning,Tue,Aug
8,18.12,Espresso,Morning,Tue,Aug
8,23.02,Cortado,Morning,Tue,Aug
9,27.92,Americano with Milk,Morning,Tue,Aug
11,23.02,Americano,Morning,Tue,Aug
11,23.02,Americano,Morning,Tue,Aug
11,23.02,Americano,Morning,Tue,Aug
11,32.82,Latte,Morning,Tue,Aug
20,32.82,Latte,Night,Tue,Aug
20,32.82,Latte,Night,Tue,Aug
20,32.82,Latte,Night,Tue,Aug
20,32.82,Latte,Night,Tue,Aug
7,27.92,Americano with Milk,Morning,Wed,Aug
8,23.02,Cortado,Morning,Wed,Aug
10,23.02,Americano,Morning,Wed,Aug
10,27.92,Americano with Milk,Morning,Wed,Aug
11,23.02,Cortado,Morning,Wed,Aug
13,32.82,Latte,Afternoon,Wed,Aug
19,32.82,Latte,Night,Wed,Aug
9,23.02,Cortado,Morning,Thu,Aug
10,27.92,Americano with Milk,Morning,Thu,Aug
10,27.92,Americano with Milk,Morning,Thu,Aug
14,32.82,Latte,Afternoon,Thu,Aug
14,32.82,Latte,Afternoon,Thu,Aug
15,32.82,Cappuccino,Afternoon,Thu,Aug
15,23.02,Americano,Afternoon,Thu,Aug
7,32.82,Latte,Morning,Fri,Aug
8,23.02,Cortado,Morning,Fri,Aug
8,32.82,Latte,Morning,Fri,Aug
8,23.02,Americano,Morning,Fri,Aug
8,23.02,Americano,Morning,Fri,Aug
9,27.92,Americano with Milk,Morning,Fri,Aug
10,32.82,Cocoa,Morning,Fri,Aug
10,23.02,Americano,Morning,Fri,Aug
10,23.02,Cortado,Morning,Fri,Aug
11,32.82,Hot Chocolate,Morning,Fri,Aug
13,23.02,Americano,Afternoon,Fri,Aug
15,23.02,Americano,Afternoon,Fri,Aug
19,32.82,Latte,Night,Fri,Aug
8,23.02,Cortado,Morning,Sat,Aug
8,23.02,Cortado,Morning,Sat,Aug
8,23.02,Cortado,Morning,Sat,Aug
10,18.12,Espresso,Morning,Sat,Aug
10,18.12,Espresso,Morning,Sat,Aug
10,23.02,Americano,Morning,Sat,Aug
8,23.02,Cortado,Morning,Sun,Aug
8,23.02,Americano,Morning,Sun,Aug
8,23.02,Americano,Morning,Sun,Aug
9,32.82,Cappuccino,Morning,Sun,Aug
12,32.82,Cappuccino,Afternoon,Sun,Aug
14,32.82,Latte,Afternoon,Sun,Aug
8,23.02,Cortado,Morning,Mon,Aug
8,23.02,Americano,Morning,Mon,Aug
8,23.02,Americano,Morning,Mon,Aug
9,27.92,Americano with Milk,Morning,Mon,Aug
10,32.82,Latte,Morning,Mon,Aug
10,32.82,Cappuccino,Morning,Mon,Aug
12,23.02,Americano,Afternoon,Mon,Aug
12,23.02,Americano,Afternoon,Mon,Aug
18,27.92,Americano with Milk,Night,Mon,Aug
18,32.82,Latte,Night,Mon,Aug
22,27.92,Americano with Milk,Night,Mon,Aug
10,32.82,Latte,Morning,Tue,Aug
12,27.92,Americano with Milk,Afternoon,Wed,Aug
12,32.82,Cappuccino,Afternoon,Wed,Aug
12,23.02,Americano,Afternoon,Wed,Aug
13,27.92,Americano with Milk,Afternoon,Wed,Aug
7,23.02,Americano,Morning,Thu,Aug
17,32.82,Latte,Night,Fri,Aug
17,27.92,Americano with Milk,Night,Fri,Aug
17,27.92,Americano with Milk,Night,Fri,Aug
9,23.02,Cortado,Morning,Sat,Aug
10,27.92,Americano with Milk,Morning,Sat,Aug
10,18.12,Espresso,Morning,Sat,Aug
11,27.92,Americano with Milk,Morning,Sat,Aug
11,23.02,Cortado,Morning,Sat,Aug
11,23.02,Cortado,Morning,Sat,Aug
9,23.02,Cortado,Morning,Sun,Sep
12,32.82,Cappuccino,Afternoon,Sun,Sep
12,27.92,Americano with Milk,Afternoon,Sun,Sep
12,23.02,Americano,Afternoon,Sun,Sep
12,27.92,Americano with Milk,Afternoon,Sun,Sep
13,32.82,Latte,Afternoon,Sun,Sep
14,27.92,Americano with Milk,Afternoon,Sun,Sep
17,32.82,Latte,Night,Sun,Sep
17,32.82,Latte,Night,Sun,Sep
17,32.82,Latte,Night,Sun,Sep
8,32.82,Latte,Morning,Mon,Sep
8,27.92,Americano with Milk,Morning,Mon,Sep
8,32.82,Latte,Morning,Mon,Sep
14,27.92,Americano with Milk,Afternoon,Mon,Sep
20,32.82,Cappuccino,Night,Mon,Sep
20,32.82,Cocoa,Night,Mon,Sep
20,23.02,Americano,Night,Mon,Sep
20,23.02,Americano,Night,Mon,Sep
8,32.82,Cocoa,Morning,Tue,Sep
8,32.82,Cappuccino,Morning,Tue,Sep
8,32.82,Latte,Morning,Tue,Sep
9,27.92,Americano with Milk,Morning,Tue,Sep
9,32.82,Cappuccino,Morning,Tue,Sep
9,32.82,Cocoa,Morning,Tue,Sep
9,32.82,Cocoa,Morning,Tue,Sep
9,27.92,Americano with Milk,Morning,Tue,Sep
9,27.92,Americano with Milk,Morning,Tue,Sep
9,32.82,Latte,Morning,Tue,Sep
9,32.82,Cocoa,Morning,Tue,Sep
12,23.02,Cortado,Afternoon,Tue,Sep
14,27.92,Americano with Milk,Afternoon,Tue,Sep
14,27.92,Americano with Milk,Afternoon,Tue,Sep
18,27.92,Americano with Milk,Night,Tue,Sep
19,32.82,Latte,Night,Tue,Sep
19,27.92,Americano with Milk,Night,Tue,Sep
11,27.92,Americano with Milk,Morning,Wed,Sep
11,32.82,Latte,Morning,Wed,Sep
11,23.02,Americano,Morning,Wed,Sep
11,27.92,Americano with Milk,Morning,Wed,Sep
12,32.82,Latte,Afternoon,Wed,Sep
13,32.82,Latte,Afternoon,Wed,Sep
13,27.92,Americano with Milk,Afternoon,Wed,Sep
18,32.82,Cappuccino,Night,Wed,Sep
19,27.92,Americano with Milk,Night,Wed,Sep
21,32.82,Latte,Night,Wed,Sep
9,27.92,Americano with Milk,Morning,Thu,Sep
10,27.92,Americano with Milk,Morning,Thu,Sep
11,23.02,Americano,Morning,Thu,Sep
14,32.82,Latte,Afternoon,Thu,Sep
15,32.82,Latte,Afternoon,Thu,Sep
16,23.02,Americano,Afternoon,Thu,Sep
16,27.92,Americano with Milk,Afternoon,Thu,Sep
17,32.82,Cappuccino,Night,Thu,Sep
17,32.82,Cappuccino,Night,Thu,Sep
20,32.82,Cappuccino,Night,Thu,Sep
20,23.02,Americano,Night,Thu,Sep
20,32.82,Cappuccino,Night,Thu,Sep
21,27.92,Americano with Milk,Night,Thu,Sep
21,27.92,Americano with Milk,Night,Thu,Sep
8,32.82,Cappuccino,Morning,Fri,Sep
8,32.82,Latte,Morning,Fri,Sep
8,23.02,Americano,Morning,Fri,Sep
9,18.12,Espresso,Morning,Fri,Sep
9,32.82,Latte,Morning,Fri,Sep
10,32.82,Hot Chocolate,Morning,Fri,Sep
11,18.12,Espresso,Morning,Fri,Sep
11,18.12,Espresso,Morning,Fri,Sep
20,32.82,Latte,Night,Fri,Sep
21,32.82,Latte,Night,Fri,Sep
8,32.82,Latte,Morning,Sat,Sep
9,23.02,Cortado,Morning,Sat,Sep
9,23.02,Cortado,Morning,Sat,Sep
9,23.02,Cortado,Morning,Sat,Sep
9,27.92,Americano with Milk,Morning,Sat,Sep
9,27.92,Americano with Milk,Morning,Sat,Sep
10,23.02,Cortado,Morning,Sat,Sep
10,23.02,Americano,Morning,Sat,Sep
10,18.12,Espresso,Morning,Sat,Sep
10,18.12,Espresso,Morning,Sat,Sep
10,32.82,Latte,Morning,Sat,Sep
11,27.92,Americano with Milk,Morning,Sat,Sep
11,23.02,Americano,Morning,Sat,Sep
11,18.12,Espresso,Morning,Sat,Sep
15,32.82,Latte,Afternoon,Sat,Sep
16,23.02,Americano,Afternoon,Sat,Sep
16,18.12,Espresso,Afternoon,Sat,Sep
19,32.82,Cocoa,Night,Sat,Sep
19,32.82,Latte,Night,Sat,Sep
19,32.82,Latte,Night,Sat,Sep
20,32.82,Latte,Night,Sat,Sep
20,32.82,Latte,Night,Sat,Sep
8,23.02,Cortado,Morning,Sun,Sep
9,23.02,Cortado,Morning,Sun,Sep
9,23.02,Cortado,Morning,Sun,Sep
10,23.02,Cortado,Morning,Sun,Sep
12,23.02,Cortado,Afternoon,Sun,Sep
20,23.02,Americano,Night,Sun,Sep
7,32.82,Latte,Morning,Mon,Sep
7,32.82,Cappuccino,Morning,Mon,Sep
7,27.92,Americano with Milk,Morning,Mon,Sep
7,32.82,Latte,Morning,Mon,Sep
9,32.82,Latte,Morning,Mon,Sep
9,32.82,Hot Chocolate,Morning,Mon,Sep
9,32.82,Latte,Morning,Mon,Sep
11,27.92,Americano with Milk,Morning,Mon,Sep
11,27.92,Americano with Milk,Morning,Mon,Sep
11,32.82,Latte,Morning,Mon,Sep
12,18.12,Espresso,Afternoon,Mon,Sep
15,32.82,Latte,Afternoon,Mon,Sep
15,23.02,Americano,Afternoon,Mon,Sep
17,32.82,Latte,Night,Mon,Sep
18,32.82,Latte,Night,Mon,Sep
20,32.82,Cappuccino,Night,Mon,Sep
20,32.82,Latte,Night,Mon,Sep
8,32.82,Hot Chocolate,Morning,Tue,Sep
9,32.82,Cappuccino,Morning,Tue,Sep
15,23.02,Cortado,Afternoon,Tue,Sep
15,23.02,Cortado,Afternoon,Tue,Sep
18,32.82,Cappuccino,Night,Tue,Sep
18,27.92,Americano with Milk,Night,Tue,Sep
19,32.82,Latte,Night,Tue,Sep
19,32.82,Latte,Night,Tue,Sep
21,27.92,Americano with Milk,Night,Tue,Sep
21,23.02,Americano,Night,Tue,Sep
8,32.82,Latte,Morning,Wed,Sep
9,27.92,Americano with Milk,Morning,Wed,Sep
10,32.82,Latte,Morning,Wed,Sep
19,32.82,Cappuccino,Night,Wed,Sep
20,27.92,Americano with Milk,Night,Wed,Sep
20,32.82,Latte,Night,Wed,Sep
20,32.82,Latte,Night,Wed,Sep
21,23.02,Cortado,Night,Wed,Sep
10,18.12,Espresso,Morning,Thu,Sep
10,27.92,Americano with Milk,Morning,Thu,Sep
11,27.92,Americano with Milk,Morning,Thu,Sep
12,32.82,Cappuccino,Afternoon,Thu,Sep
12,23.02,Cortado,Afternoon,Thu,Sep
12,23.02,Cortado,Afternoon,Thu,Sep
12,23.02,Cortado,Afternoon,Thu,Sep
12,23.02,Cortado,Afternoon,Thu,Sep
17,32.82,Latte,Night,Thu,Sep
21,23.02,Americano,Night,Thu,Sep
21,32.82,Cappuccino,Night,Thu,Sep
21,23.02,Cortado,Night,Thu,Sep
7,32.82,Latte,Morning,Fri,Sep
8,32.82,Latte,Morning,Fri,Sep
8,32.82,Latte,Morning,Fri,Sep
9,32.82,Latte,Morning,Fri,Sep
15,27.92,Americano with Milk,Afternoon,Fri,Sep
15,27.92,Americano with Milk,Afternoon,Fri,Sep
16,32.82,Cappuccino,Afternoon,Sat,Sep
16,32.82,Cappuccino,Afternoon,Sat,Sep
8,18.12,Espresso,Morning,Sun,Sep
9,27.92,Americano with Milk,Morning,Sun,Sep
13,23.02,Americano,Afternoon,Sun,Sep
14,23.02,Cortado,Afternoon,Sun,Sep
14,23.02,Cortado,Afternoon,Sun,Sep
14,32.82,Cappuccino,Afternoon,Sun,Sep
13,32.82,Latte,Afternoon,Mon,Sep
13,27.92,Americano with Milk,Afternoon,Mon,Sep
15,32.82,Latte,Afternoon,Mon,Sep
17,27.92,Americano with Milk,Night,Mon,Sep
17,32.82,Latte,Night,Mon,Sep
18,32.82,Latte,Night,Mon,Sep
18,32.82,Latte,Night,Mon,Sep
21,27.92,Americano with Milk,Night,Mon,Sep
21,32.82,Latte,Night,Mon,Sep
21,27.92,Americano with Milk,Night,Mon,Sep
21,27.92,Americano with Milk,Night,Mon,Sep
7,23.02,Cortado,Morning,Tue,Sep
8,32.82,Latte,Morning,Tue,Sep
8,27.92,Americano with Milk,Morning,Tue,Sep
8,23.02,Cortado,Morning,Tue,Sep
9,32.82,Cappuccino,Morning,Tue,Sep
9,27.92,Americano with Milk,Morning,Tue,Sep
9,27.92,Americano with Milk,Morning,Tue,Sep
12,18.12,Espresso,Afternoon,Tue,Sep
12,27.92,Americano with Milk,Afternoon,Tue,Sep
12,32.82,Latte,Afternoon,Tue,Sep
13,27.92,Americano with Milk,Afternoon,Tue,Sep
13,23.02,Cortado,Afternoon,Tue,Sep
16,32.82,Cappuccino,Afternoon,Tue,Sep
16,32.82,Latte,Afternoon,Tue,Sep
18,32.82,Hot Chocolate,Night,Tue,Sep
19,27.92,Americano with Milk,Night,Tue,Sep
19,27.92,Americano with Milk,Night,Tue,Sep
19,32.82,Latte,Night,Tue,Sep
19,27.92,Americano with Milk,Night,Tue,Sep
19,27.92,Americano with Milk,Night,Tue,Sep
19,27.92,Americano with Milk,Night,Tue,Sep
22,32.82,Hot Chocolate,Night,Tue,Sep
22,32.82,Hot Chocolate,Night,Tue,Sep
14,32.82,Latte,Afternoon,Wed,Sep
17,32.82,Latte,Night,Wed,Sep
21,27.92,Americano with Milk,Night,Wed,Sep
21,27.92,Americano with Milk,Night,Wed,Sep
8,27.92,Americano with Milk,Morning,Thu,Sep
8,23.02,Cortado,Morning,Thu,Sep
10,32.82,Latte,Morning,Thu,Sep
12,23.02,Americano,Afternoon,Thu,Sep
13,27.92,Americano with Milk,Afternoon,Thu,Sep
13,23.02,Cortado,Afternoon,Thu,Sep
8,27.92,Americano with Milk,Morning,Fri,Sep
9,27.92,Americano with Milk,Morning,Fri,Sep
13,27.92,Americano with Milk,Afternoon,Fri,Sep
16,32.82,Latte,Afternoon,Fri,Sep
20,23.02,Americano,Night,Fri,Sep
21,27.92,Americano with Milk,Night,Fri,Sep
21,27.92,Americano with Milk,Night,Fri,Sep
11,32.82,Latte,Morning,Sat,Sep
11,32.82,Cocoa,Morning,Sat,Sep
11,23.02,Cortado,Morning,Sat,Sep
11,23.02,Cortado,Morning,Sat,Sep
15,32.82,Cappuccino,Afternoon,Sat,Sep
15,32.82,Latte,Afternoon,Sat,Sep
18,32.82,Latte,Night,Sat,Sep
18,32.82,Latte,Night,Sat,Sep
20,23.02,Americano,Night,Sat,Sep
20,23.02,Americano,Night,Sat,Sep
20,32.82,Latte,Night,Sat,Sep
20,32.82,Latte,Night,Sat,Sep
22,27.92,Americano with Milk,Night,Sat,Sep
22,23.02,Americano,Night,Sat,Sep
22,23.02,Americano,Night,Sat,Sep
8,23.02,Americano,Morning,Sun,Sep
10,27.92,Americano with Milk,Morning,Sun,Sep
10,32.82,Latte,Morning,Sun,Sep
11,23.02,Cortado,Morning,Sun,Sep
11,23.02,Cortado,Morning,Sun,Sep
11,27.92,Americano with Milk,Morning,Sun,Sep
11,23.02,Americano,Morning,Sun,Sep
12,27.92,Americano with Milk,Afternoon,Sun,Sep
13,27.92,Americano with Milk,Afternoon,Sun,Sep
13,27.92,Americano with Milk,Afternoon,Sun,Sep
13,27.92,Americano with Milk,Afternoon,Sun,Sep
15,32.82,Latte,Afternoon,Sun,Sep
15,27.92,Americano with Milk,Afternoon,Sun,Sep
16,32.82,Cocoa,Afternoon,Sun,Sep
20,32.82,Latte,Night,Sun,Sep
20,32.82,Cappuccino,Night,Sun,Sep
20,27.92,Americano with Milk,Night,Sun,Sep
20,27.92,Americano with Milk,Night,Sun,Sep
21,27.92,Americano with Milk,Night,Sun,Sep
21,27.92,Americano with Milk,Night,Sun,Sep
21,32.82,Hot Chocolate,Night,Sun,Sep
21,32.82,Hot Chocolate,Night,Sun,Sep
22,23.02,Americano,Night,Sun,Sep
22,27.92,Americano with Milk,Night,Sun,Sep
9,27.92,Americano with Milk,Morning,Mon,Sep
10,23.02,Cortado,Morning,Mon,Sep
12,23.02,Americano,Afternoon,Mon,Sep
14,27.92,Americano with Milk,Afternoon,Mon,Sep
17,32.82,Cappuccino,Night,Mon,Sep
18,23.02,Americano,Night,Mon,Sep
19,32.82,Latte,Night,Mon,Sep
20,32.82,Cappuccino,Night,Mon,Sep
22,27.92,Americano with Milk,Night,Mon,Sep
22,27.92,Americano with Milk,Night,Mon,Sep
8,27.92,Americano with Milk,Morning,Tue,Sep
12,32.82,Latte,Afternoon,Tue,Sep
12,32.82,Latte,Afternoon,Tue,Sep
12,32.82,Latte,Afternoon,Tue,Sep
12,32.82,Latte,Afternoon,Tue,Sep
14,32.82,Latte,Afternoon,Tue,Sep
14,23.02,Cortado,Afternoon,Tue,Sep
15,32.82,Cappuccino,Afternoon,Tue,Sep
16,32.82,Latte,Afternoon,Tue,Sep
18,23.02,Americano,Night,Tue,Sep
18,23.02,Americano,Night,Tue,Sep
20,32.82,Hot Chocolate,Night,Tue,Sep
21,32.82,Latte,Night,Tue,Sep
21,27.92,Americano with Milk,Night,Tue,Sep
21,27.92,Americano with Milk,Night,Tue,Sep
7,32.82,Cappuccino,Morning,Wed,Sep
11,23.02,Cortado,Morning,Wed,Sep
11,27.92,Americano with Milk,Morning,Wed,Sep
11,32.82,Latte,Morning,Wed,Sep
13,27.92,Americano with Milk,Afternoon,Wed,Sep
13,27.92,Americano with Milk,Afternoon,Wed,Sep
17,27.92,Americano with Milk,Night,Wed,Sep
17,27.92,Americano with Milk,Night,Wed,Sep
21,23.02,Americano,Night,Wed,Sep
22,27.92,Americano with Milk,Night,Wed,Sep
8,32.82,Latte,Morning,Thu,Sep
10,27.92,Americano with Milk,Morning,Thu,Sep
10,18.12,Espresso,Morning,Thu,Sep
11,32.82,Cappuccino,Morning,Thu,Sep
12,32.82,Latte,Afternoon,Thu,Sep
18,32.82,Latte,Night,Thu,Sep
22,32.82,Latte,Night,Thu,Sep
22,23.02,Cortado,Night,Thu,Sep
22,27.92,Americano with Milk,Night,Thu,Sep
9,27.92,Americano with Milk,Morning,Fri,Sep
9,23.02,Cortado,Morning,Fri,Sep
9,32.82,Cappuccino,Morning,Fri,Sep
10,27.92,Americano with Milk,Morning,Fri,Sep
11,27.92,Americano with Milk,Morning,Fri,Sep
13,32.82,Cappuccino,Afternoon,Fri,Sep
13,32.82,Cappuccino,Afternoon,Fri,Sep
13,23.02,Americano,Afternoon,Fri,Sep
13,27.92,Americano with Milk,Afternoon,Fri,Sep
18,32.82,Latte,Night,Fri,Sep
18,32.82,Latte,Night,Fri,Sep
18,32.82,Cappuccino,Night,Fri,Sep
18,32.82,Cappuccino,Night,Fri,Sep
20,32.82,Cappuccino,Night,Fri,Sep
20,32.82,Cappuccino,Night,Fri,Sep
20,27.92,Americano with Milk,Night,Fri,Sep
8,27.92,Americano with Milk,Morning,Sat,Sep
9,27.92,Americano with Milk,Morning,Sat,Sep
14,35.76,Latte,Afternoon,Sat,Sep
16,35.76,Latte,Afternoon,Sat,Sep
17,30.86,Americano with Milk,Night,Sat,Sep
20,35.76,Latte,Night,Sat,Sep
20,35.76,Latte,Night,Sat,Sep
22,35.76,Cappuccino,Night,Sat,Sep
22,35.76,Cocoa,Night,Sat,Sep
22,25.96,Cortado,Night,Sat,Sep
22,35.76,Hot Chocolate,Night,Sat,Sep
10,25.96,Americano,Morning,Sun,Sep
10,35.76,Cappuccino,Morning,Sun,Sep
10,35.76,Cappuccino,Morning,Sun,Sep
10,35.76,Cappuccino,Morning,Sun,Sep
10,30.86,Americano with Milk,Morning,Sun,Sep
12,35.76,Latte,Afternoon,Sun,Sep
12,25.96,Cortado,Afternoon,Sun,Sep
12,35.76,Latte,Afternoon,Sun,Sep
12,35.76,Latte,Afternoon,Sun,Sep
18,35.76,Cappuccino,Night,Sun,Sep
22,35.76,Latte,Night,Sun,Sep
8,25.96,Cortado,Morning,Mon,Sep
8,25.96,Cortado,Morning,Mon,Sep
9,35.76,Hot Chocolate,Morning,Mon,Sep
10,30.86,Americano with Milk,Morning,Mon,Sep
10,25.96,Cortado,Morning,Mon,Sep
11,30.86,Americano with Milk,Morning,Mon,Sep
16,30.86,Americano with Milk,Afternoon,Mon,Sep
19,35.76,Latte,Night,Mon,Sep
19,30.86,Americano with Milk,Night,Mon,Sep
19,25.96,Cortado,Night,Mon,Sep
19,35.76,Latte,Night,Mon,Sep
20,30.86,Americano with Milk,Night,Mon,Sep
20,30.86,Americano with Milk,Night,Mon,Sep
21,30.86,Americano with Milk,Night,Mon,Sep
7,35.76,Latte,Morning,Tue,Oct
9,30.86,Americano with Milk,Morning,Tue,Oct
10,30.86,Americano with Milk,Morning,Tue,Oct
10,30.86,Americano with Milk,Morning,Tue,Oct
11,30.86,Americano with Milk,Morning,Tue,Oct
12,30.86,Americano with Milk,Afternoon,Tue,Oct
12,30.86,Americano with Milk,Afternoon,Tue,Oct
14,25.96,Americano,Afternoon,Tue,Oct
14,30.86,Americano with Milk,Afternoon,Tue,Oct
16,35.76,Hot Chocolate,Afternoon,Tue,Oct
16,25.96,Americano,Afternoon,Tue,Oct
18,35.76,Latte,Night,Tue,Oct
18,35.76,Latte,Night,Tue,Oct
18,35.76,Hot Chocolate,Night,Tue,Oct
20,35.76,Hot Chocolate,Night,Tue,Oct
7,35.76,Latte,Morning,Wed,Oct
8,25.96,Cortado,Morning,Wed,Oct
9,30.86,Americano with Milk,Morning,Wed,Oct
10,35.76,Latte,Morning,Wed,Oct
10,30.86,Americano with Milk,Morning,Wed,Oct
11,35.76,Cappuccino,Morning,Wed,Oct
15,35.76,Cappuccino,Afternoon,Wed,Oct
18,35.76,Hot Chocolate,Night,Wed,Oct
22,35.76,Hot Chocolate,Night,Wed,Oct
22,35.76,Hot Chocolate,Night,Wed,Oct
22,35.76,Hot Chocolate,Night,Wed,Oct
13,35.76,Cocoa,Afternoon,Thu,Oct
15,30.86,Americano with Milk,Afternoon,Thu,Oct
20,25.96,Cortado,Night,Thu,Oct
20,35.76,Hot Chocolate,Night,Thu,Oct
21,35.76,Hot Chocolate,Night,Thu,Oct
21,35.76,Hot Chocolate,Night,Thu,Oct
21,35.76,Cappuccino,Night,Thu,Oct
21,35.76,Hot Chocolate,Night,Thu,Oct
8,25.96,Americano,Morning,Fri,Oct
8,25.96,Americano,Morning,Fri,Oct
9,30.86,Americano with Milk,Morning,Fri,Oct
9,25.96,Americano,Morning,Fri,Oct
9,25.96,Cortado,Morning,Fri,Oct
9,25.96,Cortado,Morning,Fri,Oct
17,35.76,Latte,Night,Fri,Oct
17,35.76,Hot Chocolate,Night,Fri,Oct
17,35.76,Cocoa,Night,Fri,Oct
9,25.96,Cortado,Morning,Sat,Oct
9,25.96,Cortado,Morning,Sat,Oct
9,35.76,Cocoa,Morning,Sat,Oct
13,35.76,Cappuccino,Afternoon,Sat,Oct
20,25.96,Americano,Night,Sat,Oct
20,25.96,Americano,Night,Sat,Oct
8,25.96,Cortado,Morning,Sun,Oct
10,35.76,Cappuccino,Morning,Sun,Oct
10,25.96,Cortado,Morning,Sun,Oct
11,35.76,Latte,Morning,Sun,Oct
12,35.76,Latte,Afternoon,Sun,Oct
12,35.76,Cappuccino,Afternoon,Sun,Oct
12,30.86,Americano with Milk,Afternoon,Sun,Oct
13,25.96,Americano,Afternoon,Sun,Oct
13,35.76,Cappuccino,Afternoon,Sun,Oct
13,30.86,Americano with Milk,Afternoon,Sun,Oct
13,35.76,Latte,Afternoon,Sun,Oct
13,35.76,Cappuccino,Afternoon,Sun,Oct
16,35.76,Cappuccino,Afternoon,Sun,Oct
16,21.06,Espresso,Afternoon,Sun,Oct
18,30.86,Americano with Milk,Night,Sun,Oct
18,35.76,Hot Chocolate,Night,Sun,Oct
21,35.76,Hot Chocolate,Night,Sun,Oct
21,35.76,Hot Chocolate,Night,Sun,Oct
21,35.76,Hot Chocolate,Night,Sun,Oct
21,35.76,Latte,Night,Sun,Oct
8,35.76,Latte,Morning,Mon,Oct
8,35.76,Latte,Morning,Mon,Oct
8,30.86,Americano with Milk,Morning,Mon,Oct
9,35.76,Cocoa,Morning,Mon,Oct
9,35.76,Latte,Morning,Mon,Oct
12,30.86,Americano with Milk,Afternoon,Mon,Oct
14,25.96,Americano,Afternoon,Mon,Oct
14,25.96,Americano,Afternoon,Mon,Oct
17,35.76,Latte,Night,Mon,Oct
21,35.76,Hot Chocolate,Night,Mon,Oct
21,35.76,Hot Chocolate,Night,Mon,Oct
21,35.76,Latte,Night,Mon,Oct
8,35.76,Latte,Morning,Tue,Oct
9,30.86,Americano with Milk,Morning,Tue,Oct
10,25.96,Americano,Morning,Tue,Oct
10,35.76,Latte,Morning,Tue,Oct
11,35.76,Latte,Morning,Tue,Oct
12,25.96,Americano,Afternoon,Tue,Oct
