Product,Product Line,Market Size,State,Profit,Sales
Decaf Espresso,Beans,Small Market,Oregon,129,330
Decaf Espresso,Beans,Small Market,Oregon,135,343
Decaf Espresso,Beans,Small Market,Oregon,160,387
Decaf Espresso,Beans,Small Market,Oregon,129,326
Chamomile,Leaves,Small Market,Oregon,33,90
Chamomile,Leaves,Small Market,Oregon,28,81
Chamomile,Leaves,Small Market,Oregon,33,92
Chamomile,Leaves,Small Market,Oregon,31,87
Chamomile,Leaves,Small Market,Oregon,26,75
Chamomile,Leaves,Small Market,Oregon,22,69
Chamomile,Leaves,Small Market,Oregon,24,74
Chamomile,Leaves,Small Market,Oregon,19,62
Chamomile,Leaves,Small Market,Oregon,17,61
Chamomile,Leaves,Small Market,Oregon,17,61
Chamomile,Leaves,Small Market,Oregon,19,63
Chamomile,Leaves,Small Market,Oregon,19,60
Chamomile,Leaves,Small Market,Oregon,51,101
Chamomile,Leaves,Small Market,Oregon,42,86
Chamomile,Leaves,Small Market,Oregon,49,98
Chamomile,Leaves,Small Market,Oregon,46,93
Chamomile,Leaves,Small Market,Oregon,36,74
Chamomile,Leaves,Small Market,Oregon,30,68
Chamomile,Leaves,Small Market,Oregon,33,73
Chamomile,Leaves,Small Market,Oregon,26,61
Chamomile,Leaves,Small Market,Oregon,25,65
Chamomile,Leaves,Small Market,Oregon,25,65
Chamomile,Leaves,Small Market,Oregon,28,67
Chamomile,Leaves,Small Market,Oregon,28,64
Lemon,Leaves,Small Market,Oregon,29,100
Lemon,Leaves,Small Market,Oregon,30,100
Lemon,Leaves,Small Market,Oregon,29,98
Lemon,Leaves,Small Market,Oregon,32,106
Lemon,Leaves,Small Market,Oregon,30,99
Lemon,Leaves,Small Market,Oregon,30,99
Lemon,Leaves,Small Market,Oregon,27,94
Lemon,Leaves,Small Market,Oregon,53,155
Lemon,Leaves,Small Market,Oregon,47,140
Lemon,Leaves,Small Market,Oregon,73,205
Lemon,Leaves,Small Market,Oregon,70,200
Lemon,Leaves,Small Market,Oregon,66,185
Lemon,Leaves,Small Market,Oregon,45,112
Lemon,Leaves,Small Market,Oregon,45,107
Lemon,Leaves,Small Market,Oregon,43,104
Lemon,Leaves,Small Market,Oregon,47,113
Lemon,Leaves,Small Market,Oregon,41,98
Lemon,Leaves,Small Market,Oregon,41,98
Lemon,Leaves,Small Market,Oregon,37,93
Lemon,Leaves,Small Market,Oregon,73,154
Lemon,Leaves,Small Market,Oregon,70,149
Lemon,Leaves,Small Market,Oregon,108,218
Lemon,Leaves,Small Market,Oregon,104,213
Lemon,Leaves,Small Market,Oregon,98,197
Earl Grey,Leaves,Small Market,Oregon,68,210
Earl Grey,Leaves,Small Market,Oregon,62,200
Earl Grey,Leaves,Small Market,Oregon,68,210
Earl Grey,Leaves,Small Market,Oregon,73,222
Earl Grey,Leaves,Small Market,Oregon,79,235
Earl Grey,Leaves,Small Market,Oregon,100,278
Earl Grey,Leaves,Small Market,Oregon,104,286
Earl Grey,Leaves,Small Market,Oregon,104,286
Earl Grey,Leaves,Small Market,Oregon,87,249
Earl Grey,Leaves,Small Market,Oregon,64,205
Earl Grey,Leaves,Small Market,Oregon,62,197
Earl Grey,Leaves,Small Market,Oregon,73,221
Earl Grey,Leaves,Small Market,Oregon,106,235
Earl Grey,Leaves,Small Market,Oregon,92,213
Earl Grey,Leaves,Small Market,Oregon,101,224
Earl Grey,Leaves,Small Market,Oregon,108,237
Earl Grey,Leaves,Small Market,Oregon,109,233
Earl Grey,Leaves,Small Market,Oregon,138,276
Earl Grey,Leaves,Small Market,Oregon,144,283
Earl Grey,Leaves,Small Market,Oregon,144,283
Earl Grey,Leaves,Small Market,Oregon,129,265
Earl Grey,Leaves,Small Market,Oregon,95,218
Earl Grey,Leaves,Small Market,Oregon,92,210
Earl Grey,Leaves,Small Market,Oregon,108,236
Caffe Latte,Beans,Small Market,Oregon,16,130
Caffe Latte,Beans,Small Market,Oregon,18,132
Caffe Latte,Beans,Small Market,Oregon,15,129
Caffe Latte,Beans,Small Market,Oregon,13,121
Caffe Latte,Beans,Small Market,Oregon,11,118
Caffe Latte,Beans,Small Market,Oregon,11,115
Caffe Latte,Beans,Small Market,Oregon,12,115
Caffe Latte,Beans,Small Market,Oregon,9,109
Caffe Latte,Beans,Small Market,Oregon,6,102
Caffe Latte,Beans,Small Market,Oregon,12,120
Caffe Latte,Beans,Small Market,Oregon,16,124
Caffe Latte,Beans,Small Market,Oregon,6,103
Caffe Latte,Beans,Small Market,Oregon,25,145
Caffe Latte,Beans,Small Market,Oregon,27,141
Caffe Latte,Beans,Small Market,Oregon,22,137
Caffe Latte,Beans,Small Market,Oregon,19,129
Caffe Latte,Beans,Small Market,Oregon,15,117
Caffe Latte,Beans,Small Market,Oregon,15,114
Caffe Latte,Beans,Small Market,Oregon,17,114
Caffe Latte,Beans,Small Market,Oregon,12,108
Caffe Latte,Beans,Small Market,Oregon,9,109
Caffe Latte,Beans,Small Market,Oregon,18,128
Caffe Latte,Beans,Small Market,Oregon,24,132
Caffe Latte,Beans,Small Market,Oregon,9,110
Colombian,Beans,Major Market,Illinois,111,345
Colombian,Beans,Major Market,Illinois,115,354
Colombian,Beans,Major Market,Illinois,119,367
Colombian,Beans,Major Market,Illinois,156,456
Colombian,Beans,Major Market,Illinois,161,465
Colombian,Beans,Major Market,Illinois,167,478
Colombian,Beans,Major Market,Illinois,208,567
Colombian,Beans,Major Market,Illinois,163,467
Colombian,Beans,Major Market,Illinois,129,387
Colombian,Beans,Major Market,Illinois,120,367
Colombian,Beans,Major Market,Illinois,139,412
Colombian,Beans,Major Market,Illinois,194,534
Colombian,Beans,Major Market,Illinois,173,386
Colombian,Beans,Major Market,Illinois,171,377
Colombian,Beans,Major Market,Illinois,177,391
Colombian,Beans,Major Market,Illinois,232,486
Colombian,Beans,Major Market,Illinois,222,461
Colombian,Beans,Major Market,Illinois,230,474
Colombian,Beans,Major Market,Illinois,287,562
Colombian,Beans,Major Market,Illinois,225,463
Colombian,Beans,Major Market,Illinois,191,412
Colombian,Beans,Major Market,Illinois,178,391
Colombian,Beans,Major Market,Illinois,206,439
Colombian,Beans,Major Market,Illinois,288,569
Caffe Mocha,Beans,Major Market,Illinois,203,546
Caffe Mocha,Beans,Major Market,Illinois,201,545
Caffe Mocha,Beans,Major Market,Illinois,211,567
Caffe Mocha,Beans,Major Market,Illinois,220,587
Caffe Mocha,Beans,Major Market,Illinois,230,612
Caffe Mocha,Beans,Major Market,Illinois,241,634
Caffe Mocha,Beans,Major Market,Illinois,259,678
Caffe Mocha,Beans,Major Market,Illinois,262,687
Caffe Mocha,Beans,Major Market,Illinois,220,589
Caffe Mocha,Beans,Major Market,Illinois,224,598
Caffe Mocha,Beans,Major Market,Illinois,196,532
Caffe Mocha,Beans,Major Market,Illinois,216,576
Caffe Mocha,Beans,Major Market,Illinois,316,611
Caffe Mocha,Beans,Major Market,Illinois,298,581
Caffe Mocha,Beans,Major Market,Illinois,313,604
Caffe Mocha,Beans,Major Market,Illinois,326,626
Caffe Mocha,Beans,Major Market,Illinois,317,607
Caffe Mocha,Beans,Major Market,Illinois,333,628
Caffe Mocha,Beans,Major Market,Illinois,357,672
Caffe Mocha,Beans,Major Market,Illinois,362,681
Caffe Mocha,Beans,Major Market,Illinois,326,628
Caffe Mocha,Beans,Major Market,Illinois,332,637
Caffe Mocha,Beans,Major Market,Illinois,291,567
Caffe Mocha,Beans,Major Market,Illinois,321,614
Decaf Espresso,Beans,Major Market,Illinois,140,456
Decaf Espresso,Beans,Major Market,Illinois,142,457
Decaf Espresso,Beans,Major Market,Illinois,148,478
Decaf Espresso,Beans,Major Market,Illinois,149,478
Decaf Espresso,Beans,Major Market,Illinois,165,521
Decaf Espresso,Beans,Major Market,Illinois,164,521
Decaf Espresso,Beans,Major Market,Illinois,168,532
Decaf Espresso,Beans,Major Market,Illinois,167,532
Decaf Espresso,Beans,Major Market,Illinois,155,498
Decaf Espresso,Beans,Major Market,Illinois,149,478
Decaf Espresso,Beans,Major Market,Illinois,129,423
Decaf Espresso,Beans,Major Market,Illinois,157,501
Decaf Espresso,Beans,Major Market,Illinois,218,510
Decaf Espresso,Beans,Major Market,Illinois,211,487
Decaf Espresso,Beans,Major Market,Illinois,220,509
Decaf Espresso,Beans,Major Market,Illinois,221,509
Decaf Espresso,Beans,Major Market,Illinois,228,516
Decaf Espresso,Beans,Major Market,Illinois,226,516
Decaf Espresso,Beans,Major Market,Illinois,232,527
Decaf Espresso,Beans,Major Market,Illinois,230,527
Decaf Espresso,Beans,Major Market,Illinois,230,531
Decaf Espresso,Beans,Major Market,Illinois,221,509
Decaf Espresso,Beans,Major Market,Illinois,191,451
Decaf Espresso,Beans,Major Market,Illinois,233,534
Chamomile,Leaves,Major Market,Illinois,95,219
Chamomile,Leaves,Major Market,Illinois,105,243
Chamomile,Leaves,Major Market,Illinois,91,213
Chamomile,Leaves,Major Market,Illinois,95,223
Chamomile,Leaves,Major Market,Illinois,112,256
Chamomile,Leaves,Major Market,Illinois,121,276
Chamomile,Leaves,Major Market,Illinois,111,256
Chamomile,Leaves,Major Market,Illinois,132,301
Chamomile,Leaves,Major Market,Illinois,133,302
Chamomile,Leaves,Major Market,Illinois,133,302
Chamomile,Leaves,Major Market,Illinois,127,290
Chamomile,Leaves,Major Market,Illinois,133,302
Chamomile,Leaves,Major Market,Illinois,148,245
Chamomile,Leaves,Major Market,Illinois,156,259
Chamomile,Leaves,Major Market,Illinois,135,227
Chamomile,Leaves,Major Market,Illinois,141,238
Chamomile,Leaves,Major Market,Illinois,155,254
Chamomile,Leaves,Major Market,Illinois,167,274
Chamomile,Leaves,Major Market,Illinois,153,254
Chamomile,Leaves,Major Market,Illinois,182,298
Chamomile,Leaves,Major Market,Illinois,197,322
Chamomile,Leaves,Major Market,Illinois,197,322
Chamomile,Leaves,Major Market,Illinois,188,309
Chamomile,Leaves,Major Market,Illinois,197,322
Lemon,Leaves,Major Market,Illinois,68,190
Lemon,Leaves,Major Market,Illinois,68,190
Lemon,Leaves,Major Market,Illinois,70,193
Lemon,Leaves,Major Market,Illinois,62,178
Lemon,Leaves,Major Market,Illinois,68,190
Lemon,Leaves,Major Market,Illinois,67,190
Lemon,Leaves,Major Market,Illinois,72,199
Lemon,Leaves,Major Market,Illinois,39,120
Lemon,Leaves,Major Market,Illinois,43,132
Lemon,Leaves,Major Market,Illinois,27,90
Lemon,Leaves,Major Market,Illinois,27,92
Lemon,Leaves,Major Market,Illinois,29,99
Lemon,Leaves,Major Market,Illinois,106,213
Lemon,Leaves,Major Market,Illinois,101,202
Lemon,Leaves,Major Market,Illinois,104,206
Lemon,Leaves,Major Market,Illinois,92,190
Lemon,Leaves,Major Market,Illinois,94,188
Lemon,Leaves,Major Market,Illinois,92,188
Lemon,Leaves,Major Market,Illinois,99,197
Lemon,Leaves,Major Market,Illinois,54,119
Lemon,Leaves,Major Market,Illinois,64,141
Lemon,Leaves,Major Market,Illinois,40,96
Lemon,Leaves,Major Market,Illinois,40,98
Lemon,Leaves,Major Market,Illinois,43,106
Mint,Leaves,Major Market,Illinois,101,234
Mint,Leaves,Major Market,Illinois,99,232
Mint,Leaves,Major Market,Illinois,102,234
Mint,Leaves,Major Market,Illinois,106,245
Mint,Leaves,Major Market,Illinois,112,256
Mint,Leaves,Major Market,Illinois,133,301
Mint,Leaves,Major Market,Illinois,139,312
Mint,Leaves,Major Market,Illinois,143,323
Mint,Leaves,Major Market,Illinois,106,245
Mint,Leaves,Major Market,Illinois,116,265
Mint,Leaves,Major Market,Illinois,84,198
Mint,Leaves,Major Market,Illinois,88,210
Mint,Leaves,Major Market,Illinois,157,262
Mint,Leaves,Major Market,Illinois,147,247
Mint,Leaves,Major Market,Illinois,151,249
Mint,Leaves,Major Market,Illinois,157,261
Mint,Leaves,Major Market,Illinois,155,254
Mint,Leaves,Major Market,Illinois,184,298
Mint,Leaves,Major Market,Illinois,192,309
Mint,Leaves,Major Market,Illinois,197,320
Mint,Leaves,Major Market,Illinois,157,261
Mint,Leaves,Major Market,Illinois,172,282
Mint,Leaves,Major Market,Illinois,125,211
Mint,Leaves,Major Market,Illinois,131,224
Earl Grey,Leaves,Major Market,Illinois,54,180
Earl Grey,Leaves,Major Market,Illinois,59,189
Earl Grey,Leaves,Major Market,Illinois,53,180
Earl Grey,Leaves,Major Market,Illinois,49,170
Earl Grey,Leaves,Major Market,Illinois,44,160
Earl Grey,Leaves,Major Market,Illinois,33,135
Earl Grey,Leaves,Major Market,Illinois,31,131
Earl Grey,Leaves,Major Market,Illinois,30,131
Earl Grey,Leaves,Major Market,Illinois,40,150
Earl Grey,Leaves,Major Market,Illinois,55,182
Earl Grey,Leaves,Major Market,Illinois,59,189
Earl Grey,Leaves,Major Market,Illinois,47,168
Earl Grey,Leaves,Major Market,Illinois,84,201
Earl Grey,Leaves,Major Market,Illinois,88,201
Earl Grey,Leaves,Major Market,Illinois,79,192
Earl Grey,Leaves,Major Market,Illinois,73,181
Earl Grey,Leaves,Major Market,Illinois,61,159
Earl Grey,Leaves,Major Market,Illinois,46,134
Earl Grey,Leaves,Major Market,Illinois,43,130
Earl Grey,Leaves,Major Market,Illinois,41,130
Earl Grey,Leaves,Major Market,Illinois,59,160
Earl Grey,Leaves,Major Market,Illinois,82,194
Earl Grey,Leaves,Major Market,Illinois,88,201
Earl Grey,Leaves,Major Market,Illinois,70,179
Colombian,Beans,Major Market,Florida,68,210
Colombian,Beans,Major Market,Florida,63,200
Colombian,Beans,Major Market,Florida,67,210
Colombian,Beans,Major Market,Florida,73,222
Colombian,Beans,Major Market,Florida,78,235
Colombian,Beans,Major Market,Florida,99,278
Colombian,Beans,Major Market,Florida,104,286
Colombian,Beans,Major Market,Florida,104,286
Colombian,Beans,Major Market,Florida,86,249
Colombian,Beans,Major Market,Florida,64,205
Colombian,Beans,Major Market,Florida,63,197
Colombian,Beans,Major Market,Florida,73,221
Colombian,Beans,Major Market,Florida,106,235
Colombian,Beans,Major Market,Florida,93,213
Colombian,Beans,Major Market,Florida,99,224
Colombian,Beans,Major Market,Florida,108,237
Colombian,Beans,Major Market,Florida,108,233
Colombian,Beans,Major Market,Florida,137,276
Colombian,Beans,Major Market,Florida,144,283
Colombian,Beans,Major Market,Florida,144,283
Colombian,Beans,Major Market,Florida,128,265
Colombian,Beans,Major Market,Florida,95,218
Colombian,Beans,Major Market,Florida,93,210
Colombian,Beans,Major Market,Florida,108,236
Green Tea,Leaves,Major Market,Florida,28,81
Green Tea,Leaves,Major Market,Florida,44,115
Green Tea,Leaves,Major Market,Florida,47,121
Green Tea,Leaves,Major Market,Florida,47,121
Green Tea,Leaves,Major Market,Florida,52,130
Green Tea,Leaves,Major Market,Florida,58,144
Green Tea,Leaves,Major Market,Florida,58,144
Green Tea,Leaves,Major Market,Florida,63,154
Green Tea,Leaves,Major Market,Florida,49,126
Green Tea,Leaves,Major Market,Florida,46,118
Green Tea,Leaves,Major Market,Florida,28,78
Green Tea,Leaves,Major Market,Florida,30,85
Green Tea,Leaves,Major Market,Florida,44,91
Green Tea,Leaves,Major Market,Florida,65,123
Green Tea,Leaves,Major Market,Florida,70,129
Green Tea,Leaves,Major Market,Florida,70,129
Green Tea,Leaves,Major Market,Florida,72,129
Green Tea,Leaves,Major Market,Florida,80,143
Green Tea,Leaves,Major Market,Florida,80,143
Green Tea,Leaves,Major Market,Florida,87,153
Green Tea,Leaves,Major Market,Florida,73,134
Green Tea,Leaves,Major Market,Florida,68,126
Green Tea,Leaves,Major Market,Florida,42,83
Green Tea,Leaves,Major Market,Florida,45,91
Caffe Mocha,Beans,Major Market,Florida,9,190
Caffe Mocha,Beans,Major Market,Florida,16,220
Caffe Mocha,Beans,Major Market,Florida,17,227
Caffe Mocha,Beans,Major Market,Florida,17,227
Caffe Mocha,Beans,Major Market,Florida,17,221
Caffe Mocha,Beans,Major Market,Florida,25,264
Caffe Mocha,Beans,Major Market,Florida,32,297
Caffe Mocha,Beans,Major Market,Florida,35,317
Caffe Mocha,Beans,Major Market,Florida,17,223
Caffe Mocha,Beans,Major Market,Florida,18,230
Caffe Mocha,Beans,Major Market,Florida,15,224
Caffe Mocha,Beans,Major Market,Florida,21,250
Caffe Mocha,Beans,Major Market,Florida,14,213
Caffe Mocha,Beans,Major Market,Florida,24,234
Caffe Mocha,Beans,Major Market,Florida,25,242
Caffe Mocha,Beans,Major Market,Florida,25,242
Caffe Mocha,Beans,Major Market,Florida,23,219
Caffe Mocha,Beans,Major Market,Florida,35,262
Caffe Mocha,Beans,Major Market,Florida,44,294
Caffe Mocha,Beans,Major Market,Florida,48,314
Caffe Mocha,Beans,Major Market,Florida,25,238
Caffe Mocha,Beans,Major Market,Florida,27,245
Caffe Mocha,Beans,Major Market,Florida,22,239
Caffe Mocha,Beans,Major Market,Florida,31,266
Decaf Espresso,Beans,Major Market,Florida,50,180
Decaf Espresso,Beans,Major Market,Florida,51,180
Decaf Espresso,Beans,Major Market,Florida,54,188
Decaf Espresso,Beans,Major Market,Florida,58,195
Decaf Espresso,Beans,Major Market,Florida,62,204
Decaf Espresso,Beans,Major Market,Florida,63,212
Decaf Espresso,Beans,Major Market,Florida,71,227
Decaf Espresso,Beans,Major Market,Florida,73,231
Decaf Espresso,Beans,Major Market,Florida,58,199
Decaf Espresso,Beans,Major Market,Florida,60,202
Decaf Espresso,Beans,Major Market,Florida,51,180
Decaf Espresso,Beans,Major Market,Florida,58,195
Decaf Espresso,Beans,Major Market,Florida,78,201
Decaf Espresso,Beans,Major Market,Florida,76,192
Decaf Espresso,Beans,Major Market,Florida,80,200
Decaf Espresso,Beans,Major Market,Florida,86,208
Decaf Espresso,Beans,Major Market,Florida,86,202
Decaf Espresso,Beans,Major Market,Florida,87,210
Decaf Espresso,Beans,Major Market,Florida,98,225
Decaf Espresso,Beans,Major Market,Florida,101,229
Decaf Espresso,Beans,Major Market,Florida,86,212
Decaf Espresso,Beans,Major Market,Florida,89,215
Decaf Espresso,Beans,Major Market,Florida,76,192
Decaf Espresso,Beans,Major Market,Florida,86,208
Chamomile,Leaves,Major Market,Florida,34,110
Chamomile,Leaves,Major Market,Florida,34,110
Chamomile,Leaves,Major Market,Florida,35,112
Chamomile,Leaves,Major Market,Florida,31,103
Chamomile,Leaves,Major Market,Florida,35,110
Chamomile,Leaves,Major Market,Florida,35,110
Chamomile,Leaves,Major Market,Florida,36,115
Chamomile,Leaves,Major Market,Florida,18,69
Chamomile,Leaves,Major Market,Florida,21,76
Chamomile,Leaves,Major Market,Florida,10,51
Chamomile,Leaves,Major Market,Florida,11,52
Chamomile,Leaves,Major Market,Florida,12,56
Chamomile,Leaves,Major Market,Florida,53,123
Chamomile,Leaves,Major Market,Florida,50,117
Chamomile,Leaves,Major Market,Florida,52,119
Chamomile,Leaves,Major Market,Florida,46,110
Chamomile,Leaves,Major Market,Florida,48,109
Chamomile,Leaves,Major Market,Florida,48,109
Chamomile,Leaves,Major Market,Florida,50,114
Chamomile,Leaves,Major Market,Florida,25,68
Chamomile,Leaves,Major Market,Florida,31,81
Chamomile,Leaves,Major Market,Florida,15,54
Chamomile,Leaves,Major Market,Florida,16,55
Chamomile,Leaves,Major Market,Florida,18,60
Lemon,Leaves,Major Market,Florida,13,120
Lemon,Leaves,Major Market,Florida,12,118
Lemon,Leaves,Major Market,Florida,12,120
Lemon,Leaves,Major Market,Florida,15,127
Lemon,Leaves,Major Market,Florida,17,130
Lemon,Leaves,Major Market,Florida,19,133
Lemon,Leaves,Major Market,Florida,19,133
Lemon,Leaves,Major Market,Florida,20,140
Lemon,Leaves,Major Market,Florida,24,149
Lemon,Leaves,Major Market,Florida,16,126
Lemon,Leaves,Major Market,Florida,13,121
Lemon,Leaves,Major Market,Florida,23,145
Lemon,Leaves,Major Market,Florida,20,134
Lemon,Leaves,Major Market,Florida,18,126
Lemon,Leaves,Major Market,Florida,18,128
Lemon,Leaves,Major Market,Florida,22,135
Lemon,Leaves,Major Market,Florida,23,129
Lemon,Leaves,Major Market,Florida,26,132
Lemon,Leaves,Major Market,Florida,26,132
Lemon,Leaves,Major Market,Florida,28,139
Lemon,Leaves,Major Market,Florida,36,159
Lemon,Leaves,Major Market,Florida,24,134
Lemon,Leaves,Major Market,Florida,19,129
Lemon,Leaves,Major Market,Florida,34,155
Mint,Leaves,Major Market,Florida,39,150
Mint,Leaves,Major Market,Florida,42,154
Mint,Leaves,Major Market,Florida,40,155
Mint,Leaves,Major Market,Florida,39,151
Mint,Leaves,Major Market,Florida,47,170
Mint,Leaves,Major Market,Florida,49,177
Mint,Leaves,Major Market,Florida,55,189
Mint,Leaves,Major Market,Florida,70,226
Mint,Leaves,Major Market,Florida,53,182
Mint,Leaves,Major Market,Florida,48,174
Mint,Leaves,Major Market,Florida,44,164
Mint,Leaves,Major Market,Florida,50,176
Mint,Leaves,Major Market,Florida,61,168
Mint,Leaves,Major Market,Florida,62,164
Mint,Leaves,Major Market,Florida,59,165
Mint,Leaves,Major Market,Florida,58,161
Mint,Leaves,Major Market,Florida,65,168
Mint,Leaves,Major Market,Florida,68,175
Mint,Leaves,Major Market,Florida,76,187
Mint,Leaves,Major Market,Florida,97,224
Mint,Leaves,Major Market,Florida,79,194
Mint,Leaves,Major Market,Florida,71,185
Mint,Leaves,Major Market,Florida,65,175
Mint,Leaves,Major Market,Florida,74,188
Colombian,Beans,Major Market,New York,262,678
Colombian,Beans,Major Market,New York,245,645
Colombian,Beans,Major Market,New York,259,675
Colombian,Beans,Major Market,New York,276,712
Colombian,Beans,Major Market,New York,295,756
Colombian,Beans,Major Market,New York,357,890
Colombian,Beans,Major Market,New York,370,912
Colombian,Beans,Major Market,New York,368,910
Colombian,Beans,Major Market,New York,312,790
Colombian,Beans,Major Market,New York,247,650
Colombian,Beans,Major Market,New York,236,623
Colombian,Beans,Major Market,New York,271,699
Colombian,Beans,Major Market,New York,408,759
Colombian,Beans,Major Market,New York,364,687
Colombian,Beans,Major Market,New York,384,719
Colombian,Beans,Major Market,New York,410,759
Colombian,Beans,Major Market,New York,407,749
Colombian,Beans,Major Market,New York,493,882
Colombian,Beans,Major Market,New York,511,904
Colombian,Beans,Major Market,New York,508,902
Colombian,Beans,Major Market,New York,463,842
Colombian,Beans,Major Market,New York,367,693
Colombian,Beans,Major Market,New York,350,664
Colombian,Beans,Major Market,New York,402,745
Green Tea,Leaves,Major Market,New York,54,134
Green Tea,Leaves,Major Market,New York,79,189
Green Tea,Leaves,Major Market,New York,83,198
Green Tea,Leaves,Major Market,New York,83,198
Green Tea,Leaves,Major Market,New York,89,210
Green Tea,Leaves,Major Market,New York,99,230
Green Tea,Leaves,Major Market,New York,98,230
Green Tea,Leaves,Major Market,New York,105,245
Green Tea,Leaves,Major Market,New York,84,199
Green Tea,Leaves,Major Market,New York,78,187
Green Tea,Leaves,Major Market,New York,47,123
Green Tea,Leaves,Major Market,New York,52,133
Green Tea,Leaves,Major Market,New York,84,150
Green Tea,Leaves,Major Market,New York,117,201
Green Tea,Leaves,Major Market,New York,123,211
Green Tea,Leaves,Major Market,New York,123,211
Green Tea,Leaves,Major Market,New York,123,208
Green Tea,Leaves,Major Market,New York,137,228
Green Tea,Leaves,Major Market,New York,135,228
Green Tea,Leaves,Major Market,New York,145,243
Green Tea,Leaves,Major Market,New York,125,212
Green Tea,Leaves,Major Market,New York,116,199
Green Tea,Leaves,Major Market,New York,70,131
Green Tea,Leaves,Major Market,New York,77,142
Caffe Mocha,Beans,Major Market,New York,-172,61
Caffe Mocha,Beans,Major Market,New York,-203,61
Caffe Mocha,Beans,Major Market,New York,-208,63
Caffe Mocha,Beans,Major Market,New York,-205,66
Caffe Mocha,Beans,Major Market,New York,-195,69
Caffe Mocha,Beans,Major Market,New York,-236,72
Caffe Mocha,Beans,Major Market,New York,-266,77
Caffe Mocha,Beans,Major Market,New York,-284,78
Caffe Mocha,Beans,Major Market,New York,-197,68
Caffe Mocha,Beans,Major Market,New York,-202,69
Caffe Mocha,Beans,Major Market,New York,-202,61
Caffe Mocha,Beans,Major Market,New York,-224,66
Caffe Mocha,Beans,Major Market,New York,-268,68
Caffe Mocha,Beans,Major Market,New York,-301,65
Caffe Mocha,Beans,Major Market,New York,-309,67
Caffe Mocha,Beans,Major Market,New York,-304,70
Caffe Mocha,Beans,Major Market,New York,-269,68
Caffe Mocha,Beans,Major Market,New York,-326,71
Caffe Mocha,Beans,Major Market,New York,-367,76
Caffe Mocha,Beans,Major Market,New York,-392,77
Caffe Mocha,Beans,Major Market,New York,-292,72
Caffe Mocha,Beans,Major Market,New York,-300,74
Caffe Mocha,Beans,Major Market,New York,-300,65
Caffe Mocha,Beans,Major Market,New York,-332,70
Lemon,Leaves,Major Market,New York,111,483
Lemon,Leaves,Major Market,New York,131,495
Lemon,Leaves,Major Market,New York,141,513
Lemon,Leaves,Major Market,New York,247,638
Lemon,Leaves,Major Market,New York,252,651
Lemon,Leaves,Major Market,New York,263,669
Lemon,Leaves,Major Market,New York,388,793
Lemon,Leaves,Major Market,New York,229,653
Lemon,Leaves,Major Market,New York,92,541
Lemon,Leaves,Major Market,New York,129,513
Lemon,Leaves,Major Market,New York,204,576
Lemon,Leaves,Major Market,New York,309,747
Lemon,Leaves,Major Market,New York,173,540
Lemon,Leaves,Major Market,New York,194,528
Lemon,Leaves,Major Market,New York,209,547
Lemon,Leaves,Major Market,New York,367,680
Lemon,Leaves,Major Market,New York,348,645
Lemon,Leaves,Major Market,New York,363,663
Lemon,Leaves,Major Market,New York,536,786
Lemon,Leaves,Major Market,New York,316,647
Lemon,Leaves,Major Market,New York,137,577
Lemon,Leaves,Major Market,New York,191,547
Lemon,Leaves,Major Market,New York,303,614
Lemon,Leaves,Major Market,New York,459,796
Mint,Leaves,Major Market,New York,-113,180
Mint,Leaves,Major Market,New York,-120,180
Mint,Leaves,Major Market,New York,-119,182
Mint,Leaves,Major Market,New York,-105,189
Mint,Leaves,Major Market,New York,-131,198
Mint,Leaves,Major Market,New York,-143,198
Mint,Leaves,Major Market,New York,-164,198
Mint,Leaves,Major Market,New York,-304,124
Mint,Leaves,Major Market,New York,-238,112
Mint,Leaves,Major Market,New York,-170,164
Mint,Leaves,Major Market,New York,-156,160
Mint,Leaves,Major Market,New York,-189,148
Mint,Leaves,Major Market,New York,-176,201
Mint,Leaves,Major Market,New York,-178,192
Mint,Leaves,Major Market,New York,-177,194
Mint,Leaves,Major Market,New York,-156,201
Mint,Leaves,Major Market,New York,-181,196
Mint,Leaves,Major Market,New York,-197,196
Mint,Leaves,Major Market,New York,-226,196
Mint,Leaves,Major Market,New York,-420,123
Mint,Leaves,Major Market,New York,-353,119
Mint,Leaves,Major Market,New York,-252,175
Mint,Leaves,Major Market,New York,-232,171
Mint,Leaves,Major Market,New York,-280,158
Earl Grey,Leaves,Major Market,New York,94,219
Earl Grey,Leaves,Major Market,New York,105,243
Earl Grey,Leaves,Major Market,New York,91,213
Earl Grey,Leaves,Major Market,New York,95,223
Earl Grey,Leaves,Major Market,New York,111,256
Earl Grey,Leaves,Major Market,New York,121,276
Earl Grey,Leaves,Major Market,New York,111,256
Earl Grey,Leaves,Major Market,New York,133,301
Earl Grey,Leaves,Major Market,New York,133,302
Earl Grey,Leaves,Major Market,New York,134,302
Earl Grey,Leaves,Major Market,New York,127,290
Earl Grey,Leaves,Major Market,New York,133,302
Earl Grey,Leaves,Major Market,New York,146,245
Earl Grey,Leaves,Major Market,New York,156,259
Earl Grey,Leaves,Major Market,New York,135,227
Earl Grey,Leaves,Major Market,New York,141,238
Earl Grey,Leaves,Major Market,New York,153,254
Earl Grey,Leaves,Major Market,New York,167,274
Earl Grey,Leaves,Major Market,New York,153,254
Earl Grey,Leaves,Major Market,New York,184,298
