,Gender,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Urban_or_Rural,Avg_Daily_Screen_Time_hr
,Female,TV,TRUE,None,Urban,6.13
,Female,Tablet,FALSE,None,Urban,1.32
,Male,TV,TRUE,None,Urban,3.58
,Male,Smartphone,FALSE,None,Urban,2.28
,Female,Smartphone,TRUE,None,Urban,2.29
,Female,TV,TRUE,None,Rural,4.22
,Female,Smartphone,TRUE,None,Urban,5.33
,Male,Smartphone,FALSE,None,Urban,2.71
,Male,Smartphone,TRUE,None,Urban,4.04
,Male,Laptop,FALSE,None,Rural,2.7
,Female,Smartphone,TRUE,None,Urban,2.29
,Male,TV,TRUE,None,Urban,5.64
,Female,Smartphone,TRUE,None,Urban,2.36
,Female,Tablet,FALSE,None,Rural,2.0
,Female,Laptop,FALSE,None,Rural,1.99
,Female,Smartphone,TRUE,None,Rural,3.96
,Female,Smartphone,TRUE,None,Urban,5.19
,Male,Smartphone,FALSE,None,Urban,2.92
,Female,Smartphone,FALSE,None,Urban,0.52
,Male,TV,FALSE,None,Urban,0.12
,Female,Smartphone,FALSE,None,Rural,1.9
,Male,TV,FALSE,None,Urban,2.68
,Female,Laptop,TRUE,None,Rural,4.51
,Female,Smartphone,TRUE,None,Rural,6.66
,Male,Laptop,TRUE,None,Rural,4.83
,Female,Laptop,FALSE,None,Rural,1.06
,Male,Smartphone,TRUE,None,Urban,5.39
,Female,TV,FALSE,None,Urban,0.0
,Male,TV,TRUE,None,Rural,2.33
,Female,Smartphone,TRUE,None,Urban,3.07
,Male,Smartphone,TRUE,None,Rural,3.9
,Male,Smartphone,FALSE,None,Urban,1.91
,Male,Tablet,TRUE,None,Urban,2.19
,Male,TV,FALSE,None,Urban,2.58
,Female,Tablet,FALSE,None,Urban,1.03
,Male,TV,TRUE,None,Urban,3.55
,Male,Tablet,FALSE,None,Rural,0.0
,Female,TV,FALSE,None,Urban,1.7
,Female,Smartphone,TRUE,None,Urban,7.78
,Female,Laptop,TRUE,None,Rural,4.97
,Male,Tablet,TRUE,None,Urban,6.37
,Female,Smartphone,TRUE,None,Urban,2.67
,Male,Smartphone,FALSE,None,Urban,2.16
,Male,TV,TRUE,None,Urban,4.55
,Female,TV,FALSE,None,Rural,1.62
,Female,Laptop,TRUE,None,Urban,4.49
,Male,Smartphone,TRUE,None,Urban,4.46
,Male,Smartphone,TRUE,None,Rural,3.74
,Male,TV,FALSE,None,Rural,0.0
,Female,Smartphone,FALSE,None,Rural,2.28
,Male,Tablet,TRUE,None,Rural,2.59
,Male,TV,TRUE,None,Rural,5.4
,Female,TV,TRUE,None,Urban,5.81
,Female,TV,FALSE,None,Rural,1.47
,Female,Smartphone,TRUE,None,Rural,3.74
,Female,Tablet,FALSE,None,Urban,2.87
,Female,Smartphone,FALSE,None,Urban,0.0
,Male,Smartphone,TRUE,None,Urban,6.35
,Male,Smartphone,FALSE,None,Urban,2.87
,Male,Laptop,TRUE,None,Urban,6.52
,Female,Tablet,FALSE,None,Rural,0.0
,Female,TV,FALSE,None,Urban,2.81
,Male,Laptop,FALSE,None,Urban,2.41
,Female,Tablet,FALSE,None,Urban,0.0
,Female,Smartphone,FALSE,None,Urban,2.92
,Male,TV,TRUE,None,Rural,3.47
,Female,Smartphone,FALSE,None,Rural,0.0
,Female,TV,FALSE,None,Urban,0.0
,Female,Smartphone,FALSE,None,Urban,0.0
,Male,Smartphone,TRUE,None,Rural,4.94
,Male,TV,TRUE,None,Urban,7.07
,Male,Smartphone,FALSE,None,Rural,0.68
,Female,TV,FALSE,None,Rural,0.0
,Female,Smartphone,TRUE,None,Urban,5.54
,Male,TV,TRUE,None,Urban,3.78
,Female,Laptop,TRUE,None,Urban,4.84
,Male,TV,FALSE,None,Rural,0.75
,Male,Smartphone,FALSE,None,Urban,2.39
,Female,Smartphone,TRUE,None,Urban,4.14
,Female,Tablet,TRUE,None,Urban,3.25
,Male,Smartphone,TRUE,None,Rural,3.53
,Female,Tablet,FALSE,None,Rural,2.51
,Female,Tablet,TRUE,None,Urban,2.37
,Female,TV,TRUE,None,Urban,3.68
,Female,Tablet,TRUE,None,Urban,5.14
,Female,Smartphone,FALSE,None,Rural,0.52
,Male,Smartphone,TRUE,None,Rural,3.57
,Male,Smartphone,TRUE,None,Urban,4.89
,Male,Laptop,TRUE,None,Rural,5.24
,Male,TV,TRUE,None,Rural,3.14
,Male,Smartphone,FALSE,None,Rural,2.89
,Male,Laptop,TRUE,None,Urban,4.16
,Male,TV,TRUE,None,Urban,2.32
,Female,TV,FALSE,None,Rural,2.41
,Male,TV,TRUE,None,Rural,3.42
,Male,Tablet,TRUE,None,Rural,5.51
,Male,Laptop,TRUE,None,Urban,3.67
,Male,Smartphone,TRUE,None,Rural,5.85
,Female,Laptop,TRUE,None,Urban,3.39
,Male,Smartphone,TRUE,None,Urban,2.75
,Female,Laptop,FALSE,None,Rural,1.57
,Male,Laptop,FALSE,None,Urban,2.71
,Male,Smartphone,TRUE,None,Urban,3.06
,Male,Smartphone,FALSE,None,Urban,0.0
,Female,TV,TRUE,None,Urban,2.37
,Male,Smartphone,TRUE,None,Rural,7.05
,Female,Smartphone,TRUE,None,Urban,4.91
,Male,Smartphone,FALSE,None,Rural,1.76
,Female,Smartphone,FALSE,None,Urban,1.78
,Female,Laptop,TRUE,None,Urban,3.45
,Male,Smartphone,TRUE,None,Rural,2.14
,Female,Tablet,FALSE,None,Urban,1.6
,Female,TV,TRUE,None,Rural,3.6
,Male,Tablet,FALSE,None,Rural,0.0
,Female,Smartphone,TRUE,None,Urban,4.17
,Female,Tablet,TRUE,None,Urban,2.34
,Male,Smartphone,TRUE,None,Urban,7.62
,Male,TV,TRUE,None,Urban,3.98
,Female,Smartphone,FALSE,None,Urban,0.8
,Male,Smartphone,FALSE,None,Rural,2.76
,Female,TV,FALSE,None,Urban,1.44
,Female,TV,FALSE,None,Rural,2.87
,Male,Smartphone,TRUE,None,Urban,5.22
,Male,Tablet,FALSE,None,Rural,0.04
,Female,Smartphone,FALSE,None,Urban,0.42
,Female,Smartphone,TRUE,None,Urban,5.79
,Female,Smartphone,TRUE,None,Urban,3.29
,Female,TV,TRUE,None,Urban,4.45
,Female,Smartphone,FALSE,None,Urban,1.38
,Male,Laptop,TRUE,None,Urban,3.25
,Male,Smartphone,TRUE,None,Rural,4.38
,Female,Smartphone,FALSE,None,Rural,0.0
,Female,Tablet,FALSE,None,Rural,2.4
,Female,Laptop,TRUE,None,Urban,4.88
,Male,Smartphone,FALSE,None,Urban,0.0
,Female,TV,TRUE,None,Urban,2.64
,Male,Smartphone,FALSE,None,Urban,0.28
,Female,TV,FALSE,None,Urban,1.65
,Male,TV,TRUE,None,Urban,5.78
,Male,TV,TRUE,None,Rural,4.09
,Male,Smartphone,TRUE,None,Urban,5.8
,Male,Smartphone,TRUE,None,Urban,3.41
,Female,Smartphone,FALSE,None,Urban,2.64
,Male,TV,FALSE,None,Rural,0.0
,Female,TV,FALSE,None,Urban,2.11
,Male,Laptop,TRUE,None,Urban,5.61
,Female,TV,TRUE,None,Urban,5.16
,Female,Smartphone,TRUE,None,Urban,6.72
,Male,Smartphone,TRUE,None,Urban,7.53
,Male,Smartphone,FALSE,None,Urban,1.55
,Female,Smartphone,FALSE,None,Rural,0.36
,Female,Smartphone,FALSE,None,Urban,2.67
,Male,TV,TRUE,None,Rural,5.4
,Female,Smartphone,FALSE,None,Urban,2.14
,Female,Smartphone,FALSE,None,Urban,2.92
,Male,Laptop,TRUE,None,Urban,5.12
,Male,Laptop,FALSE,None,Urban,2.51
,Female,Smartphone,TRUE,None,Urban,4.3
,Female,TV,TRUE,None,Rural,2.1
,Male,Tablet,FALSE,None,Urban,0.0
,Female,Smartphone,FALSE,None,Urban,2.82
,Male,Smartphone,TRUE,None,Urban,4.81
,Female,Smartphone,TRUE,None,Rural,5.11
,Male,Smartphone,FALSE,None,Rural,1.63
,Female,Smartphone,FALSE,None,Urban,0.24
,Female,Tablet,TRUE,None,Rural,5.11
,Female,TV,FALSE,None,Urban,2.27
,Female,Smartphone,FALSE,None,Urban,1.77
,Female,TV,TRUE,None,Urban,5.7
,Female,Laptop,TRUE,None,Urban,3.26
,Male,TV,TRUE,None,Urban,4.71
,Female,Laptop,FALSE,None,Urban,2.95
,Female,Smartphone,TRUE,None,Rural,4.86
,Female,Smartphone,TRUE,None,Rural,4.14
,Male,Tablet,FALSE,None,Urban,2.92
,Male,Smartphone,FALSE,None,Urban,1.98
,Male,TV,FALSE,None,Rural,2.78
,Male,TV,TRUE,None,Urban,3.96
,Male,TV,TRUE,None,Urban,4.88
,Female,Smartphone,FALSE,None,Urban,2.04
,Male,Smartphone,FALSE,None,Urban,2.75
,Female,Laptop,TRUE,None,Urban,4.19
,Female,Smartphone,TRUE,None,Urban,4.15
,Female,TV,FALSE,None,Urban,0.46
,Male,Tablet,TRUE,None,Urban,3.99
,Male,Tablet,FALSE,None,Urban,2.87
,Female,Tablet,FALSE,None,Urban,2.38
,Male,TV,FALSE,None,Urban,1.79
,Female,Smartphone,FALSE,None,Urban,0.74
,Male,TV,TRUE,None,Urban,6.41
,Female,Smartphone,FALSE,None,Urban,0.0
,Male,Tablet,TRUE,None,Rural,7.27
,Female,Smartphone,FALSE,None,Urban,2.55
,Male,Tablet,FALSE,None,Urban,2.69
,Female,TV,TRUE,None,Urban,9.98
,Female,Smartphone,FALSE,None,Urban,2.27
,Male,TV,TRUE,None,Rural,2.99
,Female,Smartphone,FALSE,None,Rural,2.9
,Male,Smartphone,TRUE,None,Urban,2.67
,Female,Smartphone,TRUE,None,Rural,4.62
,Male,Smartphone,TRUE,None,Urban,4.14
,Male,Smartphone,TRUE,None,Urban,3.54
,Male,Laptop,FALSE,None,Rural,2.94
,Male,Smartphone,TRUE,None,Urban,4.27
,Female,Smartphone,TRUE,None,Urban,3.28
,Female,Smartphone,TRUE,None,Urban,2.56
,Female,Tablet,FALSE,None,Urban,2.34
,Male,Smartphone,TRUE,None,Urban,5.81
,Female,TV,FALSE,None,Rural,0.0
,Female,TV,TRUE,None,Urban,5.16
,Male,Smartphone,FALSE,None,Urban,0.8
,Male,Tablet,TRUE,None,Urban,2.89
,Male,Smartphone,FALSE,None,Urban,2.01
,Male,TV,TRUE,None,Rural,4.1
,Male,Tablet,TRUE,None,Urban,7.15
,Male,Laptop,TRUE,None,Urban,5.67
,Female,TV,FALSE,None,Rural,1.62
,Male,Smartphone,TRUE,None,Urban,2.63
,Male,Laptop,FALSE,None,Urban,1.59
,Male,TV,TRUE,None,Urban,6.81
,Male,Smartphone,TRUE,None,Rural,3.92
,Male,Smartphone,FALSE,None,Urban,1.92
,Male,Smartphone,TRUE,None,Urban,2.97
,Female,Smartphone,TRUE,None,Rural,4.62
,Female,Tablet,FALSE,None,Urban,2.84
,Male,Smartphone,TRUE,None,Urban,6.24
,Male,Smartphone,TRUE,None,Urban,2.03
,Female,Smartphone,FALSE,None,Urban,2.77
,Female,Smartphone,TRUE,None,Rural,5.74
,Female,TV,TRUE,None,Rural,5.75
,Female,Smartphone,TRUE,None,Urban,6.5
,Female,Smartphone,TRUE,None,Urban,4.39
,Female,Tablet,TRUE,None,Urban,4.52
,Female,TV,FALSE,None,Rural,0.24
,Male,TV,FALSE,None,Rural,2.9
,Female,Laptop,TRUE,None,Urban,3.27
,Male,Smartphone,FALSE,None,Urban,0.08
,Male,Smartphone,TRUE,None,Urban,4.06
,Female,Tablet,FALSE,None,Rural,0.26
,Female,Smartphone,FALSE,None,Urban,0.0
,Male,Smartphone,TRUE,None,Rural,6.99
,Male,Tablet,TRUE,None,Urban,2.87
,Female,TV,TRUE,None,Urban,4.46
,Male,TV,FALSE,None,Urban,0.0
,Male,Laptop,TRUE,None,Urban,5.73
,Male,Smartphone,FALSE,None,Rural,2.68
,Male,TV,FALSE,None,Urban,1.07
,Male,Laptop,FALSE,None,Rural,2.0
,Male,Smartphone,TRUE,None,Urban,3.73
,Female,Tablet,TRUE,None,Urban,2.95
,Female,Smartphone,FALSE,None,Urban,3.0
,Female,Laptop,TRUE,None,Urban,3.61
,Female,Laptop,FALSE,None,Rural,2.09
,Male,Laptop,TRUE,None,Rural,3.86
,Male,TV,FALSE,None,Urban,2.81
,Male,Laptop,FALSE,None,Rural,2.91
,Male,TV,FALSE,None,Rural,1.05
,Male,Smartphone,TRUE,None,Urban,3.83
,Male,TV,TRUE,None,Urban,4.35
,Female,Smartphone,FALSE,None,Rural,0.08
,Male,Smartphone,TRUE,None,Rural,5.13
,Male,Smartphone,TRUE,None,Urban,4.86
,Female,Smartphone,FALSE,None,Rural,2.87
,Female,Smartphone,TRUE,None,Urban,8.42
,Female,Laptop,TRUE,None,Urban,5.17
,Female,Smartphone,TRUE,None,Rural,3.34
,Female,Laptop,FALSE,None,Urban,2.28
,Male,Smartphone,FALSE,None,Urban,1.98
,Female,Smartphone,FALSE,None,Rural,1.2
,Male,Tablet,TRUE,None,Urban,4.96
,Female,TV,TRUE,None,Urban,4.06
,Male,Smartphone,FALSE,None,Urban,2.87
,Female,Tablet,FALSE,None,Rural,0.42
,Male,Smartphone,TRUE,None,Rural,5.2
,Male,Smartphone,TRUE,None,Urban,4.76
,Male,Smartphone,TRUE,None,Rural,3.83
,Female,Laptop,FALSE,None,Urban,2.95
,Female,TV,FALSE,None,Rural,1.31
,Female,Smartphone,FALSE,None,Urban,1.88
,Female,Tablet,FALSE,None,Rural,0.36
,Female,Tablet,TRUE,None,Urban,6.86
,Female,Smartphone,FALSE,None,Urban,0.62
,Female,TV,TRUE,None,Urban,7.15
,Female,Tablet,FALSE,None,Urban,2.74
,Female,TV,FALSE,None,Urban,0.78
,Female,Smartphone,TRUE,None,Urban,4.92
,Male,Smartphone,FALSE,None,Urban,0.0
,Male,TV,FALSE,None,Urban,0.79
,Female,TV,FALSE,None,Urban,1.5
,Male,Tablet,TRUE,None,Urban,4.51
,Male,TV,TRUE,None,Urban,2.19
,Male,Smartphone,FALSE,None,Urban,0.0
,Male,Smartphone,TRUE,None,Urban,3.59
,Female,Smartphone,FALSE,None,Urban,2.69
,Female,Smartphone,TRUE,None,Rural,4.06
,Female,Smartphone,TRUE,None,Urban,4.15
,Male,Smartphone,TRUE,None,Rural,4.59
,Male,Smartphone,TRUE,None,Urban,4.93
,Female,Smartphone,FALSE,None,Urban,2.45
,Female,TV,TRUE,None,Urban,7.2
,Female,Smartphone,TRUE,None,Urban,3.51
,Male,Tablet,TRUE,None,Rural,2.44
,Female,Smartphone,TRUE,None,Urban,4.03
,Female,TV,TRUE,None,Urban,3.79
,Male,Smartphone,FALSE,None,Urban,2.54
,Male,TV,TRUE,None,Urban,5.64
,Male,Tablet,FALSE,None,Urban,1.51
,Female,Smartphone,FALSE,None,Rural,1.76
,Male,Smartphone,TRUE,None,Urban,2.77
,Female,TV,TRUE,None,Urban,8.14
,Male,Tablet,FALSE,None,Rural,2.54
,Male,Tablet,TRUE,None,Rural,4.84
,Male,Smartphone,FALSE,None,Urban,2.72
,Female,Smartphone,FALSE,None,Urban,2.81
,Female,TV,TRUE,None,Urban,7.64
,Male,Smartphone,TRUE,None,Urban,2.35
,Male,Smartphone,TRUE,None,Urban,3.71
,Male,TV,TRUE,None,Urban,5.59
,Male,Smartphone,TRUE,None,Urban,2.67
,Male,Smartphone,TRUE,None,Urban,4.81
,Female,Smartphone,FALSE,None,Rural,2.59
,Male,Tablet,TRUE,None,Urban,2.9
,Female,TV,FALSE,None,Urban,0.0
,Female,Smartphone,TRUE,None,Urban,3.43
,Male,Smartphone,TRUE,None,Urban,6.71
,Female,Smartphone,TRUE,None,Urban,5.15
,Female,Smartphone,TRUE,None,Urban,3.24
,Female,Smartphone,TRUE,None,Rural,5.57
,Female,Laptop,TRUE,None,Urban,4.64
,Male,TV,FALSE,None,Urban,0.06
,Male,Smartphone,FALSE,None,Urban,2.94
,Male,Tablet,FALSE,None,Urban,0.62
,Male,TV,FALSE,None,Rural,2.84
,Female,Smartphone,FALSE,None,Urban,0.0
,Male,TV,FALSE,None,Urban,2.64
,Male,TV,TRUE,None,Rural,3.94
,Male,Laptop,TRUE,None,Rural,4.28
,Female,TV,TRUE,None,Urban,2.83
,Female,Smartphone,FALSE,None,Urban,2.19
,Male,Tablet,TRUE,None,Urban,2.72
,Female,Smartphone,TRUE,None,Rural,6.62
,Female,Smartphone,TRUE,None,Urban,6.08
,Female,Smartphone,FALSE,None,Urban,0.63
,Female,TV,FALSE,None,Urban,0.0
,Female,Smartphone,TRUE,None,Urban,5.09
,Male,Smartphone,TRUE,None,Urban,5.77
,Male,Smartphone,FALSE,None,Urban,2.86
,Male,Smartphone,FALSE,None,Urban,1.77
,Male,TV,FALSE,None,Urban,0.0
,Male,TV,FALSE,None,Urban,0.14
,Male,Tablet,FALSE,None,Urban,2.94
,Male,TV,FALSE,None,Urban,0.66
,Female,TV,FALSE,None,Urban,0.02
,Male,Smartphone,TRUE,None,Rural,4.11
,Female,Tablet,FALSE,None,Urban,1.94
,Female,TV,TRUE,None,Urban,5.65
,Male,Tablet,FALSE,None,Urban,1.59
,Female,Tablet,FALSE,None,Urban,1.31
,Female,Smartphone,TRUE,None,Urban,2.02
,Female,TV,TRUE,None,Rural,6.77
,Female,Tablet,FALSE,None,Rural,1.3
,Female,TV,TRUE,None,Urban,4.62
,Male,Tablet,TRUE,None,Rural,2.1
,Male,Smartphone,FALSE,None,Urban,2.43
,Female,Laptop,FALSE,None,Urban,2.35
,Female,TV,TRUE,None,Rural,5.22
,Male,TV,TRUE,None,Urban,2.87
,Female,Smartphone,FALSE,None,Rural,2.62
,Male,Tablet,FALSE,None,Urban,1.19
,Female,Smartphone,TRUE,None,Urban,4.3
,Female,Smartphone,TRUE,None,Urban,3.89
,Female,TV,TRUE,None,Urban,2.31
,Female,Smartphone,TRUE,None,Urban,5.69
,Male,Smartphone,TRUE,None,Urban,6.34
,Female,TV,TRUE,None,Rural,3.94
,Female,Smartphone,TRUE,None,Urban,2.71
,Male,Smartphone,TRUE,None,Urban,3.47
,Female,Smartphone,TRUE,None,Urban,3.29
,Male,Smartphone,FALSE,None,Urban,0.0
,Male,TV,FALSE,None,Urban,0.48
,Female,Tablet,TRUE,None,Urban,2.45
,Female,Smartphone,TRUE,None,Urban,4.68
,Male,Smartphone,FALSE,None,Urban,2.48
,Female,Tablet,TRUE,None,Urban,4.07
,Male,TV,FALSE,None,Rural,1.09
,Female,Smartphone,FALSE,None,Urban,2.19
,Female,Smartphone,FALSE,None,Urban,0.0
,Female,TV,TRUE,None,Urban,3.11
,Male,Smartphone,TRUE,None,Urban,2.61
,Female,Smartphone,FALSE,None,Urban,2.73
,Female,TV,FALSE,None,Rural,1.69
,Female,Laptop,TRUE,None,Rural,7.15
,Female,TV,TRUE,None,Rural,3.92
,Female,Smartphone,TRUE,None,Urban,3.08
,Male,Smartphone,TRUE,None,Urban,3.52
,Male,Smartphone,TRUE,None,Urban,3.65
,Male,TV,TRUE,None,Urban,3.12
,Female,Laptop,TRUE,None,Urban,4.71
,Female,Smartphone,FALSE,None,Urban,2.09
,Male,Smartphone,FALSE,None,Urban,1.99
,Female,Laptop,FALSE,None,Urban,2.88
,Male,TV,TRUE,None,Urban,5.14
,Male,Smartphone,FALSE,None,Urban,0.62
,Male,Smartphone,FALSE,None,Urban,2.35
,Male,Tablet,FALSE,None,Rural,1.12
,Female,Smartphone,TRUE,None,Urban,6.25
,Male,TV,TRUE,None,Rural,3.73
,Male,TV,FALSE,None,Urban,1.23
,Male,Smartphone,TRUE,None,Urban,6.05
,Female,TV,TRUE,None,Urban,4.38
,Male,TV,TRUE,None,Rural,2.07
,Male,Smartphone,FALSE,None,Rural,1.87
,Female,Laptop,FALSE,None,Urban,2.95
,Female,Smartphone,FALSE,None,Urban,2.16
,Female,Tablet,FALSE,None,Urban,1.73
,Female,TV,TRUE,None,Rural,4.98
,Female,Smartphone,TRUE,None,Urban,4.81
,Female,Smartphone,FALSE,None,Urban,0.0
,Female,Laptop,TRUE,None,Urban,5.41
,Male,Smartphone,FALSE,None,Rural,0.68
,Female,TV,FALSE,None,Rural,0.0
,Male,Laptop,TRUE,None,Urban,5.07
,Male,Laptop,FALSE,None,Urban,1.5
,Female,Laptop,TRUE,None,Rural,6.34
,Female,TV,FALSE,None,Urban,1.77
,Female,Tablet,TRUE,None,Rural,6.31
,Female,Smartphone,TRUE,None,Urban,7.03
,Female,Smartphone,FALSE,None,Urban,0.0
,Male,Tablet,FALSE,None,Rural,1.85
,Male,Tablet,TRUE,None,Urban,5.48
,Male,TV,TRUE,None,Rural,2.72
,Female,TV,TRUE,None,Urban,6.61
,Female,Smartphone,TRUE,None,Urban,6.63
,Female,Smartphone,TRUE,None,Rural,3.76
,Male,Smartphone,TRUE,None,Rural,2.11
,Male,TV,TRUE,None,Urban,3.17
,Male,Smartphone,FALSE,None,Urban,0.0
,Male,Smartphone,FALSE,None,Rural,1.63
,Male,TV,FALSE,None,Urban,1.7
,Female,Smartphone,TRUE,None,Urban,5.34
,Male,Laptop,FALSE,None,Urban,2.04
,Male,Tablet,FALSE,None,Urban,2.45
,Female,TV,TRUE,None,Urban,2.03
,Female,Smartphone,FALSE,None,Urban,2.38
,Female,Smartphone,FALSE,None,Rural,2.92
,Female,TV,TRUE,None,Rural,6.28
,Male,TV,FALSE,None,Urban,1.92
,Female,Smartphone,FALSE,None,Rural,1.76
,Male,Smartphone,FALSE,None,Rural,3.0
,Male,Smartphone,TRUE,None,Rural,4.06
,Female,TV,TRUE,None,Urban,2.32
,Male,Smartphone,TRUE,None,Urban,3.98
,Male,TV,TRUE,None,Urban,7.44
,Male,Laptop,TRUE,None,Urban,3.12
,Male,TV,TRUE,None,Urban,2.47
,Female,TV,TRUE,None,Urban,2.7
,Female,Smartphone,TRUE,None,Rural,6.64
,Male,TV,FALSE,None,Urban,0.9
,Female,TV,TRUE,None,Urban,2.46
,Female,TV,TRUE,None,Rural,4.34
,Male,TV,TRUE,None,Rural,5.68
,Male,Smartphone,TRUE,None,Urban,2.34
,Female,TV,TRUE,None,Urban,4.01
,Male,Smartphone,TRUE,None,Urban,4.53
,Female,TV,FALSE,None,Rural,2.89
,Female,Smartphone,FALSE,None,Rural,1.84
,Female,Tablet,TRUE,None,Rural,5.41
,Male,Smartphone,TRUE,None,Urban,2.47
,Female,TV,TRUE,None,Urban,4.03
,Female,Smartphone,FALSE,None,Urban,1.92
,Female,Smartphone,TRUE,None,Urban,6.1
,Male,TV,TRUE,None,Urban,3.09
,Female,Smartphone,TRUE,None,Urban,9.08
,Male,Tablet,FALSE,None,Urban,1.71
,Female,Smartphone,FALSE,None,Urban,2.6
,Female,TV,TRUE,None,Urban,3.89
,Male,Smartphone,TRUE,None,Rural,4.94
,Female,Tablet,TRUE,None,Urban,2.32
,Male,TV,FALSE,None,Rural,1.14
,Female,TV,FALSE,None,Rural,2.19
,Male,Smartphone,FALSE,None,Urban,0.0
,Male,Tablet,FALSE,None,Urban,1.18
,Male,Smartphone,TRUE,None,Rural,5.91
,Male,TV,TRUE,None,Urban,3.39
,Male,Smartphone,FALSE,None,Rural,1.56
,Female,TV,TRUE,None,Rural,3.75
,Male,Smartphone,TRUE,None,Urban,4.56
,Female,Tablet,TRUE,None,Rural,5.24
,Male,Smartphone,TRUE,None,Urban,3.5
,Female,TV,TRUE,None,Urban,7.65
,Male,Smartphone,FALSE,None,Urban,0.0
,Female,Smartphone,TRUE,None,Urban,4.17
,Female,TV,TRUE,None,Urban,3.4
,Male,Smartphone,FALSE,None,Rural,1.25
,Male,Laptop,TRUE,None,Urban,6.8
,Male,Smartphone,FALSE,None,Rural,1.95
,Female,Tablet,TRUE,None,Urban,3.31
,Female,TV,FALSE,None,Urban,1.16
,Male,Smartphone,TRUE,None,Urban,2.05
,Female,Smartphone,TRUE,None,Urban,4.77
,Female,TV,FALSE,None,Urban,1.07
,Female,Smartphone,FALSE,None,Urban,2.43
,Male,TV,TRUE,None,Urban,3.97
,Male,Tablet,FALSE,None,Urban,2.19
,Male,TV,FALSE,None,Urban,0.51
,Female,Laptop,TRUE,None,Urban,4.45
,Female,Smartphone,TRUE,None,Urban,4.61
,Female,Tablet,FALSE,None,Urban,0.8
,Female,Smartphone,TRUE,None,Urban,2.39
,Female,Smartphone,TRUE,None,Urban,5.12
,Female,Smartphone,FALSE,None,Urban,2.97
,Male,TV,FALSE,None,Urban,0.71
,Male,Laptop,TRUE,None,Urban,4.47
,Female,TV,TRUE,None,Urban,2.47
,Female,Smartphone,FALSE,None,Urban,2.87
,Female,Smartphone,FALSE,None,Urban,0.29
,Male,Smartphone,TRUE,None,Urban,6.65
,Male,Smartphone,FALSE,None,Urban,1.63
,Male,Smartphone,FALSE,None,Urban,1.38
,Male,Smartphone,TRUE,None,Urban,7.36
,Female,Smartphone,FALSE,None,Urban,1.46
,Male,TV,FALSE,None,Urban,2.85
,Female,Smartphone,TRUE,None,Urban,6.34
,Male,Smartphone,TRUE,None,Urban,4.72
,Male,Smartphone,FALSE,None,Urban,2.75
,Male,Laptop,FALSE,None,Urban,2.64
,Female,Smartphone,TRUE,None,Urban,4.2
,Female,Laptop,FALSE,None,Rural,2.55
,Male,Smartphone,FALSE,None,Rural,0.36
,Male,Smartphone,TRUE,None,Urban,5.46
,Female,TV,TRUE,None,Urban,5.01
,Male,TV,FALSE,None,Rural,1.84
,Male,Smartphone,TRUE,None,Urban,3.78
,Female,Smartphone,FALSE,None,Urban,2.06
,Female,Smartphone,TRUE,None,Rural,3.81
,Female,Tablet,TRUE,None,Rural,2.99
,Female,Smartphone,FALSE,None,Urban,1.79
,Female,TV,TRUE,None,Urban,2.07
,Male,TV,FALSE,None,Urban,2.44
,Female,Tablet,FALSE,None,Urban,2.5
,Female,Tablet,TRUE,None,Rural,6.5
,Male,Tablet,TRUE,None,Rural,3.77
,Female,Smartphone,FALSE,None,Urban,2.26
,Female,Smartphone,FALSE,None,Urban,1.76
,Female,Smartphone,TRUE,None,Urban,2.7
,Male,Laptop,FALSE,None,Rural,1.93
,Female,Smartphone,TRUE,None,Urban,2.93
,Female,Smartphone,TRUE,None,Rural,2.48
,Female,TV,FALSE,None,Urban,1.35
,Female,Smartphone,TRUE,None,Rural,3.21
,Male,TV,TRUE,None,Urban,4.41
,Female,TV,FALSE,None,Urban,1.25
,Male,Smartphone,TRUE,None,Urban,2.82
,Male,TV,FALSE,None,Rural,2.37
,Female,TV,FALSE,None,Urban,0.6
,Female,Smartphone,FALSE,None,Rural,2.77
,Male,Laptop,FALSE,None,Urban,2.04
,Male,TV,FALSE,None,Urban,2.37
,Male,Smartphone,TRUE,None,Urban,5.53
,Male,Smartphone,FALSE,None,Urban,2.78
,Female,Smartphone,TRUE,None,Rural,6.68
,Male,TV,FALSE,None,Rural,2.64
,Male,Smartphone,TRUE,None,Rural,2.7
,Male,Smartphone,TRUE,None,Rural,2.34
,Female,Laptop,FALSE,None,Urban,2.43
,Female,Smartphone,FALSE,None,Urban,0.0
,Male,Laptop,TRUE,None,Urban,4.68
,Female,Smartphone,FALSE,None,Rural,2.46
,Female,TV,TRUE,None,Rural,3.31
,Male,Tablet,TRUE,None,Urban,5.32
,Male,TV,TRUE,None,Urban,3.03
,Male,Smartphone,FALSE,None,Rural,2.86
,Male,TV,TRUE,None,Urban,5.88
,Female,Smartphone,FALSE,None,Urban,2.38
,Male,Smartphone,FALSE,None,Rural,0.87
,Female,TV,FALSE,None,Urban,0.82
,Male,TV,TRUE,None,Rural,5.41
,Male,Smartphone,FALSE,None,Rural,2.91
,Male,Laptop,TRUE,None,Urban,4.99
,Male,TV,FALSE,None,Urban,0.22
,Female,Smartphone,TRUE,None,Rural,4.1
,Male,TV,FALSE,None,Urban,0.2
