,Gender,Primary_Device,Health_Impacts,Avg_Daily_Screen_Time_hr
,Male,TV,Poor Sleep,4.76
,Female,Smartphone,Poor Sleep,5.99
,Male,Smartphone,Poor Sleep,3.5
,Female,Smartphone,Poor Sleep,4.27
,Male,Smartphone,Poor Sleep,4.72
,Male,Smartphone,Poor Sleep,3.41
,Male,Laptop,Poor Sleep,3.65
,Female,Laptop,Poor Sleep,5.52
,Female,Smartphone,Poor Sleep,6.59
,Male,Laptop,Poor Sleep,4.03
,Female,Laptop,Poor Sleep,4.55
,Male,TV,Poor Sleep,3.38
,Female,Tablet,Poor Sleep,4.05
,Female,Laptop,Poor Sleep,5.15
,Female,TV,Poor Sleep,5.64
,Male,Laptop,Poor Sleep,3.39
,Male,TV,Poor Sleep,5.01
,Female,Laptop,Poor Sleep,5.5
,Female,TV,Poor Sleep,6.15
,Female,Smartphone,Poor Sleep,6.17
,Female,TV,Poor Sleep,4.95
,Male,Laptop,Poor Sleep,4.49
,Male,Smartphone,Poor Sleep,5.06
,Female,TV,Poor Sleep,5.4
,Male,Smartphone,Poor Sleep,8.75
,Male,TV,Poor Sleep,6.17
,Male,Smartphone,Poor Sleep,6.56
,Female,TV,Poor Sleep,4.4
,Female,TV,Poor Sleep,3.55
,Male,TV,Poor Sleep,4.03
,Male,Laptop,Poor Sleep,5.18
,Male,TV,Poor Sleep,5.28
,Male,Smartphone,Poor Sleep,3.76
,Female,Smartphone,Poor Sleep,5.18
,Male,Smartphone,Poor Sleep,3.91
,Male,Smartphone,Poor Sleep,4.04
,Female,Smartphone,Poor Sleep,4.42
,Female,TV,Poor Sleep,4.73
,Female,Tablet,Poor Sleep,3.21
,Female,Laptop,Poor Sleep,4.81
,Male,Laptop,Poor Sleep,3.7
,Male,Laptop,Poor Sleep,5.61
,Male,Laptop,Poor Sleep,5.39
,Female,TV,Poor Sleep,3.7
,Male,Smartphone,Poor Sleep,5.19
,Female,Tablet,Poor Sleep,4.02
,Female,Smartphone,Poor Sleep,4.28
,Female,Smartphone,Poor Sleep,6.58
,Male,Smartphone,Poor Sleep,4.19
,Male,Tablet,Poor Sleep,3.27
,Male,Smartphone,Poor Sleep,4.32
,Female,Tablet,Poor Sleep,4.57
,Female,TV,Poor Sleep,4.5
,Male,Tablet,Poor Sleep,3.28
,Female,TV,Poor Sleep,6.53
,Female,Laptop,Poor Sleep,3.74
,Male,Tablet,Poor Sleep,9.35
,Male,Smartphone,Poor Sleep,5.74
,Female,TV,Poor Sleep,7.27
,Female,Smartphone,Poor Sleep,4.73
,Male,Smartphone,Poor Sleep,6.45
,Male,Smartphone,Poor Sleep,4.87
,Male,Smartphone,Poor Sleep,4.06
,Female,TV,Poor Sleep,10.49
,Male,Smartphone,Poor Sleep,6.99
,Male,Laptop,Poor Sleep,3.53
,Female,Smartphone,Poor Sleep,6.29
,Female,Smartphone,Poor Sleep,4.07
,Male,Laptop,Poor Sleep,3.43
,Male,TV,Poor Sleep,5.11
,Male,Tablet,Poor Sleep,6.33
,Female,Laptop,Poor Sleep,4.83
,Male,Smartphone,Poor Sleep,4.93
,Male,Laptop,Poor Sleep,3.79
,Female,Smartphone,Poor Sleep,3.25
,Male,Smartphone,Poor Sleep,4.32
,Female,Laptop,Poor Sleep,4.21
,Female,TV,Poor Sleep,7.24
,Male,Smartphone,Poor Sleep,6.53
,Male,Smartphone,Poor Sleep,6.96
,Male,Smartphone,Poor Sleep,4.75
,Male,Smartphone,Poor Sleep,6.57
,Female,Tablet,Poor Sleep,3.93
,Male,Smartphone,Poor Sleep,4.25
,Female,Smartphone,Poor Sleep,4.44
,Female,Tablet,Poor Sleep,3.55
,Female,Smartphone,Poor Sleep,3.85
,Female,Smartphone,Poor Sleep,4.92
,Male,Tablet,Poor Sleep,6.32
,Male,TV,Poor Sleep,4.19
,Female,TV,Poor Sleep,3.57
,Female,Smartphone,Poor Sleep,3.25
,Female,Tablet,Poor Sleep,4.8
,Female,Laptop,Poor Sleep,4.3
,Female,Smartphone,Poor Sleep,3.45
,Male,Smartphone,Poor Sleep,7.37
,Female,Smartphone,Poor Sleep,4.48
,Female,Smartphone,Poor Sleep,3.9
,Male,Smartphone,Poor Sleep,6.05
,Male,Tablet,Poor Sleep,4.94
,Male,TV,Poor Sleep,6.27
,Female,TV,Poor Sleep,3.12
,Male,TV,Poor Sleep,5.82
,Female,Smartphone,Poor Sleep,3.92
,Male,Tablet,Poor Sleep,5.16
,Male,TV,Poor Sleep,3.66
,Female,Smartphone,Poor Sleep,4.8
,Male,TV,Poor Sleep,6.6
,Male,Laptop,Poor Sleep,5.29
,Female,Smartphone,Poor Sleep,4.59
,Female,TV,Poor Sleep,4.51
,Female,TV,Poor Sleep,3.57
,Female,Smartphone,Poor Sleep,6.67
,Female,Smartphone,Poor Sleep,3.02
,Male,Tablet,Poor Sleep,7.17
,Male,Smartphone,Poor Sleep,3.01
,Female,TV,Poor Sleep,3.26
,Female,Tablet,Poor Sleep,4.18
,Male,Smartphone,Poor Sleep,3.67
,Female,TV,Poor Sleep,4.86
,Female,Tablet,Poor Sleep,6.66
,Female,TV,Poor Sleep,5.5
,Female,Laptop,Poor Sleep,4.46
,Male,Smartphone,Poor Sleep,4.26
,Male,TV,Poor Sleep,6.21
,Male,Smartphone,Poor Sleep,4.85
,Female,TV,Poor Sleep,5.34
,Male,TV,Poor Sleep,7.46
,Male,Tablet,Poor Sleep,4.48
,Male,Smartphone,Poor Sleep,5.96
,Female,Laptop,Poor Sleep,6.79
,Female,Smartphone,Poor Sleep,3.24
,Male,Tablet,Poor Sleep,3.58
,Male,Tablet,Poor Sleep,5.88
,Female,Smartphone,Poor Sleep,3.37
,Male,Smartphone,Poor Sleep,3.18
,Female,TV,Poor Sleep,3.42
,Male,TV,Poor Sleep,7.83
,Female,Laptop,Poor Sleep,4.41
,Male,TV,Poor Sleep,8.04
,Female,Smartphone,Poor Sleep,4.69
,Male,Smartphone,Poor Sleep,4.61
,Female,Smartphone,Poor Sleep,3.17
,Female,TV,Poor Sleep,5.74
,Female,TV,Poor Sleep,4.95
,Male,TV,Poor Sleep,5.07
,Female,Laptop,Poor Sleep,4.67
,Female,Tablet,Poor Sleep,4.41
,Male,Laptop,Poor Sleep,5.02
,Female,TV,Poor Sleep,5.12
,Male,TV,Poor Sleep,3.6
,Male,TV,Poor Sleep,6.36
,Female,TV,Poor Sleep,7.33
,Female,Smartphone,Poor Sleep,4.16
,Male,Smartphone,Poor Sleep,4.32
,Male,Laptop,Poor Sleep,3.68
,Female,Smartphone,Poor Sleep,6.74
,Male,Smartphone,Poor Sleep,5.76
,Male,Smartphone,Poor Sleep,5.85
,Male,TV,Poor Sleep,3.23
,Male,TV,Poor Sleep,5.23
,Female,TV,Poor Sleep,6.73
,Female,Smartphone,Poor Sleep,5.0
,Female,Smartphone,Poor Sleep,5.15
,Male,TV,Poor Sleep,5.91
,Female,Smartphone,Poor Sleep,7.92
,Female,Laptop,Poor Sleep,6.14
,Female,Tablet,Poor Sleep,3.13
,Female,Smartphone,Poor Sleep,3.73
,Male,Laptop,Poor Sleep,4.47
,Male,TV,Poor Sleep,4.86
,Female,Laptop,Poor Sleep,6.87
,Female,Smartphone,Poor Sleep,6.89
,Female,Smartphone,Poor Sleep,3.61
,Female,Tablet,Poor Sleep,3.31
,Female,TV,Poor Sleep,4.15
,Male,Smartphone,Poor Sleep,5.34
,Male,Smartphone,Poor Sleep,5.62
,Male,Smartphone,Poor Sleep,3.75
,Male,Smartphone,Poor Sleep,4.19
,Male,TV,Poor Sleep,8.46
,Female,Smartphone,Poor Sleep,4.97
,Female,Smartphone,Poor Sleep,5.54
,Male,Smartphone,Poor Sleep,5.22
,Male,Tablet,Poor Sleep,4.24
,Female,Smartphone,Poor Sleep,6.25
,Female,Laptop,Poor Sleep,6.09
,Male,Tablet,Poor Sleep,4.46
,Male,Tablet,Poor Sleep,4.78
,Female,Smartphone,Poor Sleep,4.81
,Female,TV,Poor Sleep,6.06
,Male,Smartphone,Poor Sleep,7.72
,Female,TV,Poor Sleep,4.78
,Male,Smartphone,Poor Sleep,4.08
,Male,Tablet,Poor Sleep,3.85
,Male,TV,Poor Sleep,3.15
,Female,Tablet,Poor Sleep,4.2
,Male,TV,Poor Sleep,3.91
,Male,TV,Poor Sleep,3.38
,Female,Tablet,Poor Sleep,3.95
,Female,Tablet,Poor Sleep,5.72
,Male,Smartphone,Poor Sleep,4.19
,Male,Smartphone,Poor Sleep,3.76
,Male,TV,Poor Sleep,3.12
,Male,TV,Poor Sleep,5.38
,Male,Smartphone,Poor Sleep,3.77
,Female,Smartphone,Poor Sleep,5.75
,Male,TV,Poor Sleep,5.78
,Female,Smartphone,Poor Sleep,4.02
,Male,TV,Poor Sleep,5.97
,Male,Smartphone,Poor Sleep,4.21
,Female,Laptop,Poor Sleep,4.61
,Male,Smartphone,Poor Sleep,4.05
,Female,Smartphone,Poor Sleep,3.85
,Male,TV,Poor Sleep,3.13
,Male,Smartphone,Poor Sleep,3.84
,Female,TV,Poor Sleep,4.91
,Female,TV,Poor Sleep,3.41
,Male,TV,Poor Sleep,7.5
,Male,Smartphone,Poor Sleep,5.96
,Female,Smartphone,Poor Sleep,7.4
,Male,Laptop,Poor Sleep,4.06
,Male,Smartphone,Poor Sleep,3.13
,Male,TV,Poor Sleep,3.48
,Female,Tablet,Poor Sleep,3.23
,Male,Tablet,Poor Sleep,5.16
,Female,Smartphone,Poor Sleep,4.01
,Female,Smartphone,Poor Sleep,5.1
,Female,Smartphone,Poor Sleep,4.01
,Female,TV,Poor Sleep,5.73
,Female,TV,Poor Sleep,9.17
,Female,Tablet,Poor Sleep,6.68
,Female,Tablet,Poor Sleep,4.99
,Female,Laptop,Poor Sleep,5.27
,Male,TV,Poor Sleep,5.84
,Female,Smartphone,Poor Sleep,5.19
,Male,Smartphone,Poor Sleep,4.22
,Male,Laptop,Poor Sleep,5.6
,Female,Smartphone,Poor Sleep,4.72
,Male,TV,Poor Sleep,3.42
,Male,Smartphone,Poor Sleep,5.56
,Female,TV,Poor Sleep,4.51
,Male,TV,Poor Sleep,10.21
,Female,Smartphone,Poor Sleep,3.01
,Male,Smartphone,Poor Sleep,4.56
,Male,Smartphone,Poor Sleep,4.87
,Female,Smartphone,Poor Sleep,6.69
,Male,Smartphone,Poor Sleep,3.4
,Female,TV,Poor Sleep,5.63
,Male,Tablet,Poor Sleep,3.39
,Female,Laptop,Poor Sleep,3.91
,Male,Smartphone,Poor Sleep,4.05
,Female,TV,Poor Sleep,4.77
,Male,Smartphone,Poor Sleep,5.4
,Female,TV,Poor Sleep,4.2
,Male,Laptop,Poor Sleep,3.94
,Female,TV,Poor Sleep,4.79
,Male,Laptop,Poor Sleep,3.02
,Female,Smartphone,Poor Sleep,4.02
,Male,Smartphone,Poor Sleep,4.23
,Male,Smartphone,Poor Sleep,5.4
,Male,Tablet,Poor Sleep,6.21
,Female,Smartphone,Poor Sleep,4.73
,Female,Smartphone,Poor Sleep,3.73
,Female,TV,Poor Sleep,3.87
,Female,Smartphone,Poor Sleep,3.63
,Male,Smartphone,Poor Sleep,6.33
,Male,Smartphone,Poor Sleep,5.03
,Female,Smartphone,Poor Sleep,3.49
,Male,Laptop,Poor Sleep,3.46
,Female,Laptop,Poor Sleep,3.16
,Female,Tablet,Poor Sleep,7.69
,Female,Smartphone,Poor Sleep,5.95
,Male,Smartphone,Poor Sleep,4.9
,Female,Laptop,Poor Sleep,4.35
,Female,Smartphone,Poor Sleep,7.32
,Male,Smartphone,Poor Sleep,4.93
,Female,TV,Poor Sleep,8.67
,Female,Smartphone,Poor Sleep,5.8
,Female,Smartphone,Poor Sleep,4.04
,Male,Laptop,Poor Sleep,4.5
,Male,TV,Poor Sleep,7.18
,Male,Smartphone,Poor Sleep,7.39
,Male,Tablet,Poor Sleep,3.11
,Male,Laptop,Poor Sleep,6.53
,Male,TV,Poor Sleep,3.91
,Female,Laptop,Poor Sleep,4.53
,Female,TV,Poor Sleep,4.55
,Male,Tablet,Poor Sleep,4.61
,Female,Smartphone,Poor Sleep,3.22
,Female,Tablet,Poor Sleep,5.25
,Female,Smartphone,Poor Sleep,3.51
,Female,Smartphone,Poor Sleep,5.23
,Male,TV,Poor Sleep,6.15
,Male,Smartphone,Poor Sleep,4.06
,Female,Laptop,Poor Sleep,4.58
,Female,TV,Poor Sleep,5.11
,Female,Smartphone,Poor Sleep,6.47
,Female,TV,Poor Sleep,4.43
,Male,Smartphone,Poor Sleep,5.82
,Male,Laptop,Poor Sleep,6.78
,Male,Smartphone,Poor Sleep,4.66
,Male,Smartphone,Poor Sleep,4.64
,Female,Tablet,Poor Sleep,4.6
,Male,Smartphone,Poor Sleep,7.28
,Female,Smartphone,Poor Sleep,4.92
,Female,Smartphone,Poor Sleep,5.54
,Male,TV,Poor Sleep,3.84
,Female,TV,Poor Sleep,6.86
,Male,Smartphone,Poor Sleep,6.41
,Female,Smartphone,Poor Sleep,8.25
,Female,Smartphone,Poor Sleep,3.76
,Female,Smartphone,Poor Sleep,5.48
,Female,Smartphone,Poor Sleep,3.3
,Female,Laptop,Poor Sleep,4.3
,Female,Laptop,Poor Sleep,4.29
,Male,TV,Poor Sleep,6.24
,Female,Smartphone,Poor Sleep,4.09
,Female,TV,Poor Sleep,3.57
,Female,Laptop,Poor Sleep,6.63
,Male,Smartphone,Poor Sleep,5.2
,Female,TV,Poor Sleep,8.08
,Male,TV,Poor Sleep,5.31
,Female,Smartphone,Poor Sleep,5.19
,Male,Smartphone,Poor Sleep,4.59
,Male,Tablet,Poor Sleep,6.3
,Male,Smartphone,Poor Sleep,3.75
,Female,Smartphone,Poor Sleep,4.96
,Female,TV,Poor Sleep,5.27
,Female,Smartphone,Poor Sleep,3.43
,Female,Smartphone,Poor Sleep,4.56
,Female,Smartphone,Poor Sleep,4.37
,Female,Smartphone,Poor Sleep,5.53
,Female,TV,Poor Sleep,4.49
,Male,Smartphone,Poor Sleep,5.9
,Male,Tablet,Poor Sleep,3.4
,Female,TV,Poor Sleep,5.09
,Female,Smartphone,Poor Sleep,3.56
,Female,Tablet,Poor Sleep,3.56
,Male,TV,Poor Sleep,5.44
,Female,Tablet,Poor Sleep,4.54
,Female,Laptop,Poor Sleep,4.49
,Male,Laptop,Poor Sleep,6.49
,Female,Laptop,Poor Sleep,5.83
,Male,Laptop,Poor Sleep,3.71
,Male,Laptop,Poor Sleep,5.04
,Female,TV,Poor Sleep,5.38
,Female,TV,Poor Sleep,3.97
,Male,Laptop,Poor Sleep,5.04
,Male,Laptop,Poor Sleep,4.34
,Female,Laptop,Poor Sleep,5.56
,Male,Smartphone,Poor Sleep,3.47
,Female,Tablet,Poor Sleep,5.33
,Male,Smartphone,Poor Sleep,4.14
,Female,Tablet,Poor Sleep,3.92
,Male,Smartphone,Poor Sleep,6.94
,Female,Laptop,Poor Sleep,5.4
,Male,TV,Poor Sleep,4.74
,Male,TV,Poor Sleep,4.4
,Female,Smartphone,Poor Sleep,3.7
,Female,TV,Poor Sleep,6.98
,Male,TV,Poor Sleep,3.18
,Female,TV,Poor Sleep,4.56
,Female,TV,Poor Sleep,8.04
,Male,TV,Poor Sleep,4.03
,Male,TV,Poor Sleep,5.71
,Male,Smartphone,Poor Sleep,5.76
,Male,TV,Poor Sleep,4.68
,Female,Laptop,Poor Sleep,3.8
,Female,Laptop,Poor Sleep,4.62
,Female,Smartphone,Poor Sleep,3.86
,Female,Tablet,Poor Sleep,4.13
,Female,Smartphone,Poor Sleep,6.08
,Male,Laptop,Poor Sleep,3.92
,Female,Smartphone,Poor Sleep,4.97
,Female,TV,Poor Sleep,4.73
,Male,Laptop,Poor Sleep,5.19
,Female,Laptop,Poor Sleep,5.96
,Male,TV,Poor Sleep,4.62
,Male,TV,Poor Sleep,5.91
,Male,Smartphone,Poor Sleep,4.27
,Male,Smartphone,Poor Sleep,5.05
,Female,Laptop,Poor Sleep,7.7
,Male,Smartphone,Poor Sleep,4.97
,Female,TV,Poor Sleep,3.85
,Female,TV,Poor Sleep,4.59
,Female,Smartphone,Poor Sleep,3.62
,Female,TV,Poor Sleep,5.89
,Male,Tablet,Poor Sleep,3.66
,Female,TV,Poor Sleep,3.68
,Male,Smartphone,Poor Sleep,9.58
,Male,Smartphone,Poor Sleep,5.05
,Male,TV,Poor Sleep,5.61
,Male,TV,Poor Sleep,3.04
,Female,Smartphone,Poor Sleep,3.86
,Male,Laptop,Poor Sleep,5.23
,Male,Smartphone,Poor Sleep,6.12
,Male,Smartphone,Poor Sleep,3.97
,Female,Smartphone,Poor Sleep,3.57
,Female,Smartphone,Poor Sleep,6.14
,Female,Tablet,Poor Sleep,4.67
,Male,Tablet,Poor Sleep,4.2
,Male,TV,Poor Sleep,4.64
,Male,Smartphone,Poor Sleep,5.87
,Female,Smartphone,Poor Sleep,3.96
,Male,Smartphone,Poor Sleep,4.03
,Male,Tablet,Poor Sleep,5.78
,Female,Smartphone,Poor Sleep,6.36
,Female,TV,Poor Sleep,3.72
,Female,Smartphone,Poor Sleep,3.34
,Female,Smartphone,Poor Sleep,3.14
,Female,Smartphone,Poor Sleep,4.15
,Female,TV,Poor Sleep,3.49
,Female,Laptop,Poor Sleep,4.04
,Female,Smartphone,Poor Sleep,4.87
,Female,Tablet,Poor Sleep,5.54
,Male,Laptop,Poor Sleep,4.6
,Female,Smartphone,Poor Sleep,5.86
,Male,Smartphone,Poor Sleep,4.08
,Female,TV,Poor Sleep,3.41
,Male,Smartphone,Poor Sleep,6.41
,Male,TV,Poor Sleep,6.03
,Male,Smartphone,Poor Sleep,5.19
,Female,Smartphone,Poor Sleep,4.43
,Male,Smartphone,Poor Sleep,6.09
,Male,Tablet,Poor Sleep,5.32
,Female,TV,Poor Sleep,5.92
,Male,Smartphone,Poor Sleep,3.68
,Male,TV,Poor Sleep,5.75
,Female,Laptop,Poor Sleep,5.09
,Female,Smartphone,Poor Sleep,4.61
,Male,Smartphone,Poor Sleep,5.65
,Male,Laptop,Poor Sleep,3.76
,Female,Laptop,Poor Sleep,3.62
,Female,Smartphone,Poor Sleep,5.65
,Male,TV,Poor Sleep,7.72
,Male,Smartphone,Poor Sleep,4.18
,Female,TV,Poor Sleep,4.7
,Female,Smartphone,Poor Sleep,3.2
,Male,Smartphone,Poor Sleep,6.94
,Female,Smartphone,Poor Sleep,4.02
,Male,Smartphone,Poor Sleep,3.82
,Male,Smartphone,Poor Sleep,3.95
,Male,TV,Poor Sleep,7.65
,Male,Laptop,Poor Sleep,5.05
,Male,TV,Poor Sleep,5.82
,Male,TV,Poor Sleep,5.53
,Female,TV,Poor Sleep,3.88
,Male,Smartphone,Poor Sleep,5.86
,Female,Laptop,Poor Sleep,4.91
,Male,Smartphone,Poor Sleep,4.8
,Female,Laptop,Poor Sleep,4.41
,Male,Smartphone,Poor Sleep,4.63
,Male,Laptop,Poor Sleep,6.14
,Female,Smartphone,Poor Sleep,3.53
,Female,Smartphone,Poor Sleep,3.44
,Male,TV,Poor Sleep,3.81
,Female,Laptop,Poor Sleep,5.64
,Female,TV,Poor Sleep,4.21
,Female,Laptop,Poor Sleep,4.63
,Male,TV,Poor Sleep,4.57
,Female,Smartphone,Poor Sleep,5.07
,Male,Smartphone,Poor Sleep,5.75
,Male,Laptop,Poor Sleep,5.11
,Male,Smartphone,Poor Sleep,6.33
,Male,TV,Poor Sleep,6.07
,Female,Smartphone,Poor Sleep,5.3
,Male,Tablet,Poor Sleep,4.89
,Female,Smartphone,Poor Sleep,4.67
,Female,TV,Poor Sleep,5.93
,Male,Smartphone,Poor Sleep,7.25
,Female,Smartphone,Poor Sleep,4.94
,Female,Laptop,Poor Sleep,3.96
,Female,Smartphone,Poor Sleep,3.47
,Female,Laptop,Poor Sleep,6.92
,Male,Smartphone,Poor Sleep,3.67
,Female,Laptop,Poor Sleep,4.22
,Male,Smartphone,Poor Sleep,5.01
,Male,Smartphone,Poor Sleep,5.35
,Female,TV,Poor Sleep,9.88
,Male,Smartphone,Poor Sleep,4.41
,Male,Tablet,Poor Sleep,4.71
,Female,Smartphone,Poor Sleep,4.46
,Female,Smartphone,Poor Sleep,3.57
,Female,Laptop,Poor Sleep,3.23
,Male,TV,Poor Sleep,7.26
,Male,Smartphone,Poor Sleep,4.97
,Female,TV,Poor Sleep,6.31
,Female,Laptop,Poor Sleep,3.93
,Male,Laptop,Poor Sleep,3.02
,Female,Tablet,Poor Sleep,5.0
,Female,Tablet,Poor Sleep,4.4
,Female,Smartphone,Poor Sleep,3.75
,Female,TV,Poor Sleep,5.36
,Male,Smartphone,Poor Sleep,4.25
,Male,Tablet,Poor Sleep,5.77
,Female,Smartphone,Poor Sleep,4.57
,Female,Tablet,Poor Sleep,4.85
,Female,TV,Poor Sleep,9.73
,Male,Smartphone,Poor Sleep,3.94
,Female,TV,Poor Sleep,5.13
,Female,TV,Poor Sleep,3.87
,Female,Laptop,Poor Sleep,3.92
,Male,Tablet,Poor Sleep,8.03
,Male,Smartphone,Poor Sleep,3.36
,Female,Smartphone,Poor Sleep,5.9
,Male,Smartphone,Poor Sleep,3.3
,Male,Tablet,Poor Sleep,3.69
,Female,TV,Poor Sleep,8.63
,Male,Laptop,Poor Sleep,6.32
,Female,Smartphone,Poor Sleep,6.8
,Female,Smartphone,Poor Sleep,5.14
,Female,Laptop,Poor Sleep,3.61
,Male,Smartphone,Poor Sleep,6.12
,Male,Laptop,Poor Sleep,3.81
,Female,Smartphone,Poor Sleep,5.52
,Female,TV,Poor Sleep,5.97
,Male,TV,Poor Sleep,4.65
,Male,Smartphone,Poor Sleep,6.83
,Male,Smartphone,Poor Sleep,10.2
,Male,Smartphone,Poor Sleep,4.96
,Male,Smartphone,Poor Sleep,5.98
,Female,Smartphone,Poor Sleep,4.07
,Female,TV,Poor Sleep,4.18
,Female,Tablet,Poor Sleep,4.72
,Female,TV,Poor Sleep,4.58
,Female,Smartphone,Poor Sleep,4.45
,Female,Laptop,Poor Sleep,5.55
,Male,TV,Poor Sleep,3.95
,Male,Laptop,Poor Sleep,3.58
,Female,Smartphone,Poor Sleep,3.72
,Female,Smartphone,Poor Sleep,4.82
,Female,Laptop,Poor Sleep,4.43
,Female,TV,Poor Sleep,4.92
,Male,TV,Poor Sleep,6.76
,Female,Tablet,Poor Sleep,3.59
,Male,TV,Poor Sleep,4.47
,Male,Laptop,Poor Sleep,3.91
,Male,Smartphone,Poor Sleep,6.13
,Female,Smartphone,Poor Sleep,6.21
,Female,Laptop,Poor Sleep,5.8
,Male,Smartphone,Poor Sleep,4.57
,Female,TV,Poor Sleep,5.17
,Female,Laptop,Poor Sleep,4.77
,Male,Tablet,Poor Sleep,4.53
,Female,Tablet,Poor Sleep,4.18
,Male,Tablet,Poor Sleep,4.29
,Male,TV,Poor Sleep,3.59
,Male,Laptop,Poor Sleep,5.52
,Female,Laptop,Poor Sleep,3.88
,Female,Smartphone,Poor Sleep,4.62
,Female,Tablet,Poor Sleep,4.93
,Female,Smartphone,Poor Sleep,4.8
,Female,Laptop,Poor Sleep,3.82
,Female,Laptop,Poor Sleep,6.07
,Male,Tablet,Poor Sleep,3.71
,Male,TV,Poor Sleep,4.08
,Male,Smartphone,Poor Sleep,3.77
,Female,Laptop,Poor Sleep,4.49
,Male,TV,Poor Sleep,3.95
,Female,TV,Poor Sleep,7.81
,Female,Tablet,Poor Sleep,5.64
,Female,Tablet,Poor Sleep,9.65
,Male,TV,Poor Sleep,4.56
,Female,TV,Poor Sleep,3.61
,Female,Smartphone,Poor Sleep,5.57
,Female,Smartphone,Poor Sleep,6.51
,Male,Tablet,Poor Sleep,5.24
,Female,TV,Poor Sleep,9.29
,Male,Smartphone,Poor Sleep,4.03
,Female,Smartphone,Poor Sleep,5.69
,Male,Laptop,Poor Sleep,4.82
,Female,Smartphone,Poor Sleep,3.31
,Female,Smartphone,Poor Sleep,4.81
,Male,Smartphone,Poor Sleep,5.99
,Female,Smartphone,Poor Sleep,3.37
,Female,Laptop,Poor Sleep,3.87
,Female,Laptop,Poor Sleep,4.3
,Male,TV,Poor Sleep,3.03
,Male,Smartphone,Poor Sleep,7.78
,Male,Tablet,Poor Sleep,4.0
,Male,TV,Poor Sleep,6.3
,Male,Smartphone,Poor Sleep,4.92
,Male,TV,Poor Sleep,4.88
,Male,Smartphone,Poor Sleep,4.69
,Female,Laptop,Poor Sleep,6.37
,Female,Laptop,Poor Sleep,6.13
,Female,TV,Poor Sleep,4.44
,Female,Laptop,Poor Sleep,4.35
,Female,Smartphone,Poor Sleep,6.23
,Female,Tablet,Poor Sleep,4.95
,Male,Laptop,Poor Sleep,3.19
,Female,Tablet,Poor Sleep,6.34
,Female,Smartphone,Poor Sleep,5.4
,Female,TV,Poor Sleep,3.29
,Female,TV,Poor Sleep,4.79
,Male,TV,Poor Sleep,6.24
,Male,Laptop,Poor Sleep,4.86
,Female,Laptop,Poor Sleep,4.84
,Male,Smartphone,Poor Sleep,5.73
,Female,Smartphone,Poor Sleep,3.51
,Male,Smartphone,Poor Sleep,4.85
,Male,Laptop,Poor Sleep,5.45
,Male,Smartphone,Poor Sleep,8.91
,Female,TV,Poor Sleep,4.83
,Male,Smartphone,Poor Sleep,4.48
,Male,Laptop,Poor Sleep,3.38
,Female,Smartphone,Poor Sleep,3.55
,Male,Laptop,Poor Sleep,6.8
,Male,Smartphone,Poor Sleep,4.23
,Male,Laptop,Poor Sleep,3.36
,Female,Smartphone,Poor Sleep,4.93
,Female,Smartphone,Poor Sleep,4.22
,Female,Laptop,Poor Sleep,4.06
,Female,Laptop,Poor Sleep,4.62
,Male,Smartphone,Poor Sleep,3.8
,Male,Tablet,Poor Sleep,4.02
,Female,Smartphone,Poor Sleep,4.03
,Male,Smartphone,Poor Sleep,5.3
,Female,Smartphone,Poor Sleep,5.8
,Female,TV,Poor Sleep,3.83
,Male,TV,Poor Sleep,3.75
,Female,Smartphone,Poor Sleep,4.22
,Female,Smartphone,Poor Sleep,5.27
,Male,Smartphone,Poor Sleep,5.62
,Male,Smartphone,Poor Sleep,5.22
,Male,Tablet,Poor Sleep,5.32
,Female,TV,Poor Sleep,5.69
,Female,Smartphone,Poor Sleep,7.54
,Female,Laptop,Poor Sleep,7.09
,Male,TV,Poor Sleep,3.66
,Male,Smartphone,Poor Sleep,6.62
,Male,Smartphone,Poor Sleep,3.26
,Female,Smartphone,Poor Sleep,4.43
,Male,TV,Poor Sleep,5.6
None,,,,
,Female,Laptop,None,1.21
,Male,TV,None,2.97
,Male,TV,None,2.74
,Female,TV,None,0.0
,Female,Tablet,None,1.63
,Male,Smartphone,None,4.96
,Female,Smartphone,None,1.85
,Male,Smartphone,None,0.31
,Female,Smartphone,None,3.02
,Male,Tablet,None,2.16
,Female,Smartphone,None,1.63
,Male,Smartphone,None,2.75
,Female,Smartphone,None,0.0
,Male,Smartphone,None,2.34
,Male,Smartphone,None,2.85
,Female,Smartphone,None,1.06
,Male,Smartphone,None,2.83
,Male,Smartphone,None,3.92
,Male,Smartphone,None,0.0
,Male,Smartphone,None,3.47
,Male,Smartphone,None,2.3
,Male,Laptop,None,4.5
,Female,Laptop,None,2.65
,Male,Laptop,None,5.34
,Male,Tablet,None,0.9
,Female,TV,None,3.3
,Female,TV,None,2.69
,Male,TV,None,4.23
,Male,Laptop,None,3.41
,Male,Smartphone,None,2.9
,Female,Smartphone,None,5.43
,Female,Smartphone,None,1.67
,Female,Tablet,None,0.0
,Male,TV,None,3.39
,Female,Smartphone,None,1.36
,Male,Smartphone,None,0.0
,Male,TV,None,2.75
,Female,Smartphone,None,6.4
,Female,Smartphone,None,2.78
,Female,Smartphone,None,0.45
,Male,Smartphone,None,2.52
,Male,Smartphone,None,6.04
,Male,Smartphone,None,2.34
,Male,Smartphone,None,4.98
,Female,TV,None,5.02
