Product,Market Size,State,Profit,Sales
Earl Grey,Major Market,Illinois,40,150
Earl Grey,Major Market,Illinois,55,182
Earl Grey,Major Market,Illinois,59,189
Earl Grey,Major Market,Illinois,47,168
Earl Grey,Major Market,Illinois,84,201
Earl Grey,Major Market,Illinois,88,201
Earl Grey,Major Market,Illinois,79,192
Earl Grey,Major Market,Illinois,73,181
Earl Grey,Major Market,Illinois,61,159
Earl Grey,Major Market,Illinois,46,134
Earl Grey,Major Market,Illinois,43,130
Earl Grey,Major Market,Illinois,41,130
Earl Grey,Major Market,Illinois,59,160
Earl Grey,Major Market,Illinois,82,194
Earl Grey,Major Market,Illinois,88,201
Earl Grey,Major Market,Illinois,70,179
Colombian,Major Market,Florida,68,210
Colombian,Major Market,Florida,63,200
Colombian,Major Market,Florida,67,210
Colombian,Major Market,Florida,73,222
Colombian,Major Market,Florida,78,235
Colombian,Major Market,Florida,99,278
Colombian,Major Market,Florida,104,286
Colombian,Major Market,Florida,104,286
Colombian,Major Market,Florida,86,249
Colombian,Major Market,Florida,64,205
Colombian,Major Market,Florida,63,197
Colombian,Major Market,Florida,73,221
Colombian,Major Market,Florida,106,235
Colombian,Major Market,Florida,93,213
Colombian,Major Market,Florida,99,224
Colombian,Major Market,Florida,108,237
Colombian,Major Market,Florida,108,233
Colombian,Major Market,Florida,137,276
Colombian,Major Market,Florida,144,283
Colombian,Major Market,Florida,144,283
Colombian,Major Market,Florida,128,265
Colombian,Major Market,Florida,95,218
Colombian,Major Market,Florida,93,210
Colombian,Major Market,Florida,108,236
Green Tea,Major Market,Florida,28,81
Green Tea,Major Market,Florida,44,115
Green Tea,Major Market,Florida,47,121
Green Tea,Major Market,Florida,47,121
Green Tea,Major Market,Florida,52,130
Green Tea,Major Market,Florida,58,144
Green Tea,Major Market,Florida,58,144
Green Tea,Major Market,Florida,63,154
Green Tea,Major Market,Florida,49,126
Green Tea,Major Market,Florida,46,118
Green Tea,Major Market,Florida,28,78
Green Tea,Major Market,Florida,30,85
Green Tea,Major Market,Florida,44,91
Green Tea,Major Market,Florida,65,123
Green Tea,Major Market,Florida,70,129
Green Tea,Major Market,Florida,70,129
Green Tea,Major Market,Florida,72,129
Green Tea,Major Market,Florida,80,143
Green Tea,Major Market,Florida,80,143
Green Tea,Major Market,Florida,87,153
Green Tea,Major Market,Florida,73,134
Green Tea,Major Market,Florida,68,126
Green Tea,Major Market,Florida,42,83
Green Tea,Major Market,Florida,45,91
Caffe Mocha,Major Market,Florida,9,190
Caffe Mocha,Major Market,Florida,16,220
Caffe Mocha,Major Market,Florida,17,227
Caffe Mocha,Major Market,Florida,17,227
Caffe Mocha,Major Market,Florida,17,221
Caffe Mocha,Major Market,Florida,25,264
Caffe Mocha,Major Market,Florida,32,297
Caffe Mocha,Major Market,Florida,35,317
Caffe Mocha,Major Market,Florida,17,223
Caffe Mocha,Major Market,Florida,18,230
Caffe Mocha,Major Market,Florida,15,224
Caffe Mocha,Major Market,Florida,21,250
Caffe Mocha,Major Market,Florida,14,213
Caffe Mocha,Major Market,Florida,24,234
Caffe Mocha,Major Market,Florida,25,242
Caffe Mocha,Major Market,Florida,25,242
Caffe Mocha,Major Market,Florida,23,219
Caffe Mocha,Major Market,Florida,35,262
Caffe Mocha,Major Market,Florida,44,294
Caffe Mocha,Major Market,Florida,48,314
Caffe Mocha,Major Market,Florida,25,238
Caffe Mocha,Major Market,Florida,27,245
Caffe Mocha,Major Market,Florida,22,239
Caffe Mocha,Major Market,Florida,31,266
Decaf Espresso,Major Market,Florida,50,180
Decaf Espresso,Major Market,Florida,51,180
Decaf Espresso,Major Market,Florida,54,188
Decaf Espresso,Major Market,Florida,58,195
Decaf Espresso,Major Market,Florida,62,204
Decaf Espresso,Major Market,Florida,63,212
Decaf Espresso,Major Market,Florida,71,227
Decaf Espresso,Major Market,Florida,73,231
Decaf Espresso,Major Market,Florida,58,199
Decaf Espresso,Major Market,Florida,60,202
Decaf Espresso,Major Market,Florida,51,180
Decaf Espresso,Major Market,Florida,58,195
Decaf Espresso,Major Market,Florida,78,201
Decaf Espresso,Major Market,Florida,76,192
Decaf Espresso,Major Market,Florida,80,200
Decaf Espresso,Major Market,Florida,86,208
Decaf Espresso,Major Market,Florida,86,202
Decaf Espresso,Major Market,Florida,87,210
Decaf Espresso,Major Market,Florida,98,225
Decaf Espresso,Major Market,Florida,101,229
Decaf Espresso,Major Market,Florida,86,212
Decaf Espresso,Major Market,Florida,89,215
Decaf Espresso,Major Market,Florida,76,192
Decaf Espresso,Major Market,Florida,86,208
Chamomile,Major Market,Florida,34,110
Chamomile,Major Market,Florida,34,110
Chamomile,Major Market,Florida,35,112
Chamomile,Major Market,Florida,31,103
Chamomile,Major Market,Florida,35,110
Chamomile,Major Market,Florida,35,110
Chamomile,Major Market,Florida,36,115
Chamomile,Major Market,Florida,18,69
Chamomile,Major Market,Florida,21,76
Chamomile,Major Market,Florida,10,51
Chamomile,Major Market,Florida,11,52
Chamomile,Major Market,Florida,12,56
Chamomile,Major Market,Florida,53,123
Chamomile,Major Market,Florida,50,117
Chamomile,Major Market,Florida,52,119
Chamomile,Major Market,Florida,46,110
Chamomile,Major Market,Florida,48,109
Chamomile,Major Market,Florida,48,109
Chamomile,Major Market,Florida,50,114
Chamomile,Major Market,Florida,25,68
Chamomile,Major Market,Florida,31,81
Chamomile,Major Market,Florida,15,54
Chamomile,Major Market,Florida,16,55
Chamomile,Major Market,Florida,18,60
Lemon,Major Market,Florida,13,120
Lemon,Major Market,Florida,12,118
Lemon,Major Market,Florida,12,120
Lemon,Major Market,Florida,15,127
Lemon,Major Market,Florida,17,130
Lemon,Major Market,Florida,19,133
Lemon,Major Market,Florida,19,133
Lemon,Major Market,Florida,20,140
Lemon,Major Market,Florida,24,149
Lemon,Major Market,Florida,16,126
Lemon,Major Market,Florida,13,121
Lemon,Major Market,Florida,23,145
Lemon,Major Market,Florida,20,134
Lemon,Major Market,Florida,18,126
Lemon,Major Market,Florida,18,128
Lemon,Major Market,Florida,22,135
Lemon,Major Market,Florida,23,129
Lemon,Major Market,Florida,26,132
Lemon,Major Market,Florida,26,132
Lemon,Major Market,Florida,28,139
Lemon,Major Market,Florida,36,159
Lemon,Major Market,Florida,24,134
Lemon,Major Market,Florida,19,129
Lemon,Major Market,Florida,34,155
Mint,Major Market,Florida,39,150
Mint,Major Market,Florida,42,154
Mint,Major Market,Florida,40,155
Mint,Major Market,Florida,39,151
Mint,Major Market,Florida,47,170
Mint,Major Market,Florida,49,177
Mint,Major Market,Florida,55,189
Mint,Major Market,Florida,70,226
Mint,Major Market,Florida,53,182
Mint,Major Market,Florida,48,174
Mint,Major Market,Florida,44,164
Mint,Major Market,Florida,50,176
Mint,Major Market,Florida,61,168
Mint,Major Market,Florida,62,164
Mint,Major Market,Florida,59,165
Mint,Major Market,Florida,58,161
Mint,Major Market,Florida,65,168
Mint,Major Market,Florida,68,175
Mint,Major Market,Florida,76,187
Mint,Major Market,Florida,97,224
Mint,Major Market,Florida,79,194
Mint,Major Market,Florida,71,185
Mint,Major Market,Florida,65,175
Mint,Major Market,Florida,74,188
Colombian,Major Market,New York,262,678
Colombian,Major Market,New York,245,645
Colombian,Major Market,New York,259,675
Colombian,Major Market,New York,276,712
Colombian,Major Market,New York,295,756
Colombian,Major Market,New York,357,890
Colombian,Major Market,New York,370,912
Colombian,Major Market,New York,368,910
Colombian,Major Market,New York,312,790
Colombian,Major Market,New York,247,650
Colombian,Major Market,New York,236,623
Colombian,Major Market,New York,271,699
Colombian,Major Market,New York,408,759
Colombian,Major Market,New York,364,687
Colombian,Major Market,New York,384,719
Colombian,Major Market,New York,410,759
Colombian,Major Market,New York,407,749
Colombian,Major Market,New York,493,882
Colombian,Major Market,New York,511,904
Colombian,Major Market,New York,508,902
Colombian,Major Market,New York,463,842
Colombian,Major Market,New York,367,693
Colombian,Major Market,New York,350,664
Colombian,Major Market,New York,402,745
Green Tea,Major Market,New York,54,134
Green Tea,Major Market,New York,79,189
Green Tea,Major Market,New York,83,198
Green Tea,Major Market,New York,83,198
Green Tea,Major Market,New York,89,210
Green Tea,Major Market,New York,99,230
Green Tea,Major Market,New York,98,230
Green Tea,Major Market,New York,105,245
Green Tea,Major Market,New York,84,199
Green Tea,Major Market,New York,78,187
Green Tea,Major Market,New York,47,123
Green Tea,Major Market,New York,52,133
Green Tea,Major Market,New York,84,150
Green Tea,Major Market,New York,117,201
Green Tea,Major Market,New York,123,211
Green Tea,Major Market,New York,123,211
Green Tea,Major Market,New York,123,208
Green Tea,Major Market,New York,137,228
Green Tea,Major Market,New York,135,228
Green Tea,Major Market,New York,145,243
Green Tea,Major Market,New York,125,212
Green Tea,Major Market,New York,116,199
Green Tea,Major Market,New York,70,131
Green Tea,Major Market,New York,77,142
Caffe Mocha,Major Market,New York,-172,61
Caffe Mocha,Major Market,New York,-203,61
Caffe Mocha,Major Market,New York,-208,63
Caffe Mocha,Major Market,New York,-205,66
Caffe Mocha,Major Market,New York,-195,69
Caffe Mocha,Major Market,New York,-236,72
Caffe Mocha,Major Market,New York,-266,77
Caffe Mocha,Major Market,New York,-284,78
Caffe Mocha,Major Market,New York,-197,68
Caffe Mocha,Major Market,New York,-202,69
Caffe Mocha,Major Market,New York,-202,61
Caffe Mocha,Major Market,New York,-224,66
Caffe Mocha,Major Market,New York,-268,68
Caffe Mocha,Major Market,New York,-301,65
Caffe Mocha,Major Market,New York,-309,67
Caffe Mocha,Major Market,New York,-304,70
Caffe Mocha,Major Market,New York,-269,68
Caffe Mocha,Major Market,New York,-326,71
Caffe Mocha,Major Market,New York,-367,76
Caffe Mocha,Major Market,New York,-392,77
Caffe Mocha,Major Market,New York,-292,72
Caffe Mocha,Major Market,New York,-300,74
Caffe Mocha,Major Market,New York,-300,65
Caffe Mocha,Major Market,New York,-332,70
Lemon,Major Market,New York,111,483
Lemon,Major Market,New York,131,495
Lemon,Major Market,New York,141,513
Lemon,Major Market,New York,247,638
Lemon,Major Market,New York,252,651
Lemon,Major Market,New York,263,669
Lemon,Major Market,New York,388,793
Lemon,Major Market,New York,229,653
Lemon,Major Market,New York,92,541
Lemon,Major Market,New York,129,513
Lemon,Major Market,New York,204,576
Lemon,Major Market,New York,309,747
Lemon,Major Market,New York,173,540
Lemon,Major Market,New York,194,528
Lemon,Major Market,New York,209,547
Lemon,Major Market,New York,367,680
Lemon,Major Market,New York,348,645
Lemon,Major Market,New York,363,663
Lemon,Major Market,New York,536,786
Lemon,Major Market,New York,316,647
Lemon,Major Market,New York,137,577
Lemon,Major Market,New York,191,547
Lemon,Major Market,New York,303,614
Lemon,Major Market,New York,459,796
Mint,Major Market,New York,-113,180
Mint,Major Market,New York,-120,180
Mint,Major Market,New York,-119,182
Mint,Major Market,New York,-105,189
Mint,Major Market,New York,-131,198
Mint,Major Market,New York,-143,198
Mint,Major Market,New York,-164,198
Mint,Major Market,New York,-304,124
Mint,Major Market,New York,-238,112
Mint,Major Market,New York,-170,164
Mint,Major Market,New York,-156,160
Mint,Major Market,New York,-189,148
Mint,Major Market,New York,-176,201
Mint,Major Market,New York,-178,192
Mint,Major Market,New York,-177,194
Mint,Major Market,New York,-156,201
Mint,Major Market,New York,-181,196
Mint,Major Market,New York,-197,196
Mint,Major Market,New York,-226,196
Mint,Major Market,New York,-420,123
Mint,Major Market,New York,-353,119
Mint,Major Market,New York,-252,175
Mint,Major Market,New York,-232,171
Mint,Major Market,New York,-280,158
Earl Grey,Major Market,New York,94,219
Earl Grey,Major Market,New York,105,243
Earl Grey,Major Market,New York,91,213
Earl Grey,Major Market,New York,95,223
Earl Grey,Major Market,New York,111,256
Earl Grey,Major Market,New York,121,276
Earl Grey,Major Market,New York,111,256
Earl Grey,Major Market,New York,133,301
Earl Grey,Major Market,New York,133,302
Earl Grey,Major Market,New York,134,302
Earl Grey,Major Market,New York,127,290
Earl Grey,Major Market,New York,133,302
Earl Grey,Major Market,New York,146,245
Earl Grey,Major Market,New York,156,259
Earl Grey,Major Market,New York,135,227
Earl Grey,Major Market,New York,141,238
Earl Grey,Major Market,New York,153,254
Earl Grey,Major Market,New York,167,274
Earl Grey,Major Market,New York,153,254
Earl Grey,Major Market,New York,184,298
Earl Grey,Major Market,New York,197,322
Earl Grey,Major Market,New York,199,322
Earl Grey,Major Market,New York,188,309
Earl Grey,Major Market,New York,197,322
Regular Espresso,Major Market,New York,175,490
Regular Espresso,Major Market,New York,264,580
Regular Espresso,Major Market,New York,194,523
Regular Espresso,Major Market,New York,235,564
Regular Espresso,Major Market,New York,187,543
Regular Espresso,Major Market,New York,318,675
Regular Espresso,Major Market,New York,182,546
Regular Espresso,Major Market,New York,179,543
Regular Espresso,Major Market,New York,224,567
Regular Espresso,Major Market,New York,435,765
Regular Espresso,Major Market,New York,381,675
Regular Espresso,Major Market,New York,312,657
Regular Espresso,Major Market,New York,273,548
Regular Espresso,Major Market,New York,392,618
Regular Espresso,Major Market,New York,288,557
Regular Espresso,Major Market,New York,349,601
Regular Espresso,Major Market,New York,258,538
Regular Espresso,Major Market,New York,439,669
Regular Espresso,Major Market,New York,251,541
Regular Espresso,Major Market,New York,247,538
Regular Espresso,Major Market,New York,332,604
Regular Espresso,Major Market,New York,646,815
Regular Espresso,Major Market,New York,565,719
Regular Espresso,Major Market,New York,463,700
Colombian,Small Market,Nevada,-3,76
Colombian,Small Market,Nevada,-5,74
Colombian,Small Market,Nevada,-4,75
Colombian,Small Market,Nevada,-2,79
Colombian,Small Market,Nevada,-1,81
Colombian,Small Market,Nevada,0,82
Colombian,Small Market,Nevada,-1,82
Colombian,Small Market,Nevada,1,86
Colombian,Small Market,Nevada,2,91
Colombian,Small Market,Nevada,-2,77
Colombian,Small Market,Nevada,-4,74
Colombian,Small Market,Nevada,1,88
Colombian,Small Market,Nevada,-5,85
Colombian,Small Market,Nevada,-7,79
Colombian,Small Market,Nevada,-6,80
Colombian,Small Market,Nevada,-3,84
Colombian,Small Market,Nevada,-1,80
Colombian,Small Market,Nevada,0,81
Colombian,Small Market,Nevada,-1,81
Colombian,Small Market,Nevada,1,85
Colombian,Small Market,Nevada,3,97
Colombian,Small Market,Nevada,-3,82
Colombian,Small Market,Nevada,-6,79
Colombian,Small Market,Nevada,1,94
Green Tea,Small Market,Nevada,-354,17
Green Tea,Small Market,Nevada,-342,23
Green Tea,Small Market,Nevada,-340,32
Green Tea,Small Market,Nevada,-365,26
Green Tea,Small Market,Nevada,-380,18
Green Tea,Small Market,Nevada,-369,37
Green Tea,Small Market,Nevada,-378,27
Green Tea,Small Market,Nevada,-404,21
Green Tea,Small Market,Nevada,-430,19
Green Tea,Small Market,Nevada,-363,21
Green Tea,Small Market,Nevada,-340,32
Green Tea,Small Market,Nevada,-408,31
Green Tea,Small Market,Nevada,-552,19
Green Tea,Small Market,Nevada,-508,25
Green Tea,Small Market,Nevada,-505,34
Green Tea,Small Market,Nevada,-542,28
Green Tea,Small Market,Nevada,-524,18
Green Tea,Small Market,Nevada,-509,37
Green Tea,Small Market,Nevada,-522,27
Green Tea,Small Market,Nevada,-558,21
Green Tea,Small Market,Nevada,-638,20
Green Tea,Small Market,Nevada,-539,22
Green Tea,Small Market,Nevada,-505,34
Green Tea,Small Market,Nevada,-605,33
Caffe Mocha,Small Market,Nevada,10,45
Caffe Mocha,Small Market,Nevada,10,45
Caffe Mocha,Small Market,Nevada,10,45
Caffe Mocha,Small Market,Nevada,11,47
Caffe Mocha,Small Market,Nevada,13,49
Caffe Mocha,Small Market,Nevada,18,58
Caffe Mocha,Small Market,Nevada,17,61
Caffe Mocha,Small Market,Nevada,19,63
Caffe Mocha,Small Market,Nevada,12,48
Caffe Mocha,Small Market,Nevada,14,52
Caffe Mocha,Small Market,Nevada,9,39
Caffe Mocha,Small Market,Nevada,10,41
Caffe Mocha,Small Market,Nevada,16,50
Caffe Mocha,Small Market,Nevada,15,48
Caffe Mocha,Small Market,Nevada,15,48
Caffe Mocha,Small Market,Nevada,16,50
Caffe Mocha,Small Market,Nevada,18,49
Caffe Mocha,Small Market,Nevada,25,57
Caffe Mocha,Small Market,Nevada,23,60
Caffe Mocha,Small Market,Nevada,26,62
Caffe Mocha,Small Market,Nevada,18,51
Caffe Mocha,Small Market,Nevada,21,55
Caffe Mocha,Small Market,Nevada,13,42
Caffe Mocha,Small Market,Nevada,15,44
Decaf Espresso,Small Market,Nevada,11,43
Decaf Espresso,Small Market,Nevada,11,47
Decaf Espresso,Small Market,Nevada,10,41
Decaf Espresso,Small Market,Nevada,10,43
Decaf Espresso,Small Market,Nevada,13,49
Decaf Espresso,Small Market,Nevada,15,53
Decaf Espresso,Small Market,Nevada,12,49
Decaf Espresso,Small Market,Nevada,17,58
Decaf Espresso,Small Market,Nevada,17,58
Decaf Espresso,Small Market,Nevada,17,58
Decaf Espresso,Small Market,Nevada,17,56
Decaf Espresso,Small Market,Nevada,17,58
Decaf Espresso,Small Market,Nevada,17,48
Decaf Espresso,Small Market,Nevada,16,50
Decaf Espresso,Small Market,Nevada,15,44
Decaf Espresso,Small Market,Nevada,15,46
Decaf Espresso,Small Market,Nevada,18,49
Decaf Espresso,Small Market,Nevada,21,53
Decaf Espresso,Small Market,Nevada,17,49
Decaf Espresso,Small Market,Nevada,23,57
Decaf Espresso,Small Market,Nevada,25,62
Decaf Espresso,Small Market,Nevada,25,62
Decaf Espresso,Small Market,Nevada,25,60
Decaf Espresso,Small Market,Nevada,25,62
Chamomile,Small Market,Nevada,16,250
Chamomile,Small Market,Nevada,26,290
Chamomile,Small Market,Nevada,27,298
Chamomile,Small Market,Nevada,27,298
Chamomile,Small Market,Nevada,25,289
Chamomile,Small Market,Nevada,37,345
Chamomile,Small Market,Nevada,45,387
Chamomile,Small Market,Nevada,49,412
Chamomile,Small Market,Nevada,26,290
Chamomile,Small Market,Nevada,26,298
Chamomile,Small Market,Nevada,26,289
Chamomile,Small Market,Nevada,32,322
Chamomile,Small Market,Nevada,25,280
Chamomile,Small Market,Nevada,39,309
Chamomile,Small Market,Nevada,40,318
Chamomile,Small Market,Nevada,40,318
Chamomile,Small Market,Nevada,35,286
Chamomile,Small Market,Nevada,51,342
Chamomile,Small Market,Nevada,62,384
Chamomile,Small Market,Nevada,68,408
Chamomile,Small Market,Nevada,39,309
Chamomile,Small Market,Nevada,39,318
Chamomile,Small Market,Nevada,39,308
Chamomile,Small Market,Nevada,47,343
Lemon,Small Market,Nevada,111,345
Lemon,Small Market,Nevada,115,354
Lemon,Small Market,Nevada,119,367
Lemon,Small Market,Nevada,156,456
Lemon,Small Market,Nevada,160,465
Lemon,Small Market,Nevada,166,478
Lemon,Small Market,Nevada,208,567
Lemon,Small Market,Nevada,163,467
Lemon,Small Market,Nevada,129,387
Lemon,Small Market,Nevada,120,367
Lemon,Small Market,Nevada,138,412
Lemon,Small Market,Nevada,194,534
Lemon,Small Market,Nevada,173,386
Lemon,Small Market,Nevada,171,377
Lemon,Small Market,Nevada,177,391
Lemon,Small Market,Nevada,232,486
Lemon,Small Market,Nevada,221,461
Lemon,Small Market,Nevada,229,474
Lemon,Small Market,Nevada,287,562
Lemon,Small Market,Nevada,225,463
Lemon,Small Market,Nevada,191,412
Lemon,Small Market,Nevada,178,391
Lemon,Small Market,Nevada,205,439
Lemon,Small Market,Nevada,288,569
Mint,Small Market,Nevada,86,234
Mint,Small Market,Nevada,94,254
Mint,Small Market,Nevada,102,267
Mint,Small Market,Nevada,115,301
Mint,Small Market,Nevada,121,312
Mint,Small Market,Nevada,136,345
Mint,Small Market,Nevada,150,376
Mint,Small Market,Nevada,150,376
Mint,Small Market,Nevada,115,298
Mint,Small Market,Nevada,114,298
Mint,Small Market,Nevada,107,278
Mint,Small Market,Nevada,122,312
Mint,Small Market,Nevada,134,262
Mint,Small Market,Nevada,140,271
Mint,Small Market,Nevada,151,285
Mint,Small Market,Nevada,171,321
Mint,Small Market,Nevada,167,309
Mint,Small Market,Nevada,188,342
Mint,Small Market,Nevada,207,373
Mint,Small Market,Nevada,207,373
Mint,Small Market,Nevada,171,318
Mint,Small Market,Nevada,169,318
Mint,Small Market,Nevada,159,296
Mint,Small Market,Nevada,181,332
Earl Grey,Small Market,Nevada,141,456
Earl Grey,Small Market,Nevada,142,457
Earl Grey,Small Market,Nevada,148,478
Earl Grey,Small Market,Nevada,149,478
Earl Grey,Small Market,Nevada,164,521
Earl Grey,Small Market,Nevada,165,521
Earl Grey,Small Market,Nevada,168,532
Earl Grey,Small Market,Nevada,167,532
Earl Grey,Small Market,Nevada,156,498
Earl Grey,Small Market,Nevada,149,478
Earl Grey,Small Market,Nevada,128,423
Earl Grey,Small Market,Nevada,157,501
Earl Grey,Small Market,Nevada,220,510
Earl Grey,Small Market,Nevada,211,487
Earl Grey,Small Market,Nevada,220,509
Earl Grey,Small Market,Nevada,221,509
Earl Grey,Small Market,Nevada,226,516
Earl Grey,Small Market,Nevada,228,516
Earl Grey,Small Market,Nevada,232,527
Earl Grey,Small Market,Nevada,230,527
Earl Grey,Small Market,Nevada,232,531
Earl Grey,Small Market,Nevada,221,509
Earl Grey,Small Market,Nevada,190,451
Earl Grey,Small Market,Nevada,233,534
Caffe Latte,Small Market,Nevada,11,43
Caffe Latte,Small Market,Nevada,31,43
Caffe Latte,Small Market,Nevada,31,43
Caffe Latte,Small Market,Nevada,32,43
Caffe Latte,Small Market,Nevada,31,43
Caffe Latte,Small Market,Nevada,31,43
Caffe Latte,Small Market,Nevada,32,43
Caffe Latte,Small Market,Nevada,32,43
Caffe Latte,Small Market,Nevada,32,43
Caffe Latte,Small Market,Nevada,32,43
Caffe Latte,Small Market,Nevada,31,43
Caffe Latte,Small Market,Nevada,31,43
Caffe Latte,Small Market,Nevada,17,48
Caffe Latte,Small Market,Nevada,46,46
Caffe Latte,Small Market,Nevada,46,46
Caffe Latte,Small Market,Nevada,47,46
Caffe Latte,Small Market,Nevada,43,43
Caffe Latte,Small Market,Nevada,43,43
Caffe Latte,Small Market,Nevada,44,43
Caffe Latte,Small Market,Nevada,44,43
Caffe Latte,Small Market,Nevada,47,46
Caffe Latte,Small Market,Nevada,47,46
Caffe Latte,Small Market,Nevada,46,46
Caffe Latte,Small Market,Nevada,46,46
Colombian,Small Market,Washington,38,130
Colombian,Small Market,Washington,44,142
Colombian,Small Market,Washington,48,150
Colombian,Small Market,Washington,54,169
Colombian,Small Market,Washington,58,175
Colombian,Small Market,Washington,66,193
Colombian,Small Market,Washington,75,211
Colombian,Small Market,Washington,76,211
Colombian,Small Market,Washington,56,167
Colombian,Small Market,Washington,56,167
Colombian,Small Market,Washington,50,156
Colombian,Small Market,Washington,58,176
Colombian,Small Market,Washington,59,145
Colombian,Small Market,Washington,65,151
Colombian,Small Market,Washington,71,160
Colombian,Small Market,Washington,80,180
Colombian,Small Market,Washington,80,173
Colombian,Small Market,Washington,91,191
Colombian,Small Market,Washington,104,209
Colombian,Small Market,Washington,105,209
Colombian,Small Market,Washington,83,178
Colombian,Small Market,Washington,83,178
Colombian,Small Market,Washington,74,166
Colombian,Small Market,Washington,86,188
Green Tea,Small Market,Washington,8,180
Green Tea,Small Market,Washington,3,155
Green Tea,Small Market,Washington,0,150
Green Tea,Small Market,Washington,0,150
Green Tea,Small Market,Washington,2,154
Green Tea,Small Market,Washington,-3,128
Green Tea,Small Market,Washington,-5,113
Green Tea,Small Market,Washington,-8,105
Green Tea,Small Market,Washington,2,149
Green Tea,Small Market,Washington,0,144
Green Tea,Small Market,Washington,1,147
Green Tea,Small Market,Washington,-3,131
Green Tea,Small Market,Washington,12,201
Green Tea,Small Market,Washington,4,165
Green Tea,Small Market,Washington,0,160
Green Tea,Small Market,Washington,0,160
Green Tea,Small Market,Washington,3,153
Green Tea,Small Market,Washington,-4,127
Green Tea,Small Market,Washington,-7,112
Green Tea,Small Market,Washington,-11,104
Green Tea,Small Market,Washington,3,159
Green Tea,Small Market,Washington,0,153
Green Tea,Small Market,Washington,1,157
Green Tea,Small Market,Washington,-4,140
Caffe Mocha,Small Market,Washington,13,120
Caffe Mocha,Small Market,Washington,12,118
Caffe Mocha,Small Market,Washington,12,120
Caffe Mocha,Small Market,Washington,15,127
Caffe Mocha,Small Market,Washington,16,130
Caffe Mocha,Small Market,Washington,18,133
Caffe Mocha,Small Market,Washington,18,133
Caffe Mocha,Small Market,Washington,20,140
Caffe Mocha,Small Market,Washington,23,149
Caffe Mocha,Small Market,Washington,16,126
Caffe Mocha,Small Market,Washington,13,121
Caffe Mocha,Small Market,Washington,23,145
Caffe Mocha,Small Market,Washington,20,134
Caffe Mocha,Small Market,Washington,18,126
Caffe Mocha,Small Market,Washington,18,128
Caffe Mocha,Small Market,Washington,22,135
Caffe Mocha,Small Market,Washington,22,129
Caffe Mocha,Small Market,Washington,25,132
Caffe Mocha,Small Market,Washington,25,132
Caffe Mocha,Small Market,Washington,28,139
Caffe Mocha,Small Market,Washington,34,159
Caffe Mocha,Small Market,Washington,24,134
Caffe Mocha,Small Market,Washington,19,129
Caffe Mocha,Small Market,Washington,34,155
Decaf Espresso,Small Market,Washington,39,150
Decaf Espresso,Small Market,Washington,41,154
Decaf Espresso,Small Market,Washington,40,155
Decaf Espresso,Small Market,Washington,39,151
Decaf Espresso,Small Market,Washington,47,170
Decaf Espresso,Small Market,Washington,49,177
Decaf Espresso,Small Market,Washington,56,189
Decaf Espresso,Small Market,Washington,71,226
Decaf Espresso,Small Market,Washington,53,182
Decaf Espresso,Small Market,Washington,48,174
Decaf Espresso,Small Market,Washington,45,164
Decaf Espresso,Small Market,Washington,51,176
Decaf Espresso,Small Market,Washington,61,168
Decaf Espresso,Small Market,Washington,61,164
Decaf Espresso,Small Market,Washington,59,165
Decaf Espresso,Small Market,Washington,58,161
Decaf Espresso,Small Market,Washington,65,168
Decaf Espresso,Small Market,Washington,68,175
Decaf Espresso,Small Market,Washington,77,187
Decaf Espresso,Small Market,Washington,98,224
Decaf Espresso,Small Market,Washington,79,194
Decaf Espresso,Small Market,Washington,71,185
Decaf Espresso,Small Market,Washington,67,175
Decaf Espresso,Small Market,Washington,76,188
Chamomile,Small Market,Washington,115,310
Chamomile,Small Market,Washington,121,325
Chamomile,Small Market,Washington,115,309
Chamomile,Small Market,Washington,106,292
Chamomile,Small Market,Washington,98,275
Chamomile,Small Market,Washington,79,232
Chamomile,Small Market,Washington,75,225
Chamomile,Small Market,Washington,75,225
Chamomile,Small Market,Washington,91,258
Chamomile,Small Market,Washington,115,313
Chamomile,Small Market,Washington,122,325
Chamomile,Small Market,Washington,105,289
Chamomile,Small Market,Washington,179,347
Chamomile,Small Market,Washington,180,346
Chamomile,Small Market,Washington,171,329
Chamomile,Small Market,Washington,157,311
Chamomile,Small Market,Washington,135,273
Chamomile,Small Market,Washington,109,230
Chamomile,Small Market,Washington,104,223
Chamomile,Small Market,Washington,104,223
Chamomile,Small Market,Washington,135,275
Chamomile,Small Market,Washington,171,334
Chamomile,Small Market,Washington,181,346
Chamomile,Small Market,Washington,156,308
Lemon,Small Market,Washington,30,85
Lemon,Small Market,Washington,34,94
Lemon,Small Market,Washington,29,82
Lemon,Small Market,Washington,30,86
Lemon,Small Market,Washington,36,99
Lemon,Small Market,Washington,40,107
Lemon,Small Market,Washington,37,99
Lemon,Small Market,Washington,45,118
Lemon,Small Market,Washington,47,119
Lemon,Small Market,Washington,47,119
Lemon,Small Market,Washington,44,115
Lemon,Small Market,Washington,46,120
Lemon,Small Market,Washington,47,95
Lemon,Small Market,Washington,50,100
Lemon,Small Market,Washington,43,87
Lemon,Small Market,Washington,45,92
Lemon,Small Market,Washington,50,98
Lemon,Small Market,Washington,55,106
Lemon,Small Market,Washington,51,98
Lemon,Small Market,Washington,62,117
Lemon,Small Market,Washington,70,127
Lemon,Small Market,Washington,70,127
