Gender,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Avg_Daily_Screen_Time_hr
Male,Smartphone,TRUE,Poor Sleep,4.85
Male,Smartphone,TRUE,Poor Sleep,4.51
Male,Smartphone,TRUE,Poor Sleep,4.83
Female,Laptop,TRUE,Poor Sleep,4.67
Female,Laptop,TRUE,Poor Sleep,4.79
Male,Smartphone,TRUE,Poor Sleep,4.34
Female,Laptop,TRUE,Poor Sleep,3.1
Male,Smartphone,TRUE,Poor Sleep,3.64
Female,Tablet,TRUE,Poor Sleep,5.52
Female,TV,TRUE,Poor Sleep,4.94
Male,Smartphone,TRUE,Poor Sleep,4.31
Male,Smartphone,TRUE,Poor Sleep,4.52
Male,Smartphone,TRUE,Poor Sleep,3.73
Female,Laptop,TRUE,Poor Sleep,3.8
Female,TV,TRUE,Poor Sleep,5.25
Male,Smartphone,TRUE,Poor Sleep,4.23
Female,Smartphone,TRUE,Poor Sleep,11.33
Female,Tablet,TRUE,Poor Sleep,5.63
Male,Smartphone,TRUE,Poor Sleep,4.18
Female,TV,TRUE,Poor Sleep,3.26
Male,TV,TRUE,Poor Sleep,8.84
Female,Laptop,TRUE,Poor Sleep,4.6
Male,TV,TRUE,Poor Sleep,5.59
Female,Laptop,TRUE,Poor Sleep,5.05
Male,Laptop,TRUE,Poor Sleep,3.44
Female,TV,TRUE,Poor Sleep,4.67
Female,TV,TRUE,Poor Sleep,5.16
Female,Smartphone,TRUE,Poor Sleep,4.05
Female,Smartphone,TRUE,Poor Sleep,5.41
Male,TV,TRUE,Poor Sleep,4.15
Female,TV,TRUE,Poor Sleep,4.21
Female,TV,TRUE,Poor Sleep,5.96
Male,Laptop,TRUE,Poor Sleep,5.4
Male,Tablet,TRUE,Poor Sleep,5.88
Female,Laptop,TRUE,Poor Sleep,4.56
Female,TV,TRUE,Poor Sleep,6.03
Male,TV,TRUE,Poor Sleep,4.9
Female,Smartphone,TRUE,Poor Sleep,4.25
Female,Smartphone,TRUE,Poor Sleep,5.57
Female,TV,TRUE,Poor Sleep,4.31
Male,Tablet,TRUE,Poor Sleep,8.2
Female,Laptop,TRUE,Poor Sleep,4.03
Female,Laptop,TRUE,Poor Sleep,3.84
Female,Laptop,TRUE,Poor Sleep,4.96
Male,Smartphone,TRUE,Poor Sleep,3.24
Male,TV,TRUE,Poor Sleep,4.34
Male,Smartphone,TRUE,Poor Sleep,5.15
Male,Smartphone,TRUE,Poor Sleep,3.56
Female,Smartphone,TRUE,Poor Sleep,6.02
Female,Laptop,TRUE,Poor Sleep,4.86
Male,Smartphone,TRUE,Poor Sleep,5.8
Female,TV,TRUE,Poor Sleep,4.49
Male,TV,TRUE,Poor Sleep,4.42
Male,Smartphone,TRUE,Poor Sleep,3.42
Female,Laptop,TRUE,Poor Sleep,4.54
Male,Laptop,TRUE,Poor Sleep,5.58
Male,Laptop,TRUE,Poor Sleep,3.06
Female,TV,TRUE,Poor Sleep,4.97
Male,TV,TRUE,Poor Sleep,6.95
Male,TV,TRUE,Poor Sleep,5.73
Male,Laptop,TRUE,Poor Sleep,5.13
Male,Smartphone,TRUE,Poor Sleep,6.51
Male,Laptop,TRUE,Poor Sleep,5.42
Male,Smartphone,TRUE,Poor Sleep,4.83
Female,Tablet,TRUE,Poor Sleep,6.35
Female,Tablet,TRUE,Poor Sleep,4.18
Female,Laptop,TRUE,Poor Sleep,3.73
Female,Smartphone,TRUE,Poor Sleep,7.04
Male,Smartphone,TRUE,Poor Sleep,4.26
Male,Smartphone,TRUE,Poor Sleep,3.81
Female,TV,TRUE,Poor Sleep,5.93
Male,Tablet,TRUE,Poor Sleep,3.54
Female,Smartphone,TRUE,Poor Sleep,5.1
Male,Laptop,TRUE,Poor Sleep,5.41
Female,TV,TRUE,Poor Sleep,6.18
Female,Smartphone,TRUE,Poor Sleep,4.82
Male,Smartphone,TRUE,Poor Sleep,5.88
Female,TV,TRUE,Poor Sleep,6.58
Male,Smartphone,TRUE,Poor Sleep,3.47
Female,Laptop,TRUE,Poor Sleep,5.24
Male,TV,TRUE,Poor Sleep,4.88
Female,Laptop,TRUE,Poor Sleep,4.94
Male,Smartphone,TRUE,Poor Sleep,4.9
Male,Laptop,TRUE,Poor Sleep,4.02
Male,Smartphone,TRUE,Poor Sleep,4.68
Female,Tablet,TRUE,Poor Sleep,5.36
Female,Smartphone,TRUE,Poor Sleep,4.93
Female,Smartphone,TRUE,Poor Sleep,3.45
Female,Tablet,TRUE,Poor Sleep,3.45
Female,Smartphone,TRUE,Poor Sleep,4.34
Male,Laptop,TRUE,Poor Sleep,3.63
Male,Smartphone,TRUE,Poor Sleep,4.06
Male,Smartphone,TRUE,Poor Sleep,3.24
Female,TV,TRUE,Poor Sleep,4.09
Male,Smartphone,TRUE,Poor Sleep,4.04
Female,Tablet,TRUE,Poor Sleep,3.57
Female,Laptop,TRUE,Poor Sleep,5.27
Female,TV,TRUE,Poor Sleep,3.65
Female,Smartphone,TRUE,Poor Sleep,8.18
Male,Smartphone,TRUE,Poor Sleep,6.47
Male,Smartphone,TRUE,Poor Sleep,4.03
Female,Smartphone,TRUE,Poor Sleep,7.16
Female,TV,TRUE,Poor Sleep,5.49
Female,Smartphone,TRUE,Poor Sleep,5.87
Male,Smartphone,TRUE,Poor Sleep,3.79
Female,Laptop,TRUE,Poor Sleep,3.57
Male,TV,TRUE,Poor Sleep,3.74
Male,TV,TRUE,Poor Sleep,4.83
Male,TV,TRUE,Poor Sleep,4.17
Female,Smartphone,TRUE,Poor Sleep,4.53
Male,TV,TRUE,Poor Sleep,3.06
Female,Smartphone,TRUE,Poor Sleep,4.87
Female,Smartphone,TRUE,Poor Sleep,3.97
Female,TV,TRUE,Poor Sleep,9.92
Female,Smartphone,TRUE,Poor Sleep,3.85
Male,Smartphone,TRUE,Poor Sleep,3.88
Male,Laptop,TRUE,Poor Sleep,3.53
Male,Smartphone,TRUE,Poor Sleep,4.79
Female,Smartphone,TRUE,Poor Sleep,4.16
Female,Smartphone,TRUE,Poor Sleep,3.28
Female,Tablet,TRUE,Poor Sleep,5.45
Male,Laptop,TRUE,Poor Sleep,4.86
Female,TV,TRUE,Poor Sleep,3.67
Female,Smartphone,TRUE,Poor Sleep,6.06
Female,TV,TRUE,Poor Sleep,3.5
Female,Tablet,TRUE,Poor Sleep,5.97
Female,Smartphone,TRUE,Poor Sleep,4.45
Male,Smartphone,TRUE,Poor Sleep,4.21
Male,Smartphone,TRUE,Poor Sleep,5.6
Female,Smartphone,TRUE,Poor Sleep,4.31
Male,Laptop,TRUE,Poor Sleep,3.99
Male,Tablet,TRUE,Poor Sleep,3.21
Male,TV,TRUE,Poor Sleep,3.5
Male,Smartphone,TRUE,Poor Sleep,5.91
Female,Tablet,TRUE,Poor Sleep,5.58
Male,Smartphone,TRUE,Poor Sleep,3.19
Female,Tablet,TRUE,Poor Sleep,8.03
Male,TV,TRUE,Poor Sleep,4.75
Female,Tablet,TRUE,Poor Sleep,6.41
Female,Laptop,TRUE,Poor Sleep,3.81
Male,Tablet,TRUE,Poor Sleep,8.92
Male,Smartphone,TRUE,Poor Sleep,4.78
Female,TV,TRUE,Poor Sleep,11.02
Female,Laptop,TRUE,Poor Sleep,6.71
Female,Smartphone,TRUE,Poor Sleep,7.97
Female,Smartphone,TRUE,Poor Sleep,4.62
Male,Smartphone,TRUE,Poor Sleep,5.62
Male,Smartphone,TRUE,Poor Sleep,6.4
Male,Smartphone,TRUE,Poor Sleep,3.17
Female,Smartphone,TRUE,Poor Sleep,4.03
Male,TV,TRUE,Poor Sleep,4.67
Male,Smartphone,TRUE,Poor Sleep,4.81
Male,TV,TRUE,Poor Sleep,11.22
Male,TV,TRUE,Poor Sleep,5.72
Female,Smartphone,TRUE,Poor Sleep,3.91
Male,TV,TRUE,Poor Sleep,3.36
Male,Smartphone,TRUE,Poor Sleep,3.12
Male,TV,TRUE,Poor Sleep,3.39
Male,Laptop,TRUE,Poor Sleep,4.54
Male,Smartphone,TRUE,Poor Sleep,3.57
Male,Laptop,TRUE,Poor Sleep,5.25
Female,Tablet,TRUE,Poor Sleep,4.95
Male,Tablet,TRUE,Poor Sleep,7.19
Female,Smartphone,TRUE,Poor Sleep,6.61
Male,Smartphone,TRUE,Poor Sleep,4.75
Female,Tablet,TRUE,Poor Sleep,5.58
Male,Tablet,TRUE,Poor Sleep,5.11
Male,Laptop,TRUE,Poor Sleep,5.07
Female,Laptop,TRUE,Poor Sleep,5.21
Male,Smartphone,TRUE,Poor Sleep,3.21
Female,Smartphone,TRUE,Poor Sleep,3.36
Male,Smartphone,TRUE,Poor Sleep,5.86
Male,TV,TRUE,Poor Sleep,4.33
Female,Smartphone,TRUE,Poor Sleep,3.21
Male,Tablet,TRUE,Poor Sleep,5.72
Male,Smartphone,TRUE,Poor Sleep,3.12
Female,Laptop,TRUE,Poor Sleep,7.29
Male,Smartphone,TRUE,Poor Sleep,4.32
Female,Smartphone,TRUE,Poor Sleep,4.12
Male,Laptop,TRUE,Poor Sleep,5.23
Female,Tablet,TRUE,Poor Sleep,6.38
Male,Tablet,TRUE,Poor Sleep,7.46
Female,Smartphone,TRUE,Poor Sleep,4.93
Male,Smartphone,TRUE,Poor Sleep,4.85
Female,Smartphone,TRUE,Poor Sleep,5.06
Male,Smartphone,TRUE,Poor Sleep,3.35
Male,Smartphone,TRUE,Poor Sleep,3.67
Male,Smartphone,TRUE,Poor Sleep,4.58
Male,TV,TRUE,Poor Sleep,3.95
Male,Laptop,TRUE,Poor Sleep,6.38
Female,TV,TRUE,Poor Sleep,5.02
Male,TV,TRUE,Poor Sleep,4.39
Male,TV,TRUE,Poor Sleep,3.4
Female,Smartphone,TRUE,Poor Sleep,7.68
Male,Smartphone,TRUE,Poor Sleep,3.2
Male,Tablet,TRUE,Poor Sleep,4.33
Male,TV,TRUE,Poor Sleep,4.41
Female,Laptop,TRUE,Poor Sleep,4.7
Female,TV,TRUE,Poor Sleep,4.96
Female,Laptop,TRUE,Poor Sleep,5.85
Female,Tablet,TRUE,Poor Sleep,4.42
Male,Laptop,TRUE,Poor Sleep,7.21
Male,Laptop,TRUE,Poor Sleep,3.04
Male,Smartphone,TRUE,Poor Sleep,5.22
Female,Smartphone,TRUE,Poor Sleep,4.63
Female,Laptop,TRUE,Poor Sleep,5.11
Male,Tablet,TRUE,Poor Sleep,5.48
Male,Smartphone,TRUE,Poor Sleep,5.69
Female,Smartphone,TRUE,Poor Sleep,4.72
Female,Smartphone,TRUE,Poor Sleep,3.18
Male,Smartphone,TRUE,Poor Sleep,4.54
Male,Smartphone,TRUE,Poor Sleep,7.52
Female,Smartphone,TRUE,Poor Sleep,3.42
Female,TV,TRUE,Poor Sleep,4.32
Female,Smartphone,TRUE,Poor Sleep,5.02
Male,TV,TRUE,Poor Sleep,4.76
Female,Smartphone,TRUE,Poor Sleep,5.99
Male,Smartphone,TRUE,Poor Sleep,3.5
Female,Smartphone,TRUE,Poor Sleep,4.27
Male,Smartphone,TRUE,Poor Sleep,4.72
Male,Smartphone,TRUE,Poor Sleep,3.41
Male,Laptop,TRUE,Poor Sleep,3.65
Female,Laptop,TRUE,Poor Sleep,5.52
Female,Smartphone,TRUE,Poor Sleep,6.59
Male,Laptop,TRUE,Poor Sleep,4.03
Female,Laptop,TRUE,Poor Sleep,4.55
Male,TV,TRUE,Poor Sleep,3.38
Female,Tablet,TRUE,Poor Sleep,4.05
Female,Laptop,TRUE,Poor Sleep,5.15
Female,TV,TRUE,Poor Sleep,5.64
Male,Laptop,TRUE,Poor Sleep,3.39
Male,TV,TRUE,Poor Sleep,5.01
Female,Laptop,TRUE,Poor Sleep,5.5
Female,TV,TRUE,Poor Sleep,6.15
Female,Smartphone,TRUE,Poor Sleep,6.17
Female,TV,TRUE,Poor Sleep,4.95
Male,Laptop,TRUE,Poor Sleep,4.49
Male,Smartphone,TRUE,Poor Sleep,5.06
Female,TV,TRUE,Poor Sleep,5.4
Male,Smartphone,TRUE,Poor Sleep,8.75
Male,TV,TRUE,Poor Sleep,6.17
Male,Smartphone,TRUE,Poor Sleep,6.56
Female,TV,TRUE,Poor Sleep,4.4
Female,TV,TRUE,Poor Sleep,3.55
Male,TV,TRUE,Poor Sleep,4.03
Male,Laptop,TRUE,Poor Sleep,5.18
Male,TV,TRUE,Poor Sleep,5.28
Male,Smartphone,TRUE,Poor Sleep,3.76
Female,Smartphone,TRUE,Poor Sleep,5.18
Male,Smartphone,TRUE,Poor Sleep,3.91
Male,Smartphone,TRUE,Poor Sleep,4.04
Female,Smartphone,TRUE,Poor Sleep,4.42
Female,TV,TRUE,Poor Sleep,4.73
Female,Tablet,TRUE,Poor Sleep,3.21
Female,Laptop,TRUE,Poor Sleep,4.81
Male,Laptop,TRUE,Poor Sleep,3.7
Male,Laptop,TRUE,Poor Sleep,5.61
Male,Laptop,TRUE,Poor Sleep,5.39
Female,TV,TRUE,Poor Sleep,3.7
Male,Smartphone,TRUE,Poor Sleep,5.19
Female,Tablet,TRUE,Poor Sleep,4.02
Female,Smartphone,TRUE,Poor Sleep,4.28
Female,Smartphone,TRUE,Poor Sleep,6.58
Male,Smartphone,TRUE,Poor Sleep,4.19
Male,Tablet,TRUE,Poor Sleep,3.27
Male,Smartphone,TRUE,Poor Sleep,4.32
Female,Tablet,TRUE,Poor Sleep,4.57
Female,TV,TRUE,Poor Sleep,4.5
Male,Tablet,TRUE,Poor Sleep,3.28
Female,TV,TRUE,Poor Sleep,6.53
Female,Laptop,TRUE,Poor Sleep,3.74
Male,Tablet,TRUE,Poor Sleep,9.35
Male,Smartphone,TRUE,Poor Sleep,5.74
Female,TV,TRUE,Poor Sleep,7.27
Female,Smartphone,TRUE,Poor Sleep,4.73
Male,Smartphone,TRUE,Poor Sleep,6.45
Male,Smartphone,TRUE,Poor Sleep,4.87
Male,Smartphone,TRUE,Poor Sleep,4.06
Female,TV,TRUE,Poor Sleep,10.49
Male,Smartphone,TRUE,Poor Sleep,6.99
Male,Laptop,TRUE,Poor Sleep,3.53
Female,Smartphone,TRUE,Poor Sleep,6.29
Female,Smartphone,TRUE,Poor Sleep,4.07
Male,Laptop,TRUE,Poor Sleep,3.43
Male,TV,TRUE,Poor Sleep,5.11
Male,Tablet,TRUE,Poor Sleep,6.33
Female,Laptop,TRUE,Poor Sleep,4.83
Male,Smartphone,TRUE,Poor Sleep,4.93
Male,Laptop,TRUE,Poor Sleep,3.79
Female,Smartphone,TRUE,Poor Sleep,3.25
Male,Smartphone,TRUE,Poor Sleep,4.32
Female,Laptop,TRUE,Poor Sleep,4.21
Female,TV,TRUE,Poor Sleep,7.24
Male,Smartphone,TRUE,Poor Sleep,6.53
Male,Smartphone,TRUE,Poor Sleep,6.96
Male,Smartphone,TRUE,Poor Sleep,4.75
Male,Smartphone,TRUE,Poor Sleep,6.57
Female,Tablet,TRUE,Poor Sleep,3.93
Male,Smartphone,TRUE,Poor Sleep,4.25
Female,Smartphone,TRUE,Poor Sleep,4.44
Female,Tablet,TRUE,Poor Sleep,3.55
Female,Smartphone,TRUE,Poor Sleep,3.85
Female,Smartphone,TRUE,Poor Sleep,4.92
Male,Tablet,TRUE,Poor Sleep,6.32
Male,TV,TRUE,Poor Sleep,4.19
Female,TV,TRUE,Poor Sleep,3.57
Female,Smartphone,TRUE,Poor Sleep,3.25
Female,Tablet,TRUE,Poor Sleep,4.8
Female,Laptop,TRUE,Poor Sleep,4.3
Female,Smartphone,TRUE,Poor Sleep,3.45
Male,Smartphone,TRUE,Poor Sleep,7.37
Female,Smartphone,TRUE,Poor Sleep,4.48
Female,Smartphone,TRUE,Poor Sleep,3.9
Male,Smartphone,TRUE,Poor Sleep,6.05
Male,Tablet,TRUE,Poor Sleep,4.94
Male,TV,TRUE,Poor Sleep,6.27
Female,TV,TRUE,Poor Sleep,3.12
Male,TV,TRUE,Poor Sleep,5.82
Female,Smartphone,TRUE,Poor Sleep,3.92
Male,Tablet,TRUE,Poor Sleep,5.16
Male,TV,TRUE,Poor Sleep,3.66
Female,Smartphone,TRUE,Poor Sleep,4.8
Male,TV,TRUE,Poor Sleep,6.6
Male,Laptop,TRUE,Poor Sleep,5.29
Female,Smartphone,TRUE,Poor Sleep,4.59
Female,TV,TRUE,Poor Sleep,4.51
Female,TV,TRUE,Poor Sleep,3.57
Female,Smartphone,TRUE,Poor Sleep,6.67
Female,Smartphone,TRUE,Poor Sleep,3.02
Male,Tablet,TRUE,Poor Sleep,7.17
Male,Smartphone,TRUE,Poor Sleep,3.01
Female,TV,TRUE,Poor Sleep,3.26
Female,Tablet,TRUE,Poor Sleep,4.18
Male,Smartphone,TRUE,Poor Sleep,3.67
Female,TV,TRUE,Poor Sleep,4.86
Female,Tablet,TRUE,Poor Sleep,6.66
Female,TV,TRUE,Poor Sleep,5.5
Female,Laptop,TRUE,Poor Sleep,4.46
Male,Smartphone,TRUE,Poor Sleep,4.26
Male,TV,TRUE,Poor Sleep,6.21
Male,Smartphone,TRUE,Poor Sleep,4.85
Female,TV,TRUE,Poor Sleep,5.34
Male,TV,TRUE,Poor Sleep,7.46
Male,Tablet,TRUE,Poor Sleep,4.48
Male,Smartphone,TRUE,Poor Sleep,5.96
Female,Laptop,TRUE,Poor Sleep,6.79
Female,Smartphone,TRUE,Poor Sleep,3.24
Male,Tablet,TRUE,Poor Sleep,3.58
Male,Tablet,TRUE,Poor Sleep,5.88
Female,Smartphone,TRUE,Poor Sleep,3.37
Male,Smartphone,TRUE,Poor Sleep,3.18
Female,TV,TRUE,Poor Sleep,3.42
Male,TV,TRUE,Poor Sleep,7.83
Female,Laptop,TRUE,Poor Sleep,4.41
Male,TV,TRUE,Poor Sleep,8.04
Female,Smartphone,TRUE,Poor Sleep,4.69
Male,Smartphone,TRUE,Poor Sleep,4.61
Female,Smartphone,TRUE,Poor Sleep,3.17
Female,TV,TRUE,Poor Sleep,5.74
Female,TV,TRUE,Poor Sleep,4.95
Male,TV,TRUE,Poor Sleep,5.07
Female,Laptop,TRUE,Poor Sleep,4.67
Female,Tablet,TRUE,Poor Sleep,4.41
Male,Laptop,TRUE,Poor Sleep,5.02
Female,TV,TRUE,Poor Sleep,5.12
Male,TV,TRUE,Poor Sleep,3.6
Male,TV,TRUE,Poor Sleep,6.36
Female,TV,TRUE,Poor Sleep,7.33
Female,Smartphone,TRUE,Poor Sleep,4.16
Male,Smartphone,TRUE,Poor Sleep,4.32
Male,Laptop,TRUE,Poor Sleep,3.68
Female,Smartphone,TRUE,Poor Sleep,6.74
Male,Smartphone,TRUE,Poor Sleep,5.76
Male,Smartphone,TRUE,Poor Sleep,5.85
Male,TV,TRUE,Poor Sleep,3.23
Male,TV,TRUE,Poor Sleep,5.23
Female,TV,TRUE,Poor Sleep,6.73
Female,Smartphone,TRUE,Poor Sleep,5.0
Female,Smartphone,TRUE,Poor Sleep,5.15
Male,TV,TRUE,Poor Sleep,5.91
Female,Smartphone,TRUE,Poor Sleep,7.92
Female,Laptop,TRUE,Poor Sleep,6.14
Female,Tablet,TRUE,Poor Sleep,3.13
Female,Smartphone,TRUE,Poor Sleep,3.73
Male,Laptop,TRUE,Poor Sleep,4.47
Male,TV,TRUE,Poor Sleep,4.86
Female,Laptop,TRUE,Poor Sleep,6.87
Female,Smartphone,TRUE,Poor Sleep,6.89
Female,Smartphone,TRUE,Poor Sleep,3.61
Female,Tablet,TRUE,Poor Sleep,3.31
Female,TV,TRUE,Poor Sleep,4.15
Male,Smartphone,TRUE,Poor Sleep,5.34
Male,Smartphone,TRUE,Poor Sleep,5.62
Male,Smartphone,TRUE,Poor Sleep,3.75
Male,Smartphone,TRUE,Poor Sleep,4.19
Male,TV,TRUE,Poor Sleep,8.46
Female,Smartphone,TRUE,Poor Sleep,4.97
Female,Smartphone,TRUE,Poor Sleep,5.54
Male,Smartphone,TRUE,Poor Sleep,5.22
Male,Tablet,TRUE,Poor Sleep,4.24
Female,Smartphone,TRUE,Poor Sleep,6.25
Female,Laptop,TRUE,Poor Sleep,6.09
Male,Tablet,TRUE,Poor Sleep,4.46
Male,Tablet,TRUE,Poor Sleep,4.78
Female,Smartphone,TRUE,Poor Sleep,4.81
Female,TV,TRUE,Poor Sleep,6.06
Male,Smartphone,TRUE,Poor Sleep,7.72
Female,TV,TRUE,Poor Sleep,4.78
Male,Smartphone,TRUE,Poor Sleep,4.08
Male,Tablet,TRUE,Poor Sleep,3.85
Male,TV,TRUE,Poor Sleep,3.15
Female,Tablet,TRUE,Poor Sleep,4.2
Male,TV,TRUE,Poor Sleep,3.91
Male,TV,TRUE,Poor Sleep,3.38
Female,Tablet,TRUE,Poor Sleep,3.95
Female,Tablet,TRUE,Poor Sleep,5.72
Male,Smartphone,TRUE,Poor Sleep,4.19
Male,Smartphone,TRUE,Poor Sleep,3.76
Male,TV,TRUE,Poor Sleep,3.12
Male,TV,TRUE,Poor Sleep,5.38
Male,Smartphone,TRUE,Poor Sleep,3.77
Female,Smartphone,TRUE,Poor Sleep,5.75
Male,TV,TRUE,Poor Sleep,5.78
Female,Smartphone,TRUE,Poor Sleep,4.02
Male,TV,TRUE,Poor Sleep,5.97
Male,Smartphone,TRUE,Poor Sleep,4.21
Female,Laptop,TRUE,Poor Sleep,4.61
Male,Smartphone,TRUE,Poor Sleep,4.05
Female,Smartphone,TRUE,Poor Sleep,3.85
Male,TV,TRUE,Poor Sleep,3.13
Male,Smartphone,TRUE,Poor Sleep,3.84
Female,TV,TRUE,Poor Sleep,4.91
Female,TV,TRUE,Poor Sleep,3.41
Male,TV,TRUE,Poor Sleep,7.5
Male,Smartphone,TRUE,Poor Sleep,5.96
Female,Smartphone,TRUE,Poor Sleep,7.4
Male,Laptop,TRUE,Poor Sleep,4.06
Male,Smartphone,TRUE,Poor Sleep,3.13
Male,TV,TRUE,Poor Sleep,3.48
Female,Tablet,TRUE,Poor Sleep,3.23
Male,Tablet,TRUE,Poor Sleep,5.16
Female,Smartphone,TRUE,Poor Sleep,4.01
Female,Smartphone,TRUE,Poor Sleep,5.1
Female,Smartphone,TRUE,Poor Sleep,4.01
Female,TV,TRUE,Poor Sleep,5.73
Female,TV,TRUE,Poor Sleep,9.17
Female,Tablet,TRUE,Poor Sleep,6.68
Female,Tablet,TRUE,Poor Sleep,4.99
Female,Laptop,TRUE,Poor Sleep,5.27
Male,TV,TRUE,Poor Sleep,5.84
Female,Smartphone,TRUE,Poor Sleep,5.19
Male,Smartphone,TRUE,Poor Sleep,4.22
Male,Laptop,TRUE,Poor Sleep,5.6
Female,Smartphone,TRUE,Poor Sleep,4.72
Male,TV,TRUE,Poor Sleep,3.42
Male,Smartphone,TRUE,Poor Sleep,5.56
Female,TV,TRUE,Poor Sleep,4.51
Male,TV,TRUE,Poor Sleep,10.21
Female,Smartphone,TRUE,Poor Sleep,3.01
Male,Smartphone,TRUE,Poor Sleep,4.56
Male,Smartphone,TRUE,Poor Sleep,4.87
Female,Smartphone,TRUE,Poor Sleep,6.69
Male,Smartphone,TRUE,Poor Sleep,3.4
Female,TV,TRUE,Poor Sleep,5.63
Male,Tablet,TRUE,Poor Sleep,3.39
Female,Laptop,TRUE,Poor Sleep,3.91
Male,Smartphone,TRUE,Poor Sleep,4.05
Female,TV,TRUE,Poor Sleep,4.77
Male,Smartphone,TRUE,Poor Sleep,5.4
Female,TV,TRUE,Poor Sleep,4.2
Male,Laptop,TRUE,Poor Sleep,3.94
Female,TV,TRUE,Poor Sleep,4.79
Male,Laptop,TRUE,Poor Sleep,3.02
Female,Smartphone,TRUE,Poor Sleep,4.02
Male,Smartphone,TRUE,Poor Sleep,4.23
Male,Smartphone,TRUE,Poor Sleep,5.4
Male,Tablet,TRUE,Poor Sleep,6.21
Female,Smartphone,TRUE,Poor Sleep,4.73
Female,Smartphone,TRUE,Poor Sleep,3.73
Female,TV,TRUE,Poor Sleep,3.87
Female,Smartphone,TRUE,Poor Sleep,3.63
Male,Smartphone,TRUE,Poor Sleep,6.33
Male,Smartphone,TRUE,Poor Sleep,5.03
Female,Smartphone,TRUE,Poor Sleep,3.49
Male,Laptop,TRUE,Poor Sleep,3.46
Female,Laptop,TRUE,Poor Sleep,3.16
Female,Tablet,TRUE,Poor Sleep,7.69
Female,Smartphone,TRUE,Poor Sleep,5.95
Male,Smartphone,TRUE,Poor Sleep,4.9
Female,Laptop,TRUE,Poor Sleep,4.35
Female,Smartphone,TRUE,Poor Sleep,7.32
Male,Smartphone,TRUE,Poor Sleep,4.93
Female,TV,TRUE,Poor Sleep,8.67
Female,Smartphone,TRUE,Poor Sleep,5.8
Female,Smartphone,TRUE,Poor Sleep,4.04
Male,Laptop,TRUE,Poor Sleep,4.5
Male,TV,TRUE,Poor Sleep,7.18
Male,Smartphone,TRUE,Poor Sleep,7.39
Male,Tablet,TRUE,Poor Sleep,3.11
Male,Laptop,TRUE,Poor Sleep,6.53
Male,TV,TRUE,Poor Sleep,3.91
Female,Laptop,TRUE,Poor Sleep,4.53
Female,TV,TRUE,Poor Sleep,4.55
Male,Tablet,TRUE,Poor Sleep,4.61
Female,Smartphone,TRUE,Poor Sleep,3.22
Female,Tablet,TRUE,Poor Sleep,5.25
Female,Smartphone,TRUE,Poor Sleep,3.51
Female,Smartphone,TRUE,Poor Sleep,5.23
Male,TV,TRUE,Poor Sleep,6.15
Male,Smartphone,TRUE,Poor Sleep,4.06
Female,Laptop,TRUE,Poor Sleep,4.58
Female,TV,TRUE,Poor Sleep,5.11
Female,Smartphone,TRUE,Poor Sleep,6.47
Female,TV,TRUE,Poor Sleep,4.43
Male,Smartphone,TRUE,Poor Sleep,5.82
Male,Laptop,TRUE,Poor Sleep,6.78
Male,Smartphone,TRUE,Poor Sleep,4.66
Male,Smartphone,TRUE,Poor Sleep,4.64
Female,Tablet,TRUE,Poor Sleep,4.6
Male,Smartphone,TRUE,Poor Sleep,7.28
Female,Smartphone,TRUE,Poor Sleep,4.92
Female,Smartphone,TRUE,Poor Sleep,5.54
Male,TV,TRUE,Poor Sleep,3.84
Female,TV,TRUE,Poor Sleep,6.86
Male,Smartphone,TRUE,Poor Sleep,6.41
Female,Smartphone,TRUE,Poor Sleep,8.25
Female,Smartphone,TRUE,Poor Sleep,3.76
Female,Smartphone,TRUE,Poor Sleep,5.48
Female,Smartphone,TRUE,Poor Sleep,3.3
Female,Laptop,TRUE,Poor Sleep,4.3
Female,Laptop,TRUE,Poor Sleep,4.29
Male,TV,TRUE,Poor Sleep,6.24
Female,Smartphone,TRUE,Poor Sleep,4.09
Female,TV,TRUE,Poor Sleep,3.57
Female,Laptop,TRUE,Poor Sleep,6.63
Male,Smartphone,TRUE,Poor Sleep,5.2
Female,TV,TRUE,Poor Sleep,8.08
Male,TV,TRUE,Poor Sleep,5.31
Female,Smartphone,TRUE,Poor Sleep,5.19
Male,Smartphone,TRUE,Poor Sleep,4.59
Male,Tablet,TRUE,Poor Sleep,6.3
Male,Smartphone,TRUE,Poor Sleep,3.75
Female,Smartphone,TRUE,Poor Sleep,4.96
Female,TV,TRUE,Poor Sleep,5.27
Female,Smartphone,TRUE,Poor Sleep,3.43
Female,Smartphone,TRUE,Poor Sleep,4.56
Female,Smartphone,TRUE,Poor Sleep,4.37
Female,Smartphone,TRUE,Poor Sleep,5.53
Female,TV,TRUE,Poor Sleep,4.49
Male,Smartphone,TRUE,Poor Sleep,5.9
Male,Tablet,TRUE,Poor Sleep,3.4
Female,TV,TRUE,Poor Sleep,5.09
Female,Smartphone,TRUE,Poor Sleep,3.56
Female,Tablet,TRUE,Poor Sleep,3.56
Male,TV,TRUE,Poor Sleep,5.44
Female,Tablet,TRUE,Poor Sleep,4.54
Female,Laptop,TRUE,Poor Sleep,4.49
Male,Laptop,TRUE,Poor Sleep,6.49
Female,Laptop,TRUE,Poor Sleep,5.83
